Time,Charge
704.5,-1762.820513
705,-1793.803419
705.5,-1818.376068
706,-1834.401709
706.5,-1853.632479
707,-1872.863248
707.5,-1898.504274
708,-1914.529915
708.5,-1929.487179
709,-1946.581197
709.5,-1962.606838
710,-1960.470085
710.5,-1979.700855
711,-1994.65812
711.5,-2012.820513
712,-2029.91453
712.5,-2045.940171
713,-2061.965812
713.5,-2074.786325
714,-2086.538462
714.5,-2099.358974
715,-2112.179487
715.5,-2089.74359
716,-2089.74359
716.5,-2154.91453
717,-2204.059829
717.5,-2241.452991
718,-2271.367521
718.5,-2301.282051
719,-2331.196581
719.5,-2362.179487
720,-2389.957265
720.5,-2416.666667
721,-2444.444444
721.5,-2472.222222
722,-2500
722.5,-2526.709402
723,-2551.282051
723.5,-2574.786325
724,-2597.222222
724.5,-2617.521368
725,-2635.683761
725.5,-2652.777778
726,-2669.871795
726.5,-2686.965812
727,-2705.128205
727.5,-2723.290598
728,-2737.179487
728.5,-2738.247863
729,-2738.247863
729.5,-2778.846154
730,-2780.982906
730.5,-2777.777778
731,-2776.709402
731.5,-2776.709402
732,-2780.982906
732.5,-2786.324786
733,-2792.735043
733.5,-2800.213675
734,-2807.692308
734.5,-2816.239316
735,-2824.786325
735.5,-2833.333333
736,-2841.880342
736.5,-2850.42735
737,-2858.974359
737.5,-2867.521368
738,-2876.068376
738.5,-2884.615385
739,-2893.162393
739.5,-2901.709402
740,-2904.91453
740.5,-2887.820513
741,-2865.384615
741.5,-2803.418803
742,-2743.589744
742.5,-2685.897436
743,-2630.34188
743.5,-2576.923077
744,-2524.57265
744.5,-2473.290598
745,-2423.076923
745.5,-2373.931624
746,-2320.512821
746.5,-2320.512821
747,-2272.435897
747.5,-2264.957265
748,-2251.068376
748.5,-2260.683761
749,-2253.205128
749.5,-2261.752137
750,-2269.230769
750.5,-2274.57265
751,-2276.709402
751.5,-2276.709402
752,-2275.641026
752.5,-2274.57265
753,-2273.504274
753.5,-2272.435897
754,-2271.367521
754.5,-2269.230769
755,-2267.094017
755.5,-2264.957265
756,-2262.820513
756.5,-2260.683761
757,-2258.547009
757.5,-2256.410256
758,-2254.273504
758.5,-2252.136752
759,-2250
759.5,-2247.863248
760,-2245.726496
760.5,-2243.589744
761,-2239.316239
761.5,-2222.222222
762,-2221.153846
762.5,-2201.923077
763,-2177.350427
763.5,-2129.273504
764,-2050.213675
764.5,-1964.74359
765,-1885.683761
765.5,-1885.683761
766,-1824.786325
766.5,-1802.350427
767,-1754.273504
767.5,-1706.196581
768,-1662.393162
768.5,-1662.393162
769,-1612.179487
769.5,-1646.367521
770,-1646.367521
770.5,-1618.589744
771,-1590.811966
771.5,-1560.897436
772,-1529.91453
772.5,-1529.91453
773,-1529.91453
773.5,-1529.91453
774,-1529.91453
774.5,-1529.91453
775,-1529.91453
775.5,-1529.91453
776,-1529.91453
776.5,-1529.91453
777,-1529.91453
777.5,-1529.91453
778,-1529.91453
778.5,-1529.91453
779,-1529.91453
779.5,-1529.91453
780,-1529.91453
780.5,-1529.91453
781,-1529.91453
781.5,-1529.91453
782,-1529.91453
782.5,-1529.91453
783,-1529.91453
783.5,-1529.91453
784,-1529.91453
784.5,-1529.91453
785,-1529.91453
785.5,-1529.91453
786,-1529.91453
786.5,-1529.91453
787,-1529.91453
787.5,-1529.91453
788,-1529.91453
788.5,-1529.91453
789,-1529.91453
789.5,-1529.91453
790,-1529.91453
790.5,-1529.91453
791,-1529.91453
791.5,-1529.91453
792,-1529.91453
792.5,-1529.91453
793,-1529.91453
793.5,-1529.91453
794,-1529.91453
794.5,-1529.91453
795,-1529.91453
795.5,-1529.91453
796,-1529.91453
796.5,-1529.91453
797,-1529.91453
797.5,-1529.91453
798,-1529.91453
798.5,-1529.91453
799,-1529.91453
799.5,-1529.91453
800,-1529.91453
800.5,-1529.91453
801,-1529.91453
801.5,-1635.683761
802,-1667.735043
802.5,-1673.076923
803,-1710.470085
803.5,-1737.179487
804,-1753.205128
804.5,-1772.435897
805,-1794.871795
805.5,-1833.333333
806,-1853.632479
806.5,-1869.65812
807,-1886.752137
807.5,-1904.91453
808,-1904.91453
808.5,-1925.213675
809,-1938.034188
809.5,-1957.264957
810,-1975.42735
810.5,-1994.65812
811,-2019.230769
811.5,-2037.393162
812,-2050.213675
812.5,-2064.102564
813,-2077.991453
813.5,-2048.076923
814,-2048.076923
814.5,-2114.316239
815,-2165.598291
815.5,-2202.991453
816,-2233.974359
816.5,-2263.888889
817,-2294.871795
817.5,-2323.717949
818,-2346.153846
818.5,-2367.521368
819,-2388.888889
819.5,-2411.324786
820,-2433.760684
820.5,-2456.196581
821,-2477.564103
821.5,-2498.931624
822,-2519.230769
822.5,-2539.529915
823,-2558.760684
823.5,-2576.923077
824,-2594.017094
824.5,-2610.042735
825,-2626.068376
825.5,-2642.094017
826,-2657.051282
826.5,-2670.940171
827,-2683.760684
827.5,-2696.581197
828,-2706.196581
828.5,-2706.196581
829,-2757.478632
829.5,-2772.435897
830,-2785.25641
830.5,-2794.871795
831,-2807.692308
831.5,-2824.786325
832,-2840.811966
832.5,-2855.769231
833,-2871.794872
833.5,-2887.820513
834,-2904.91453
834.5,-2922.008547
835,-2939.102564
835.5,-2957.264957
836,-2976.495726
836.5,-3001.068376
837,-3033.119658
837.5,-3067.307692
838,-3092.948718
838.5,-3111.111111
839,-3127.136752
839.5,-3142.094017
840,-3138.888889
840.5,-3138.888889
841,-3150.641026
841.5,-3159.188034
842,-3170.940171
842.5,-3181.623932
843,-3188.034188
843.5,-3194.444444
844,-3200.854701
844.5,-3207.264957
845,-3213.675214
845.5,-3220.08547
846,-3226.495726
846.5,-3232.905983
847,-3239.316239
847.5,-3245.726496
848,-3252.136752
848.5,-3258.547009
849,-3264.957265
849.5,-3271.367521
850,-3277.777778
850.5,-3284.188034
851,-3290.598291
851.5,-3297.008547
852,-3303.418803
852.5,-3309.82906
853,-3316.239316
853.5,-3322.649573
854,-3329.059829
854.5,-3335.470085
855,-3341.880342
855.5,-3348.290598
856,-3353.632479
856.5,-3358.974359
857,-3364.316239
857.5,-3369.65812
858,-3375
858.5,-3380.34188
859,-3385.683761
859.5,-3391.025641
860,-3396.367521
860.5,-3401.709402
861,-3407.051282
861.5,-3412.393162
862,-3417.735043
862.5,-3423.076923
863,-3428.418803
863.5,-3433.760684
864,-3439.102564
864.5,-3444.444444
865,-3449.786325
865.5,-3455.128205
866,-3460.470085
866.5,-3465.811966
867,-3471.153846
867.5,-3476.495726
868,-3481.837607
868.5,-3487.179487
869,-3492.521368
869.5,-3497.863248
870,-3503.205128
870.5,-3508.547009
871,-3513.888889
871.5,-3519.230769
872,-3524.57265
872.5,-3529.91453
873,-3535.25641
873.5,-3540.598291
874,-3545.940171
874.5,-3551.282051
875,-3556.623932
875.5,-3561.965812
876,-3567.307692
876.5,-3572.649573
877,-3577.991453
877.5,-3583.333333
878,-3588.675214
878.5,-3594.017094
879,-3599.358974
879.5,-3604.700855
880,-3610.042735
880.5,-3615.384615
881,-3620.726496
881.5,-3626.068376
882,-3631.410256
882.5,-3636.752137
883,-3642.094017
883.5,-3647.435897
884,-3652.777778
884.5,-3658.119658
885,-3663.461538
885.5,-3668.803419
886,-3674.145299
886.5,-3679.487179
887,-3684.82906
887.5,-3690.17094
888,-3694.444444
888.5,-3698.717949
889,-3702.991453
889.5,-3707.264957
890,-3711.538462
890.5,-3715.811966
891,-3715.811966
891.5,-3698.717949
892,-3629.273504
892.5,-3538.461538
893,-3495.726496
893.5,-3407.051282
894,-3307.692308
894.5,-3207.264957
895,-3106.837607
895.5,-3007.478632
896,-2909.188034
896.5,-2813.034188
897,-2719.017094
897.5,-2707.264957
898,-2611.111111
898.5,-2549.145299
899,-2506.410256
899.5,-2451.923077
900,-2427.350427
900.5,-2410.25641
901,-2422.008547
901.5,-2432.692308
902,-2443.376068
902.5,-2452.991453
903,-2462.606838
903.5,-2472.222222
904,-2481.837607
904.5,-2491.452991
905,-2501.068376
905.5,-2510.683761
906,-2519.230769
906.5,-2527.777778
907,-2536.324786
907.5,-2544.871795
908,-2553.418803
908.5,-2561.965812
909,-2570.512821
909.5,-2579.059829
910,-2587.606838
910.5,-2596.153846
911,-2604.700855
911.5,-2612.179487
912,-2619.65812
912.5,-2627.136752
913,-2634.615385
913.5,-2644.230769
914,-2653.846154
914.5,-2663.461538
915,-2673.076923
915.5,-2682.692308
916,-2692.307692
916.5,-2701.923077
917,-2711.538462
917.5,-2721.153846
918,-2730.769231
918.5,-2739.316239
919,-2747.863248
919.5,-2756.410256
920,-2764.957265
920.5,-2773.504274
921,-2782.051282
921.5,-2790.598291
922,-2799.145299
922.5,-2807.692308
923,-2816.239316
923.5,-2824.786325
924,-2833.333333
924.5,-2841.880342
925,-2850.42735
925.5,-2858.974359
926,-2867.521368
926.5,-2876.068376
927,-2884.615385
927.5,-2893.162393
928,-2900.641026
928.5,-2908.119658
929,-2915.598291
929.5,-2923.076923
930,-2930.555556
930.5,-2938.034188
931,-2945.512821
931.5,-2952.991453
932,-2960.470085
932.5,-2967.948718
933,-2975.42735
933.5,-2982.905983
934,-2990.384615
934.5,-2997.863248
935,-3005.34188
935.5,-3012.820513
936,-3020.299145
936.5,-3027.777778
937,-3035.25641
937.5,-3042.735043
938,-3050.213675
938.5,-3056.623932
939,-3063.034188
939.5,-3069.444444
940,-3075.854701
940.5,-3082.264957
941,-3088.675214
941.5,-3095.08547
942,-3101.495726
942.5,-3107.905983
943,-3114.316239
943.5,-3120.726496
944,-3127.136752
944.5,-3133.547009
945,-3139.957265
945.5,-3146.367521
946,-3152.777778
946.5,-3159.188034
947,-3165.598291
947.5,-3172.008547
948,-3178.418803
948.5,-3184.82906
949,-3191.239316
949.5,-3197.649573
950,-3204.059829
950.5,-3210.470085
951,-3215.811966
951.5,-3221.153846
952,-3226.495726
952.5,-3231.837607
953,-3237.179487
953.5,-3242.521368
954,-3247.863248
954.5,-3253.205128
955,-3258.547009
955.5,-3263.888889
956,-3269.230769
956.5,-3274.57265
957,-3279.91453
957.5,-3285.25641
958,-3290.598291
958.5,-3295.940171
959,-3301.282051
959.5,-3306.623932
960,-3311.965812
960.5,-3317.307692
961,-3322.649573
961.5,-3327.991453
962,-3333.333333
962.5,-3338.675214
963,-3344.017094
963.5,-3349.358974
964,-3354.700855
964.5,-3360.042735
965,-3365.384615
965.5,-3370.726496
966,-3376.068376
966.5,-3381.410256
967,-3386.752137
967.5,-3392.094017
968,-3398.504274
968.5,-3408.119658
969,-3428.418803
969.5,-3438.034188
970,-3447.649573
970.5,-3456.196581
971,-3464.74359
971.5,-3472.222222
972,-3479.700855
972.5,-3487.179487
973,-3494.65812
973.5,-3502.136752
974,-3508.547009
974.5,-3514.957265
975,-3522.435897
975.5,-3529.91453
976,-3537.393162
976.5,-3544.871795
977,-3551.282051
977.5,-3557.692308
978,-3564.102564
978.5,-3569.444444
979,-3574.786325
979.5,-3575.854701
980,-3575.854701
980.5,-3575.854701
981,-3558.760684
981.5,-3558.760684
982,-3564.102564
982.5,-3572.649573
983,-3573.717949
983.5,-3577.991453
984,-3582.264957
984.5,-3586.538462
985,-3590.811966
985.5,-3595.08547
986,-3599.358974
986.5,-3603.632479
987,-3607.905983
987.5,-3612.179487
988,-3616.452991
988.5,-3620.726496
989,-3625
989.5,-3629.273504
990,-3633.547009
990.5,-3637.820513
991,-3642.094017
991.5,-3646.367521
992,-3650.641026
992.5,-3654.91453
993,-3659.188034
993.5,-3663.461538
994,-3667.735043
994.5,-3672.008547
995,-3676.282051
995.5,-3680.555556
996,-3684.82906
996.5,-3689.102564
997,-3693.376068
997.5,-3697.649573
998,-3701.923077
998.5,-3706.196581
999,-3710.470085
999.5,-3714.74359
1000,-3719.017094
1000.5,-3723.290598
1001,-3727.564103
1001.5,-3731.837607
1002,-3736.111111
1002.5,-3740.384615
1003,-3744.65812
1003.5,-3748.931624
1004,-3753.205128
1004.5,-3757.478632
1005,-3761.752137
1005.5,-3766.025641
1006,-3770.299145
1006.5,-3774.57265
1007,-3778.846154
1007.5,-3783.119658
1008,-3787.393162
1008.5,-3791.666667
1009,-3795.940171
1009.5,-3800.213675
1010,-3804.487179
1010.5,-3808.760684
1011,-3813.034188
1011.5,-3817.307692
1012,-3821.581197
1012.5,-3825.854701
1013,-3830.128205
1013.5,-3834.401709
1014,-3838.675214
1014.5,-3842.948718
1015,-3844.017094
1015.5,-3845.08547
1016,-3846.153846
1016.5,-3847.222222
1017,-3848.290598
1017.5,-3849.358974
1018,-3850.42735
1018.5,-3851.495726
1019,-3852.564103
1019.5,-3853.632479
1020,-3854.700855
1020.5,-3855.769231
1021,-3856.837607
1021.5,-3857.905983
1022,-3858.974359
1022.5,-3860.042735
1023,-3861.111111
1023.5,-3862.179487
1024,-3863.247863
1024.5,-3864.316239
1025,-3865.384615
1025.5,-3866.452991
1026,-3867.521368
1026.5,-3868.589744
1027,-3869.65812
1027.5,-3870.726496
1028,-3871.794872
1028.5,-3872.863248
1029,-3873.931624
1029.5,-3875
1030,-3876.068376
1030.5,-3877.136752
1031,-3881.410256
1031.5,-3889.957265
1032,-3904.91453
1032.5,-3911.324786
1033,-3916.666667
1033.5,-3922.008547
1034,-3927.350427
1034.5,-3932.692308
1035,-3938.034188
1035.5,-3943.376068
1036,-3948.717949
1036.5,-3954.059829
1037,-3959.401709
1037.5,-3964.74359
1038,-3970.08547
1038.5,-3975.42735
1039,-3980.769231
1039.5,-3986.111111
1040,-3991.452991
1040.5,-3996.794872
1041,-4002.136752
1041.5,-4007.478632
1042,-4012.820513
1042.5,-4018.162393
1043,-4023.504274
1043.5,-4027.777778
1044,-4032.051282
1044.5,-4033.119658
1045,-4033.119658
1045.5,-4033.119658
1046,-4033.119658
1046.5,-4032.051282
1047,-4030.982906
1047.5,-4029.91453
1048,-4027.777778
1048.5,-4025.641026
1049,-4023.504274
1049.5,-4020.299145
1050,-4017.094017
1050.5,-4012.820513
1051,-4008.547009
1051.5,-4006.410256
1052,-4003.205128
1052.5,-4000
1053,-3996.794872
1053.5,-3992.521368
1054,-3988.247863
1054.5,-3983.974359
1055,-3980.769231
1055.5,-3977.564103
1056,-3974.358974
1056.5,-3971.153846
1057,-3969.017094
1057.5,-3966.880342
1058,-3964.74359
1058.5,-3962.606838
1059,-3961.538462
1059.5,-3960.470085
1060,-3959.401709
1060.5,-3959.401709
1061,-3959.401709
1061.5,-4041.666667
1062,-4056.623932
1062.5,-4068.376068
1063,-4079.059829
1063.5,-4090.811966
1064,-4102.564103
1064.5,-4113.247863
1065,-4123.931624
1065.5,-4134.615385
1066,-4143.162393
1066.5,-4143.162393
1067,-4136.752137
1067.5,-4145.299145
1068,-4153.846154
1068.5,-4163.461538
1069,-4173.076923
1069.5,-4182.692308
1070,-4192.307692
1070.5,-4201.923077
1071,-4211.538462
1071.5,-4221.153846
1072,-4230.769231
1072.5,-4240.384615
1073,-4250
1073.5,-4259.615385
1074,-4269.230769
1074.5,-4278.846154
1075,-4288.461538
1075.5,-4298.076923
1076,-4307.692308
1076.5,-4317.307692
1077,-4326.923077
1077.5,-4336.538462
1078,-4346.153846
1078.5,-4355.769231
1079,-4365.384615
1079.5,-4375
1080,-4384.615385
1080.5,-4394.230769
1081,-4403.846154
1081.5,-4413.461538
1082,-4423.076923
1082.5,-4431.623932
1083,-4440.17094
1083.5,-4448.717949
1084,-4457.264957
1084.5,-4465.811966
1085,-4474.358974
1085.5,-4482.905983
1086,-4491.452991
1086.5,-4500
1087,-4508.547009
1087.5,-4517.094017
1088,-4525.641026
1088.5,-4534.188034
1089,-4542.735043
1089.5,-4551.282051
1090,-4559.82906
1090.5,-4568.376068
1091,-4576.923077
1091.5,-4585.470085
1092,-4594.017094
1092.5,-4602.564103
1093,-4611.111111
1093.5,-4619.65812
1094,-4628.205128
1094.5,-4636.752137
1095,-4645.299145
1095.5,-4653.846154
1096,-4663.461538
1096.5,-4669.871795
1097,-4680.555556
1097.5,-4692.307692
1098,-4701.923077
1098.5,-4710.470085
1099,-4719.017094
1099.5,-4728.632479
1100,-4738.247863
1100.5,-4747.863248
1101,-4757.478632
1101.5,-4767.094017
1102,-4776.709402
1102.5,-4786.324786
1103,-4795.940171
1103.5,-4805.555556
1104,-4815.17094
1104.5,-4824.786325
1105,-4833.333333
1105.5,-4841.880342
1106,-4850.42735
1106.5,-4857.905983
1107,-4865.384615
1107.5,-4872.863248
1108,-4879.273504
1108.5,-4885.683761
1109,-4892.094017
1109.5,-4897.435897
1110,-4902.777778
1110.5,-4903.846154
1111,-4904.91453
1111.5,-4905.982906
1112,-4905.982906
1112.5,-4905.982906
1113,-4905.982906
1113.5,-4905.982906
1114,-4904.91453
1114.5,-4903.846154
1115,-4902.777778
1115.5,-4901.709402
1116,-4899.57265
1116.5,-4898.504274
1117,-4895.299145
1117.5,-4877.136752
1118,-4858.974359
1118.5,-4857.905983
1119,-4858.974359
1119.5,-4855.769231
1120,-4850.42735
1120.5,-4837.606838
1121,-4818.376068
1121.5,-4794.871795
1122,-4769.230769
1122.5,-4742.521368
1123,-4714.74359
1123.5,-4686.965812
1124,-4659.188034
1124.5,-4632.478632
1125,-4607.905983
1125.5,-4583.333333
1126,-4568.376068
1126.5,-4557.692308
1127,-4518.162393
1127.5,-4447.649573
1128,-4338.675214
1128.5,-4261.752137
1129,-4221.153846
1129.5,-4152.777778
1130,-4067.307692
1130.5,-3973.290598
1131,-3878.205128
1131.5,-3779.91453
1132,-3674.145299
1132.5,-3566.239316
1133,-3459.401709
1133.5,-3459.401709
1134,-3355.769231
1134.5,-3322.649573
1135,-3256.410256
1135.5,-3161.324786
1136,-3061.965812
1136.5,-2949.786325
1137,-2838.675214
1137.5,-2838.675214
1138,-2723.290598
1138.5,-2691.239316
1139,-2632.478632
1139.5,-2542.735043
1140,-2443.376068
1140.5,-2335.470085
1141,-2217.948718
1141.5,-2099.358974
1142,-1981.837607
1142.5,-1865.384615
1143,-1750
1143.5,-1636.752137
1144,-1524.57265
1144.5,-1419.871795
1145,-1419.871795
1145.5,-1316.239316
1146,-1271.367521
1146.5,-1177.350427
1147,-1059.82906
1147.5,-936.965812
1148,-816.2393162
1148.5,-696.5811966
1149,-579.0598291
1149.5,-463.6752137
1150,-350.4273504
1150.5,-239.3162393
1151,-133.5470085
1151.5,-34.18803419
1152,25.64102564
1152.5,108.974359
1153,185.8974359
1153.5,291.6666667
1154,401.7094017
1154.5,507.4786325
1155,603.6324786
1155.5,695.5128205
1156,792.7350427
1156.5,891.025641
1157,977.5641026
1157.5,977.5641026
1158,1073.717949
1158.5,1144.230769
1159,1185.897436
1159.5,1229.700855
1160,1229.700855
1160.5,1229.700855
1161,1229.700855
1161.5,1229.700855
1162,1229.700855
1162.5,1229.700855
1163,1229.700855
1163.5,1229.700855
1164,1229.700855
1164.5,1229.700855
1165,1229.700855
1165.5,1229.700855
1166,1229.700855
1166.5,1229.700855
1167,1229.700855
1167.5,1229.700855
1168,1229.700855
1168.5,1229.700855
1169,1229.700855
1169.5,1229.700855
1170,1229.700855
1170.5,1229.700855
1171,1229.700855
1171.5,1229.700855
1172,1229.700855
1172.5,1229.700855
1173,1229.700855
1173.5,1229.700855
1174,1229.700855
1174.5,1229.700855
1175,1229.700855
1175.5,1229.700855
1176,1229.700855
1176.5,1229.700855
1177,1229.700855
1177.5,1229.700855
1178,1229.700855
1178.5,1229.700855
1179,1229.700855
1179.5,1229.700855
1180,1229.700855
