Zeit [s],Leistung [kW],Leistung [W],Current [A],Charge [C],SOC [%],U_R1 [V],U_R [V],I_R1 [A],U_R2 [V],I_R2 [A],Q_Irreversibel [W],Q_Sum_Cell [W],U_ges [V],Temperatur [K],Output Temperature [K],OCV [V],R [Ohm],R1 [Ohm],R2 [Ohm],C1 [C],C2 [C]
499.0,0.0,0,-0.0,-1795.9401709401843,41.09156661239988,0.0173820351679997,-0.0,10.167134847417238,0.007934473512567736,7.122715850961284,0,0,47.71310440010486,293.15,293.15,3.644922291327499,0.0021952756666666663,0.001709629647768001,0.0011139674358197087,10294.804158671594,7651.8732724887395
499.5,0.0,0,-0.0,-1795.9401709401843,41.09156661239988,0.016888235835311415,-0.0,9.878300752072107,0.007469050498011939,6.704909190200759,0,0,47.70063450959069,293.15,293.15,3.644922291327499,0.0021952756666666663,0.001709629647768001,0.0011139674358197087,10294.804158671594,7651.8732724887395
500.0,0.0,0,-0.0,-1795.9401709401843,41.09156661239988,0.01640846465172113,-0.0,9.597672029812495,0.007030928423100731,6.311610372997169,0,0,47.68870189723017,293.15,293.15,3.644922291327499,0.0021952756666666663,0.001709629647768001,0.0011139674358197087,10294.804158671594,7651.8732724887395
500.5,0.0,0,-0.0,-1795.9401709401843,41.09156661239988,0.01594232309711331,-0.0,9.32501557745371,0.006618505860138946,5.941381810024585,0,0,47.677280563701764,293.15,293.15,3.644922291327499,0.0021952756666666663,0.001709629647768001,0.0011139674358197087,10294.804158671594,7651.8732724887395
501.0,0.0,0,-0.0,-1795.9401709401843,41.09156661239988,0.015489423972772075,-0.0,9.060104913946843,0.006230275318515498,5.592870238555021,0,0,47.666345878044226,293.15,293.15,3.644922291327499,0.0021952756666666663,0.001709629647768001,0.0011139674358197087,10294.804158671594,7651.8732724887395
501.5,0.0,0,-0.0,-1795.9401709401843,41.09156661239988,0.015049391079756074,-0.0,8.802719992253138,0.005864817734510323,5.264801776000498,0,0,47.655874501842945,293.15,293.15,3.644922291327499,0.0021952756666666663,0.001709629647768001,0.0011139674358197087,10294.804158671594,7651.8732724887395
502.0,0.0,0,-0.0,-1795.9401709401843,41.09156661239988,0.014621858906410242,-0.0,8.552647016562764,0.005520797284320081,4.955977263606116,0,0,47.64584431773698,293.15,293.15,3.644922291327499,0.0021952756666666663,0.001709629647768001,0.0011139674358197087,10294.804158671594,7651.8732724887395
502.5,0.0,0,-0.0,-1795.9401709401843,41.09156661239988,0.01420647232475494,-0.0,8.309678264706122,0.005196956501343143,4.665267883274328,0,0,47.63623436199676,293.15,293.15,3.644922291327499,0.0021952756666666663,0.001709629647768001,0.0011139674358197087,10294.804158671594,7651.8732724887395
503.0,0.0,0,-0.0,-1795.9401709401843,41.09156661239988,0.013802886295500237,-0.0,8.07361191561022,0.004892111679876506,4.391611031499017,0,0,47.62702476093738,293.15,293.15,3.644922291327499,0.0021952756666666663,0.001709629647768001,0.0011139674358197087,10294.804158671594,7651.8732724887395
503.5,0.0,0,-0.0,-1795.9401709401843,41.09156661239988,0.01341076558144034,-0.0,7.844251881656769,0.004605148548424209,4.134006435327732,0,0,47.61819667094572,293.15,293.15,3.644922291327499,0.0021952756666666663,0.001709629647768001,0.0011139674358197087,10294.804158671594,7651.8732724887395
504.0,0.0,0,-0.0,-1795.9401709401843,41.09156661239988,0.013029784468990068,-0.0,7.621407645802728,0.0043350181968022745,3.8915124961551215,0,0,47.609732221912786,293.15,293.15,3.644922291327499,0.0021952756666666663,0.001709629647768001,0.0011139674358197087,10294.804158671594,7651.8732724887395
504.5,0.0,0,-0.0,-1795.9401709401843,41.09156661239988,0.012659626497632108,-0.0,7.404894103328065,0.0040807332421529,3.6632428479833505,0,0,47.60161446387469,293.15,293.15,3.644922291327499,0.0021952756666666663,0.001709629647768001,0.0011139674358197087,10294.804158671594,7651.8732724887395
505.0,0.0,0,-0.0,-1795.9401709401843,41.09156661239988,0.012299984197050279,-0.0,7.194531408079209,0.003841364219853874,3.44836311756925,0,0,47.593827316677235,293.15,293.15,3.644922291327499,0.0021952756666666663,0.001709629647768001,0.0011139674358197087,10294.804158671594,7651.8732724887395
505.5,0.0,0,-0.0,-1795.9401709401843,41.09156661239988,0.01195055883173048,-0.0,6.990144823080529,0.0036160361861312454,3.246087874615831,0,0,47.58635552248969,293.15,293.15,3.644922291327499,0.0021952756666666663,0.001709629647768001,0.0011139674358197087,10294.804158671594,7651.8732724887395
506.0,0.0,0,-0.0,-1795.9401709401843,41.09156661239988,0.011611060152817168,-0.0,6.7915645753897245,0.003403925519957075,3.0556777608604957,0,0,47.579184601003554,293.15,293.15,3.644922291327499,0.0021952756666666663,0.001709629647768001,0.0011139674358197087,10294.804158671594,7651.8732724887395
506.5,0.0,0,-0.0,-1795.9401709401843,41.09156661239988,0.011281206157019249,-0.0,6.598625715076581,0.0032042569125425506,2.876436787566156,0,0,47.57230080716179,293.15,293.15,3.644922291327499,0.0021952756666666663,0.001709629647768001,0.0011139674358197087,10294.804158671594,7651.8732724887395
507.0,0.0,0,-0.0,-1795.9401709401843,41.09156661239988,0.010960722852365105,-0.0,6.411167978207927,0.0030163005334224212,2.7077097915370283,0,0,47.565691091272726,293.15,293.15,3.644922291327499,0.0021952756666666663,0.001709629647768001,0.0011139674358197087,10294.804158671594,7651.8732724887395
507.5,0.0,0,-0.0,-1795.9401709401843,41.09156661239988,0.01064934403061221,-0.0,6.229035653725012,0.0028393693627722077,2.548880040360308,0,0,47.559343061371486,293.15,293.15,3.644922291327499,0.0021952756666666663,0.001709629647768001,0.0011139674358197087,10294.804158671594,7651.8732724887395
508.0,9.7,-9700,-207.26495726495725,-1795.9401709401843,41.09156661239988,0.010346811046122256,-0.0,5.97714990729481,0.002672816680207243,2.4228833342314866,0,0,47.55324494769977,293.15,293.15,3.644922291327499,0.0021952756666666663,0.001709629647768001,0.0011139674358197087,10294.804158671594,7651.8732724887395
508.5,2.1,-2100,-44.87179487179487,-1899.5726495726628,40.57751661918322,8.693459609798206e-05,-0.4550037172364672,0.050086165622938154,-0.011205489760689857,-10.179270911359508,0,0,41.28263368409487,293.15,293.15,3.641709478869895,0.0021952756666666668,0.0017310609917101955,0.001103155336637384,10392.040694200929,7554.518322973218
509.0,1.3,-1300,-27.777777777777775,-1922.0085470085603,40.46622744539405,-0.002070055923922528,-0.09850595940170939,-1.190663787484804,-0.013508057853949528,-12.287139719771556,0,0,45.8500880286037,293.15,293.15,3.6410139215337125,0.0021952756666666668,0.0017357007672028357,0.0011008145728968806,10413.09190292377,7533.441478232744
509.5,3.0,-3000,-64.1025641025641,-1935.8974358974492,40.39733414733408,-0.003345079844663809,-0.06097987962962963,-1.9167301339773193,-0.014537966542787531,-13.264306836436297,0,0,46.302365361248846,293.15,293.15,3.6405833384208384,0.0021952756666666668,0.0017385730091744704,0.001099365528676569,10426.123603561726,7520.393907679118
510.0,2.4,-2400,-51.28205128205128,-1967.9487179487312,40.23834961334955,-0.006318715259269725,-0.14072279914529912,-3.6096551410500357,-0.017931579948322507,-16.400638982209113,0,0,45.17001567949706,293.15,293.15,3.639589685083435,0.0021952756666666663,0.0017452012598782418,0.0010960215804758499,10456.196758880074,7490.284129478441
510.5,1.5,-1500,-32.05128205128205,-1993.5897435897568,40.11116198616192,-0.008593106237976015,-0.11257823931623931,-4.899656810219037,-0.020267535960323046,-18.565549464760622,0,0,45.46562645168666,293.15,293.15,3.638794762413512,0.0021952756666666668,0.001750503860441259,0.0010933464219152747,10480.255283134755,7466.196306917899
511.0,1.9,-1900,-40.598290598290596,-2009.615384615398,40.031669719169656,-0.009886620777695023,-0.07036139957264957,-5.639150845369986,-0.021172480037365635,-19.360273054843024,0,0,45.9794066596423,293.15,293.15,3.63829793574481,0.0021952756666666668,0.0017538179857931448,0.0010916744478149153,10495.29186079393,7451.141417817562
511.5,2.0,-2000,-42.73504273504273,-2029.9145299145432,39.93097951431278,-0.011554202635241035,-0.08912443945868943,-6.6014542756562555,-0.022599450270669313,-20.59004661522806,0,0,45.688144631711694,293.15,293.15,3.6377507563424225,0.0021952756666666663,0.0017532109086623236,0.001093604412364901,10481.986115022253,7441.64701119166
512.0,2.5,-2500,-53.418803418803414,-2051.2820512820645,39.82498982498976,-0.013282693071411649,-0.0938151994301994,-7.605097372044565,-0.024088434222822114,-21.847447976249057,0,0,45.578365583270205,293.15,293.15,3.637214448514449,0.0021952756666666663,0.0017502511041921022,0.001097591020214356,10452.35417658389,7436.277633414729
512.5,1.5,-1500,-32.05128205128205,-2077.9914529914663,39.69250271333598,-0.015482036506066315,-0.11726899928774928,-8.875627452815484,-0.026213144860020188,-23.71019612294754,0,0,45.20853847998339,293.15,293.15,3.6365440637294806,0.0021952756666666668,0.0017465513486043258,0.0011025742800261748,10415.31425353594,7429.565911193567
513.0,1.3,-1300,-27.777777777777775,-2094.0170940171074,39.61301044634371,-0.016596991439110607,-0.07036139957264956,-9.525320726480782,-0.026774793385839865,-24.161584395383468,0,0,45.791312429991684,293.15,293.15,3.636141832858499,0.0021952756666666663,0.0017443314952516598,0.0011055642359132664,10393.090299707166,7425.538877860869
513.5,1.5,-1500,-32.05128205128205,-2107.905982905996,39.544117148283746,-0.017476727171291614,-0.06097987962962961,-10.043012301713514,-0.027018404920098122,-24.31581214033121,0,0,45.894136873640846,293.15,293.15,3.6357932327703155,0.0021952756666666663,0.0017424076223460162,0.0011081555310154122,10373.82953972223,7422.048782305865
514.0,1.5,-1500,-32.05128205128205,-2123.931623931637,39.464624881291485,-0.018539763700598722,-0.07036139957264956,-10.667494798811763,-0.027539802010368288,-24.71854045089309,0,0,45.746350476004345,293.15,293.15,3.635391001899335,0.0021952756666666663,0.0017401877689933506,0.0011111454869025031,10351.605585893463,7418.0217489731685
514.5,0.0,0,-0.0,-2139.9572649572783,39.38513261429921,-0.01957485892769781,-0.07036139957264957,-11.263072667530652,-0.028034322298123544,-25.162400567682003,0,0,45.72123647298848,293.15,293.15,3.634988771028354,0.0021952756666666668,0.0017379679156406844,0.001114135442789595,10329.381632064687,7413.9947156404705
515.0,1.9,-1900,-40.598290598290596,-2139.9572649572783,39.38513261429921,-0.019029663045275983,-0.0,-10.967118768154693,-0.026337369337353304,-23.559203923813396,0,0,46.66508260239442,293.15,293.15,3.634988771028354,0.0021952756666666668,0.0017379679156406844,0.001114135442789595,10329.381632064687,7413.9947156404705
515.5,1.3,-1300,-27.777777777777775,-2160.256410256424,39.28444240944234,-0.020467897514262402,-0.08912443945868943,-11.80909123303912,-0.027487276942922436,-24.530953264665712,0,0,45.46619564078676,293.15,293.15,3.6344792785917788,0.0021952756666666663,0.0017351561013939744,0.0011179227202465771,10301.231290548243,7408.893806752387
516.0,1.7,-1700,-36.324786324786324,-2174.1452991453125,39.21554911138238,-0.021244435751620286,-0.06097987962962961,-12.274937602033969,-0.027706496896333126,-24.652043786495344,0,0,45.814598260938155,293.15,293.15,3.634130678503595,0.0021952756666666663,0.0017332322284883308,0.0011205140153487227,10281.97053056331,7405.403711197383
516.5,1.6,-1600,-34.18803418803419,-2192.3076923077056,39.12545787545781,-0.022416823225595305,-0.0797429195156695,-12.970082458868918,-0.028495106226370706,-25.28197191702153,0,0,45.53925958246835,293.15,293.15,3.6336748168498163,0.0021952756666666663,0.0017307163946886429,0.0011239026320207595,10256.783382890702,7400.839740086992
517.0,1.5,-1500,-32.05128205128205,-2209.4017094017227,39.040666123999394,-0.023453556849497,-0.07505215954415953,-13.587374382880858,-0.02909714834121533,-25.747823238150445,0,0,45.57335777608335,293.15,293.15,3.633245770587437,0.0021952756666666663,0.001728348551112466,0.0011270919183003236,10233.077832140014,7396.54423786545
517.5,1.5,-1500,-32.05128205128205,-2225.4273504273638,38.961173857007125,-0.024357688271239318,-0.07036139957264956,-14.129336565713901,-0.02952348883111413,-26.056149352131353,0,0,45.61181251953889,293.15,293.15,3.632843539716456,0.0021952756666666663,0.0017261286977598,0.001130081874187415,10210.853878311242,7392.517204532751
518.0,1.2,-1200,-25.64102564102564,-2241.452991453005,38.88168159001486,-0.025237195409019596,-0.07036139957264956,-14.654614928071735,-0.029929196395192606,-26.35856513670815,0,0,45.589875727091965,293.15,293.15,3.6324413088454746,0.0021952756666666663,0.0017239088444071342,0.0011330718300745061,10188.62992448247,7388.490171200054
518.5,1.1,-1100,-23.504273504273502,-2254.2735042735176,38.818087776421045,-0.025777288414544172,-0.056289119658119655,-14.982396085316713,-0.02988061728859982,-26.265062565683508,0,0,45.762242484236545,293.15,293.15,3.63211952414869,0.0021952756666666668,0.0017221329617250014,0.0011354637947841792,10170.850761419453,7385.268544533896
519.0,1.2,-1200,-25.64102564102564,-2266.0256410256543,38.75979344729338,-0.02619689709919409,-0.05159835968660968,-15.242015614604794,-0.029693630624066176,-26.04593873844577,0,0,45.81636367663465,293.15,293.15,3.6318245548433046,0.0021952756666666668,0.00172050506926638,0.0011376564291013796,10154.553195278355,7382.315386756585
519.5,1.2,-1200,-25.64102564102564,-2278.846153846167,38.696199633699564,-0.02670983198327911,-0.05628911965811965,-15.556527904734368,-0.029666194118271243,-25.967389804649528,0,0,45.74488911702904,293.15,293.15,3.6315027701465192,0.0021952756666666663,0.0017187291865842472,0.0011400483938110526,10136.774032215333,7379.093760090425
520.0,1.2,-1200,-25.64102564102564,-2291.6666666666797,38.63260582010575,-0.027208127410181332,-0.05628911965811965,-15.8631562388622,-0.02964407035055129,-25.893809730060696,0,0,45.73451568440148,293.15,293.15,3.631180985449735,0.0021952756666666663,0.0017169533039021144,0.0011424403585207257,10118.994869152319,7375.872133424268
520.5,1.2,-1200,-25.64102564102564,-2304.4871794871924,38.56901200651194,-0.02769212209392366,-0.05628911965811965,-16.16207378776784,-0.02962692698475609,-25.82487774727424,0,0,45.724263416209965,293.15,293.15,3.6308592007529503,0.0021952756666666663,0.0017151774212199817,0.0011448323232303988,10101.2157060893,7372.65050675811
521.0,0.0,0,-0.0,-2317.307692307705,38.50541819291813,-0.028162147953302595,-0.056289119658119655,-16.436397026545855,-0.02961445301226514,-25.81400457049261,0,0,45.71413204062222,293.15,293.15,3.630537416056166,0.0021952756666666668,0.0017134015385378491,0.0011472242879400716,10083.436543026284,7369.428880091952
521.5,5.1,-5100,-108.97435897435896,-2317.307692307705,38.50541819291813,-0.027347128343846467,-0.0,-16.031341338978557,-0.027863027970344487,-24.07401537008721,0,0,46.47925437664567,293.15,293.15,3.630537416056166,0.0021952756666666668,0.0017134015385378491,0.0011472242879400716,10083.436543026284,7369.428880091952
522.0,5.4,-5400,-115.38461538461537,-2371.794871794885,38.23514448514442,-0.03199062242758567,-0.23922875854700854,-18.841703142375394,-0.03363405703160108,-28.792485949568924,0,0,43.216113110152264,293.15,293.15,3.6291698310948313,0.0021952756666666668,0.0017058540371387852,0.0011573901379561822,10007.875100008461,7355.736966760782
522.5,4.8,-4800,-102.56410256410255,-2429.4871794871924,37.94897232397226,-0.03685283976461577,-0.2533010384615384,-21.796624484095815,-0.039531707401401155,-33.56625149188278,0,0,42.87447078631267,293.15,293.15,3.6277217999592994,0.0021952756666666663,0.0016978625650691881,0.0011681539791497109,9927.868866224882,7341.239646763071
523.0,3.5,-3500,-74.78632478632478,-2480.7692307692437,37.69459706959701,-0.04094990319518024,-0.2251564786324786,-24.294259745737058,-0.04423930334780044,-37.34224954080039,0,0,43.10915668795712,293.15,293.15,3.6264346611721607,0.0021952756666666663,0.0016907590343406575,0.0011777218379884027,9856.752213972815,7328.353140098439
523.5,3.1,-3100,-66.23931623931624,-2518.1623931624063,37.509115113281716,-0.04352474250933038,-0.164176599002849,-25.892300977940586,-0.046797323338355686,-39.29650000434069,0,0,43.82296694909472,293.15,293.15,3.625496122473206,0.0021952756666666668,0.0016855793765177705,0.0011846984017249494,9804.89632170568,7318.956728988813
524.0,3.1,-3100,-66.23931623931624,-2551.2820512820645,37.34483109483103,-0.045591919087417,-0.14541355911680912,-27.196260304197462,-0.04864003735755609,-40.633020806321824,0,0,44.005251287114824,293.15,293.15,3.6246648453398453,0.0021952756666666668,0.0016809916795889278,0.0011908776438916049,9758.96681712622,7310.634193434571
524.5,2.7,-2700,-57.692307692307686,-2584.4017094017227,37.18054707638034,-0.047601746429719344,-0.14541355911680912,-28.462994323170673,-0.05039333799937143,-41.9092744848754,0,0,43.945524020587605,293.15,293.15,3.623833568206485,0.0021952756666666668,0.001676403982660085,0.0011970568860582601,9713.03731254676,7302.31165788033
525.0,2.6,-2600,-55.55555555555555,-2613.2478632478765,37.03746099579426,-0.04911261224379175,-0.12665051923076923,-29.434121339821004,-0.05147509926805518,-42.62519644147367,0,0,44.14632718464934,293.15,293.15,3.6231095526387187,0.0021952756666666668,0.0016724082466252864,0.0012024388066550244,9673.03419565497,7295.062997881474
525.5,2.6,-2600,-55.55555555555555,-2641.0256410256543,36.89967439967433,-0.050468230067704005,-0.12195975925925925,-30.31647947433538,-0.05236218846948879,-43.17448576028021,0,0,44.16908827065671,293.15,293.15,3.6224123524623524,0.0021952756666666668,0.001668560500813999,0.0012076213968593161,9634.512675685099,7288.0828067714665
526.0,2.6,-2600,-55.55555555555555,-2668.803418803432,36.7618878035544,-0.051783314443651356,-0.12195975925925925,-31.178520925587776,-0.05321240789701368,-43.68882949135283,0,0,44.1318757189188,293.15,293.15,3.6217151522859856,0.0021952756666666668,0.0016647127550027114,0.0012128039870636076,9595.991155715226,7281.102615661456
526.5,2.6,-2600,-55.55555555555555,-2696.58119658121,36.62410120743448,-0.05305860149969371,-0.12195975925925925,-32.020548410859575,-0.0540280888390989,-44.17057777114649,0,0,44.09562953265036,293.15,293.15,3.621017952109618,0.0021952756666666668,0.0016608650091914242,0.0012179865772678992,9557.469635745358,7274.122424551448
527.0,2.5,-2500,-53.418803418803414,-2724.358974358988,36.48631461131455,-0.05429482040006212,-0.12195975925925923,-32.839923453396956,-0.05481140760586381,-44.6291570884863,0,0,44.060311940684855,293.15,293.15,3.6203207519332508,0.0021952756666666663,0.0016570172633801365,0.0012231691674721907,9518.948115775487,7267.142233441439
527.5,2.4,-2400,-51.28205128205128,-2751.0683760683896,36.35382749966077,-0.05537998593568659,-0.11726899928774925,-33.56839368853626,-0.05541671925485856,-44.94694227610631,0,0,44.09060061470986,293.15,293.15,3.6196503671482834,0.0021952756666666663,0.0016533175077923599,0.0012281524272840095,9481.908192727535,7260.4305112202765
528.0,2.2,-2200,-47.008547008547005,-2776.7094017094155,36.226639872473136,-0.0563175786484096,-0.1125782393162393,-34.204213823005944,-0.05585338317366102,-45.1405536199325,0,0,44.12534875601326,293.15,293.15,3.6190067977547145,0.0021952756666666663,0.0016497657424280946,0.0012329363567033559,9446.3498666015,7253.98725788796
528.5,2.1,-2100,-44.87179487179487,-2800.213675213689,36.11005121421781,-0.056997665051067875,-0.10319671937321936,-34.682724862283564,-0.055982244413172316,-45.09214929932175,0,0,44.22912299398428,293.15,293.15,3.618416859143942,0.0021952756666666668,0.0016465099575108514,0.0012373216253377564,9413.754734319302,7248.080942333338
529.0,1.9,-1900,-40.598290598290596,-2822.6495726495864,35.99876204042864,-0.05754063956077426,-0.09850595940170939,-35.073130602599534,-0.05596703169940873,-44.94279575816603,0,0,44.27592136841481,293.15,293.15,3.6178537359245695,0.0021952756666666668,0.0016434021628171191,0.0012415075635796844,9382.641198959021,7242.443095667562
529.5,1.7,-1700,-36.324786324786324,-2842.948717948732,35.89807183557177,-0.05783596081769201,-0.08912443945868943,-35.30728321341794,-0.055666886629039423,-44.580462955108324,0,0,44.39132043557344,293.15,293.15,3.617344243487993,0.0021952756666666663,0.0016405903485704092,0.0012452948410366664,9354.490857442577,7237.342186779479
530.0,1.6,-1600,-34.18803418803419,-2861.111111111125,35.807980599647195,-0.05789049345715913,-0.0797429195156695,-35.39173280676427,-0.055096173938552324,-44.011002079192714,0,0,44.514064333996835,293.15,293.15,3.6168883818342143,0.0021952756666666663,0.001638074514770721,0.0012486834577087034,9329.303709769967,7232.778215669088
530.5,1.6,-1600,-34.18803418803419,-2878.205128205142,35.723188848188784,-0.0578258174095714,-0.07505215954415954,-35.4034425875306,-0.054416711298842034,-43.3577862978051,0,0,44.57914041515041,293.15,293.15,3.616459335571835,0.0021952756666666668,0.0016357066711945444,0.0012518727439882675,9305.59815901928,7228.482713447544
531.0,1.6,-1600,-34.18803418803419,-2895.299145299159,35.63839709673036,-0.05776034539589966,-0.07505215954415954,-35.41469833678261,-0.05378205498099899,-42.74349191906699,0,0,44.58266448204917,293.15,293.15,3.616030289309456,0.0021952756666666668,0.0016333388276183673,0.0012550620302678316,9281.89260826859,7224.187211225999
531.5,1.7,-1700,-36.324786324786324,-2912.393162393176,35.55360534527195,-0.05769409786054919,-0.07505215954415953,-35.42873001565787,-0.0531895628719856,-42.159067315075646,0,0,44.585650496014956,293.15,293.15,3.6156012430470756,0.0021952756666666663,0.0016309709840421904,0.0012582513165473952,9258.187057517902,7219.891709004456
532.0,1.7,-1700,-36.324786324786324,-2930.5555555555693,35.46351410934737,-0.05774262251764211,-0.07974291951566952,-35.51339335589094,-0.052785265160070975,-41.72654061017009,0,0,44.52336946459889,293.15,293.15,3.6151453813932974,0.0021952756666666668,0.0016284551502425025,0.0012616399332194324,9232.999909845292,7215.327737894067
532.5,1.3,-1300,-27.777777777777775,-2948.7179487179624,35.373422873422804,-0.05778668254524327,-0.0797429195156695,-35.582594226679,-0.052410703292556544,-41.34575795696898,0,0,44.52173978701865,293.15,293.15,3.6146895197395192,0.0021952756666666663,0.0016259393164428145,0.0012650285498914692,9207.812762172684,7210.763766783675
533.0,0.1,-100,-2.1367521367521367,-2962.606837606851,35.30452957536284,-0.057361979259728704,-0.06097987962962963,-35.324298878381974,-0.051469433347906435,-40.596825120768905,0,0,44.778885156382934,293.15,293.15,3.6143409196513367,0.0021952756666666668,0.0016240154435371709,0.001267619844993615,9188.55200218775,7207.273671228671
533.5,0.0,0,-0.0,-2963.675213675227,35.29923009089669,-0.05555576981114282,-0.004690759971509971,-34.21201015992768,-0.04880119099867583,-38.49223291942596,0,0,45.56846298522191,293.15,293.15,3.6143141042599374,0.0021952756666666663,0.0016238674533136598,0.0012678191753860875,9187.070405265833,7207.005202339825
534.0,-1.4,1400,29.91452991452991,-2963.675213675227,35.29923009089669,-0.053693804644297134,-0.0,-33.02325252935451,-0.04613071749139093,-36.46614734137711,0,0,45.688364567615245,293.15,293.15,3.6143141042599374,0.0021952756666666663,0.0016238674533136598,0.0012678191753860875,9187.070405265833,7207.005202339825
534.5,0.0,0,-0.0,-2948.717948717962,35.37342287342281,-0.050276175285974174,0.0656706396011396,-30.921311009298304,-0.04152782940610314,-32.827582752710164,0,0,46.65123001043157,293.15,293.15,3.6146895197395197,0.0021952756666666668,0.001625939316442815,0.001265028549891469,9207.812762172687,7210.763766783677
535.0,-0.2,200,4.273504273504273,-2948.717948717962,35.37342287342281,-0.04859709515000918,-0.0,-29.883188025097454,-0.0392515391396039,-31.037965714487097,0,0,45.848931510848786,293.15,293.15,3.6146895197395197,0.0021952756666666668,0.001625939316442815,0.001265028549891469,9207.812762172687,7210.763766783677
535.5,-0.1,100,2.1367521367521367,-2946.58119658121,35.38402184235511,-0.04674292496599279,0.009381519943019941,-28.740411523138782,-0.036803196501107645,-29.10653831281741,0,0,46.02752113697708,293.15,293.15,3.614743150522317,0.0021952756666666663,0.001626235296889837,0.0012646298891065236,9210.775956016521,7211.300704561369
536.0,0.0,0,-0.0,-2945.512820512834,35.38932132682126,-0.04506705108369767,0.004690759971509971,-27.709981675775058,-0.03463700425514033,-27.393362186980674,0,0,46.01683671710303,293.15,293.15,3.614769965913715,0.0021952756666666663,0.0016263832871133478,0.001264430558714051,9212.25755293844,7211.569173450214
536.5,0.4,-400,-8.547008547008547,-2945.512820512834,35.38932132682126,-0.043563077626782305,-0.0,-26.79499940997106,-0.03273773923194463,-25.87497457343229,0,0,46.000098937714846,293.15,293.15,3.614769965913715,0.0021952756666666663,0.0016263832871133478,0.001264430558714051,9212.25755293844,7211.569173450214
537.0,0.6,-600,-12.82051282051282,-2949.7863247863384,35.368123388956654,-0.042572021008493395,-0.018763039886039886,-26.199724491117077,-0.0315361597765442,-24.90174159450377,0,0,45.78328928780156,293.15,293.15,3.6146627043481208,0.0021952756666666668,0.0016257913262193037,0.001265227880283942,9206.33116525077,7210.4952978948295
537.5,0.6,-600,-12.82051282051282,-2956.1965811965947,35.33632648215975,-0.04184468767623895,-0.028144559829059827,-25.766188272877223,-0.030698219537672038,-24.217212801545138,0,0,45.67958648443785,293.15,293.15,3.6145018119997285,0.0021952756666666668,0.0016249033848782374,0.0012664238626387786,9197.44158371926,7208.884484561751
538.0,0.7,-700,-14.957264957264956,-2962.606837606851,35.30452957536284,-0.041140241782626874,-0.028144559829059827,-25.348589725956803,-0.029907580767666135,-23.567552038469756,0,0,45.69693098453579,293.15,293.15,3.6143409196513367,0.0021952756666666668,0.0016240154435371709,0.001267619844993615,9188.55200218775,7207.273671228671
538.5,0.8,-800,-17.094017094017094,-2970.0854700854834,35.26743318409979,-0.04057415330778334,-0.03283531980056979,-25.018043922025576,-0.02931009181589262,-23.067736291327773,0,0,45.64863741083489,293.15,293.15,3.6141532119115447,0.0021952756666666663,0.0016229795119725937,0.0012690151577409241,9178.180823734325,7205.394389006746
539.0,0.8,-800,-17.094017094017094,-2978.632478632492,35.225037308370574,-0.04014191769575835,-0.037526079772079765,-24.769609202850237,-0.02889543718183614,-22.71288810351836,0,0,45.59587830369884,293.15,293.15,3.6139386887803546,0.0021952756666666663,0.001621795590184505,0.0012706098008807062,9166.328048358977,7203.2466378959725
539.5,0.8,-800,-17.094017094017094,-2987.179487179501,35.18264143264136,-0.03972269147689002,-0.037526079772079765,-24.528844562583185,-0.02850529735055202,-22.378173793561103,0,0,45.60361126164536,293.15,293.15,3.613724165649165,0.0021952756666666663,0.0016206116683964164,0.0012722044440204884,9154.475272983633,7201.098886785202
540.0,0.8,-800,-17.094017094017094,-2995.7264957265097,35.14024555691215,-0.03931608891452287,-0.037526079772079765,-24.29552846827038,-0.02813828855996874,-22.062432871885655,0,0,45.61087940852825,293.15,293.15,3.6135096425179754,0.0021952756666666663,0.0016194277466083278,0.0012737990871602705,9142.622497608287,7198.95113567443
540.5,0.9,-900,-19.23076923076923,-3004.2735042735185,35.09784968118294,-0.03892173490093309,-0.03752607977207977,-24.07164830230269,-0.027793106434490275,-21.761176020638754,0,0,45.617704577630676,293.15,293.15,3.6132951193867857,0.0021952756666666668,0.0016182438248202396,0.0012753937303000523,9130.769722232943,7196.803384563657
541.0,0.9,-900,-19.23076923076923,-3013.8888888889032,35.05015432098758,-0.03865626117472962,-0.042216839743589744,-23.92717238122451,-0.027617246647409797,-21.59315269028499,0,0,45.559324632880084,293.15,293.15,3.613053780864197,0.0021952756666666668,0.0016169119128086398,0.0012771877038323073,9117.435349935678,7194.38716456404
541.5,0.9,-900,-19.23076923076923,-3023.504273504288,35.002458960792225,-0.038398333282563736,-0.042216839743589744,-23.787132566131525,-0.027453009091548897,-21.434674427426785,0,0,45.561675382910785,293.15,293.15,3.612812442341609,0.0021952756666666668,0.0016155800007970405,0.0012789816773645618,9104.100977638418,7191.970944564421
542.0,0.9,-900,-19.23076923076923,-3033.1196581196727,34.95476360059686,-0.03814772937130034,-0.04221683974358974,-23.651402298911474,-0.0272997377638318,-21.28518970343159,0,0,45.56378836022388,293.15,293.15,3.6125711038190205,0.0021952756666666663,0.001614248088785441,0.001280775650896817,9090.766605341156,7189.554724564803
542.5,0.8,-800,-17.094017094017094,-3042.7350427350575,34.9070682404015,-0.037904233581155515,-0.04221683974358974,-23.517698714474495,-0.02715681436870331,-21.147461469330462,0,0,45.56567440883878,293.15,293.15,3.6123297652964315,0.0021952756666666663,0.0016129161767738415,0.0012825696244290717,9077.43223304389,7187.138504565184
