Zeit [s],Leistung [kW],Leistung [W],Current [A],Charge [C],SOC [%],U_R1 [V],I_R1 [A],U_R2 [V],I_R2 [A],Q_Irrev [W],Q_Sum_Cell [W],U_ges [V],Temperatur [K],Output Temperature [K],OCV [V],R [Ohm],R1 [Ohm],R2 [Ohm],C1 [C],C2 [C],U_R [V],Q_Irreversibel [W],Delta OCV [V],Q_Reversibel [W],Q_Cell [W]
656.0,-0.2,200,4.4512141774339975,-2979.0384112737393,15.223023753602483,-0.005636686623007836,-7.836750804069846,-0.01668615484227635,-16.186005999692128,0,-1.5770713787422044,44.99274919027259,313.15,315.8477818170956,3.4776116742574947,0.0012787239447364781,0.0008382218050892666,0.0010821870518439632,6590.496667076734,12430.094421017719,0.005691874151835339,0.3603335728704944,-0.00034553952492795035,-0.48164675585066397,-0.12131318298016958
656.5,-0.2,200,4.445160689208116,-2976.8158309291352,15.234048457692783,-0.004789465057593201,-6.723168532218369,-0.015887002338073344,-15.41873454518647,0,-2.083113796935975,45.0153518140504,313.15,315.83553533290694,3.477711117088389,0.0012788560451026834,0.0008383973413720095,0.001082200020590247,6591.150224062479,12428.100475143261,0.005684720618846609,0.32044528284674717,-0.00034531903084614434,-0.480684805687976,-0.16023952284122883
657.0,-0.2,200,4.442928732983379,-2974.5943665626437,15.245067626177363,-0.004019238438450853,-5.711441713104758,-0.015117531634471628,-14.680106000983615,0,-2.5260618901835317,45.03663054787669,313.15,315.8232431360845,3.4778105099881205,0.0012789887969912885,0.0008385737434042082,0.0010822130532987203,6591.807004408064,12426.096695076525,0.005682456075316442,0.28582437624512613,-0.0003450986474764527,-0.480136829336167,-0.1943124530910409
657.5,-0.2,200,4.44082955511931,-2972.373951785084,15.256081588367639,-0.0033189873368853866,-4.791933932923534,-0.014376642058064418,-13.968921235945562,0,-2.911253646487565,45.056629663649815,313.15,315.81091835938355,3.4779098559270762,0.0012791220444048437,0.0008387508038948978,0.0010822261346545789,6592.466236327421,12424.085435470113,0.005680362979397665,0.2556610575442875,-0.00034487836823264724,-0.47960364573563863,-0.22394258819135116
658.0,-0.2,200,4.438858420903003,-2970.1545225746327,15.267090661832178,-0.0026823333736168842,-3.9562227232719436,-0.013663273732268192,-13.284162489029448,0,-3.24696628673828,45.07544580962887,313.15,315.798572224729,3.478009157769726,0.001279255644984282,0.0008389283336759312,0.001082239250681944,6593.127215509383,12422.068845116517,0.005678434692226183,0.22931806991751624,-0.00034465818676335643,-0.4790847073589224,-0.24976663744140615
658.5,-0.2,200,4.437005478430048,-2967.9360198354175,15.278095139705268,-0.0021034810169109413,-3.196655519872891,-0.012976406253415469,-12.62484967980321,0,-3.5401636503700877,45.09316745711287,313.15,315.7862143456597,3.478108418160142,0.0012793894770839374,0.0008391061711033355,0.0010822523894384434,6593.789340120833,12420.048760156551,0.005676658118867184,0.2062586359613895,-0.0003444380972058946,-0.47857891675908854,-0.27232028079769904
659.0,-0.2,200,4.4352617320620835,-2965.7183889693865,15.289095292810583,-0.0015771642376510788,-2.5062798427504553,-0.012315057181858413,-11.990039196020403,0,-3.7967219619778856,45.109875712912356,313.15,315.77385297789647,3.478207639541152,0.001279523436493049,0.000839284177700814,0.001082265540693349,6594.4520945865925,12418.026753565537,0.00567502133315419,0.1860297366218026,-0.00034421809414378834,-0.47808527215856306,-0.29205553553676045
659.5,-0.2,200,4.433618954590725,-2963.501579492091,15.300091371567008,-0.0010985980426596108,-1.8787792621732615,-0.011678280597459156,-11.378822507762562,0,-4.021610678003111,45.12564496680419,313.15,315.76149522832037,3.4783068241715345,0.001279657433719602,0.0008394622345504856,0.0010822786956609224,6595.115036151401,12416.004176151484,0.005673513453522151,0.16824819009471492,-0.0003439981725686598,-0.4776028576334158,-0.3093546675387009
660.0,-0.2,200,4.432069616891374,-2961.285544683645,15.311083607720015,-0.0006634344429668682,-1.308415189341248,-0.011065165715300317,-10.790324839113731,0,-4.219042370353949,45.140543480845686,313.15,315.7491472294752,3.478405974141635,0.001279791391725007,0.0008396402392827047,0.0010822918467780214,6595.777783672423,12413.982190748262,0.00567212454322353,0.15258911442614476,-0.0003437783278455997,-0.4771308352226024,-0.32454172079645766
660.5,-0.2,200,4.43060682432557,-2959.0702412714822,15.322072215915265,-0.00026772245364276135,-0.7899739719263134,-0.010474835558252198,-10.22370389391953,0,-4.392597003350053,45.15463392565448,313.15,315.73681428547957,3.4785050913875564,0.0012799252440324883,0.0008398181035624698,0.0010823049875183924,6596.440008260629,12411.961800767855,0.0056708455208369125,0.13877636061672013,-0.0003435585556816947,-0.4766684377974934,-0.3378920771807733
661.0,-0.2,200,4.429224259226483,-2956.855629141869,15.333057395129616,9.212824228669458e-05,-0.3187188189082784,-0.009906445683357535,-9.678148632843609,0,-4.545325038714159,45.167973868458034,313.15,315.7245009942132,3.4786041777040695,0.0012800589331454012,0.0008399957509876663,0.0010823181122373926,6597.1014254555375,12409.943874074614,0.005669668079927182,0.12657457502295588,-0.00034333885209740766,-0.4762149626163527,-0.34964038759339683
661.5,-0.2,200,4.427916128858398,-2954.6416710774397,15.344039329973018,0.0004193803003931657,0.10965388037989347,-0.0093591829592702,-9.152878099169133,0,-4.679833031732579,45.18061621728616,313.15,315.71221134980357,3.4787032347563573,0.0012801924092227287,0.0008401731153290545,0.0010823312160419584,6597.761788672331,12407.929162977507,0.005668584616839411,0.11578260920777293,-0.0003431192134005396,-0.47576976549489436,-0.3599871562871214
