Batterie Ladung [C],Zeit [s]
-2680.5555555555566,259.0
-2674.1452991453,259.5
-2667.735042735044,260.0
-2661.3247863247875,260.5
-2654.914529914531,261.0
-2648.504273504275,261.5
-2654.914529914531,262.0
-2659.1880341880355,262.5
-2659.1880341880355,263.0
-2659.1880341880355,263.5
-2658.1196581196596,264.0
-2657.0512820512836,264.5
-2655.9829059829076,265.0
-2654.9145299145316,265.5
-2653.8461538461556,266.0
-2652.7777777777796,266.5
-2651.7094017094037,267.0
-2650.6410256410277,267.5
-2649.5726495726517,268.0
-2648.5042735042757,268.5
-2647.4358974358997,269.0
-2646.3675213675238,269.5
-2645.2991452991478,270.0
-2644.230769230772,270.5
-2643.162393162396,271.0
-2642.09401709402,271.5
-2641.025641025644,272.0
-2639.957264957268,272.5
-2638.888888888892,273.0
-2637.820512820516,273.5
-2636.75213675214,274.0
-2635.683760683764,274.5
-2634.615384615388,275.0
-2633.547008547012,275.5
-2632.478632478636,276.0
-2631.41025641026,276.5
-2630.341880341884,277.0
-2629.273504273508,277.5
-2628.205128205132,278.0
-2627.136752136756,278.5
-2626.06837606838,279.0
-2625.000000000004,279.5
-2619.6581196581237,280.0
-2627.136752136756,280.5
-2590.81196581197,281.0
-2553.4188034188073,281.5
-2477.5641025641066,282.0
-2411.3247863247902,282.5
-2330.128205128209,283.0
-2284.1880341880383,283.5
-2266.025641025645,284.0
-2228.6324786324826,284.5
-2194.4444444444484,285.0
-2163.4615384615427,285.5
-2131.4102564102604,286.0
-2131.4102564102604,286.5
-2141.025641025645,287.0
-2112.1794871794914,287.5
-2092.9487179487223,288.0
-2063.0341880341925,288.5
-2041.666666666671,289.0
-2017.0940170940214,289.5
-1993.589743589748,290.0
-1993.589743589748,290.5
-1993.589743589748,291.0
-1993.589743589748,291.5
-1993.589743589748,292.0
-1993.589743589748,292.5
-1993.589743589748,293.0
-1993.589743589748,293.5
-1993.589743589748,294.0
-1993.589743589748,294.5
-1993.589743589748,295.0
-1993.589743589748,295.5
-1993.589743589748,296.0
-1993.589743589748,296.5
-1993.589743589748,297.0
-1993.589743589748,297.5
-1993.589743589748,298.0
-1993.589743589748,298.5
-1993.589743589748,299.0
-1993.589743589748,299.5
-1993.589743589748,300.0
-1993.589743589748,300.5
-1993.589743589748,301.0
-1993.589743589748,301.5
-1993.589743589748,302.0
-1993.589743589748,302.5
-1993.589743589748,303.0
-1993.589743589748,303.5
-1993.589743589748,304.0
-1993.589743589748,304.5
-1993.589743589748,305.0
-1993.589743589748,305.5
-1993.589743589748,306.0
-1993.589743589748,306.5
-1993.589743589748,307.0
-1993.589743589748,307.5
-1993.589743589748,308.0
-1993.589743589748,308.5
-1993.589743589748,309.0
-1993.589743589748,309.5
-1993.589743589748,310.0
-1993.589743589748,310.5
-1993.589743589748,311.0
-1993.589743589748,311.5
-1993.589743589748,312.0
-1993.589743589748,312.5
-1993.589743589748,313.0
-2095.0854700854743,313.5
-2110.0427350427394,314.0
-2126.0683760683805,314.5
-2158.1196581196627,315.0
-2182.692307692312,315.5
-2198.7179487179533,316.0
-2219.0170940170988,316.5
-2238.247863247868,317.0
-2261.7521367521413,317.5
-2276.7094017094064,318.0
-2290.598290598295,318.5
-2306.623931623936,319.0
-2322.6495726495773,319.5
-2321.5811965812013,320.0
-2341.880341880347,320.5
-2358.974358974364,321.0
-2377.136752136757,321.5
-2394.230769230774,322.0
-2409.188034188039,322.5
-2423.076923076928,323.0
-2433.7606837606886,323.5
-2445.5128205128253,324.0
-2457.264957264962,324.5
-2470.0854700854748,325.0
-2482.9059829059875,325.5
-2495.7264957265,326.0
-2507.478632478637,326.5
-2519.2307692307736,327.0
-2519.2307692307736,327.5
-2543.803418803423,328.0
-2600.4273504273547,328.5
-2651.709401709406,329.0
-2691.2393162393205,329.5
-2724.3589743589787,330.0
-2754.2735042735085,330.5
-2784.1880341880383,331.0
-2814.102564102568,331.5
-2842.948717948722,332.0
-2870.7264957264997,332.5
-2897.4358974359016,333.0
-2922.008547008551,333.5
-2945.5128205128244,334.0
-2966.880341880346,334.5
-2986.111111111115,335.0
-3003.205128205132,335.5
-3020.299145299149,336.0
-3038.461538461542,336.5
-3056.6239316239353,337.0
-3075.8547008547043,337.5
-3091.8803418803454,338.0
-3095.085470085474,338.5
-3087.6068376068415,339.0
-3087.6068376068415,339.5
-3090.81196581197,340.0
-3089.743589743594,340.5
-3088.675213675218,341.0
-3088.675213675218,341.5
-3094.0170940170983,342.0
-3100.4273504273547,342.5
-3107.905982905987,343.0
-3116.452991452996,343.5
-3125.0000000000045,344.0
-3133.5470085470133,344.5
-3143.162393162398,345.0
-3152.777777777783,345.5
-3162.3931623931676,346.0
-3172.0085470085523,346.5
-3181.623931623937,347.0
-3191.239316239322,347.5
-3199.7863247863306,348.0
-3208.3333333333394,348.5
-3216.880341880348,349.0
-3225.427350427357,349.5
-3229.7008547008613,350.0
-3212.6068376068442,350.5
-3193.376068376075,351.0
-3138.8888888888955,351.5
-3084.401709401716,352.0
-3030.9829059829126,352.5
-2979.7008547008613,353.0
-2930.555555555562,353.5
-2882.478632478639,354.0
-2835.4700854700923,354.5
-2789.5299145299214,355.0
-2744.6581196581265,355.5
-2695.512820512827,356.0
-2695.512820512827,356.5
-2653.8461538461606,357.0
-2648.5042735042803,357.5
-2641.025641025648,358.0
-2647.4358974359043,358.5
-2645.2991452991523,359.0
-2653.846153846161,359.5
-2661.3247863247934,360.0
-2666.666666666674,360.5
-2669.871794871802,361.0
-2669.871794871802,361.5
-2668.803418803426,362.0
-2667.7350427350502,362.5
-2666.6666666666742,363.0
-2665.5982905982983,363.5
-2664.5299145299223,364.0
-2663.4615384615463,364.5
-2662.3931623931703,365.0
-2660.2564102564183,365.5
-2658.1196581196664,366.0
-2655.9829059829144,366.5
-2653.8461538461625,367.0
-2651.7094017094105,367.5
-2649.5726495726585,368.0
-2647.4358974359066,368.5
-2645.2991452991546,369.0
-2643.1623931624026,369.5
-2641.0256410256507,370.0
-2638.8888888888987,370.5
-2634.6153846153943,371.0
-2620.7264957265056,371.5
-2623.931623931634,372.0
-2608.974358974369,372.5
-2588.6752136752234,373.0
-2543.8034188034285,373.5
-2467.948717948728,374.0
-2386.7521367521467,374.5
-2310.897435897446,375.0
-2310.897435897446,375.5
-2246.794871794882,376.0
-2222.2222222222326,376.5
-2183.760683760694,377.0
-2127.1367521367624,377.5
-2096.1538461538566,378.0
-2053.4188034188137,378.5
-1957.2649572649675,379.0
-2012.8205128205232,379.5
-1964.7435897436,380.0
-1942.3076923077026,380.5
-1917.735042735053,381.0
-1886.752136752147,381.5
-1845.0854700854802,382.0
-1845.0854700854802,382.5
-1845.0854700854802,383.0
-1845.0854700854802,383.5
-1845.0854700854802,384.0
-1845.0854700854802,384.5
-1845.0854700854802,385.0
-1845.0854700854802,385.5
-1845.0854700854802,386.0
-1845.0854700854802,386.5
-1845.0854700854802,387.0
-1845.0854700854802,387.5
-1845.0854700854802,388.0
-1845.0854700854802,388.5
-1845.0854700854802,389.0
-1845.0854700854802,389.5
-1845.0854700854802,390.0
-1845.0854700854802,390.5
-1845.0854700854802,391.0
-1845.0854700854802,391.5
-1845.0854700854802,392.0
-1845.0854700854802,392.5
-1845.0854700854802,393.0
-1845.0854700854802,393.5
-1845.0854700854802,394.0
-1845.0854700854802,394.5
-1845.0854700854802,395.0
-1845.0854700854802,395.5
-1845.0854700854802,396.0
-1845.0854700854802,396.5
-1845.0854700854802,397.0
-1845.0854700854802,397.5
-1845.0854700854802,398.0
-1845.0854700854802,398.5
-1845.0854700854802,399.0
-1845.0854700854802,399.5
-1845.0854700854802,400.0
-1845.0854700854802,400.5
-1845.0854700854802,401.0
-1845.0854700854802,401.5
-1878.2051282051384,402.0
-1966.880341880352,402.5
-1985.042735042745,403.0
-2027.7777777777878,403.5
-2050.2136752136853,404.0
-2094.0170940171042,404.5
-2128.2051282051384,405.0
-2126.0683760683864,405.5
-2121.794871794882,406.0
-2102.564102564113,406.5
-2089.7435897436003,407.0
-2080.1282051282155,407.5
-2068.376068376079,408.0
-2056.623931623942,408.5
-2045.9401709401814,409.0
-2035.2564102564206,409.5
-2024.5726495726599,410.0
-2013.8888888888991,410.5
-2003.2051282051384,411.0
-1992.5213675213777,411.5
-1981.837606837617,412.0
-1971.1538461538562,412.5
-1954.059829059839,413.0
-1960.4700854700955,413.5
-1958.3333333333433,414.0
-1942.3076923077022,414.5
-1929.4871794871892,415.0
-1908.1196581196677,415.5
-1883.547008547018,416.0
-1857.9059829059925,416.5
-1830.1282051282146,417.0
-1830.1282051282146,417.5
-1830.1282051282146,418.0
-1830.1282051282146,418.5
-1830.1282051282146,419.0
-1830.1282051282146,419.5
-1830.1282051282146,420.0
-1830.1282051282146,420.5
-1830.1282051282146,421.0
-1830.1282051282146,421.5
-1830.1282051282146,422.0
-1830.1282051282146,422.5
-1830.1282051282146,423.0
-1830.1282051282146,423.5
-1830.1282051282146,424.0
-1830.1282051282146,424.5
-1830.1282051282146,425.0
-1830.1282051282146,425.5
-1830.1282051282146,426.0
-1830.1282051282146,426.5
-1830.1282051282146,427.0
-1830.1282051282146,427.5
-1830.1282051282146,428.0
-1830.1282051282146,428.5
-1830.1282051282146,429.0
-1830.1282051282146,429.5
-1830.1282051282146,430.0
-1830.1282051282146,430.5
-1830.1282051282146,431.0
-1830.1282051282146,431.5
-1830.1282051282146,432.0
-1830.1282051282146,432.5
-1830.1282051282146,433.0
-1830.1282051282146,433.5
-1830.1282051282146,434.0
-1830.1282051282146,434.5
-1830.1282051282146,435.0
-1830.1282051282146,435.5
-1830.1282051282146,436.0
-1830.1282051282146,436.5
-1830.1282051282146,437.0
-1830.1282051282146,437.5
-1830.1282051282146,438.0
-1830.1282051282146,438.5
-1830.1282051282146,439.0
-1830.1282051282146,439.5
-1830.1282051282146,440.0
-1931.6239316239412,440.5
-1951.9230769230865,441.0
-1964.7435897435994,441.5
-1996.7948717948814,442.0
-2022.435897435907,442.5
-2038.4615384615481,443.0
-2057.692307692317,443.5
-2076.9230769230862,444.0
-2101.4957264957357,444.5
-2117.5213675213768,445.0
-2133.547008547018,445.5
-2157.0512820512913,446.0
-2122.863247863257,446.5
-2129.2735042735135,447.0
-2183.760683760693,447.5
-2222.2222222222317,448.0
-2264.9572649572747,448.5
-2314.102564102574,449.0
-2364.3162393162493,449.5
-2407.051282051292,450.0
-2430.5555555555657,450.5
-2451.923076923087,451.0
-2455.1282051282155,451.5
-2455.1282051282155,452.0
-2455.1282051282155,452.5
-2457.2649572649675,453.0
-2449.786324786335,453.5
-2443.376068376079,454.0
-2436.9658119658225,454.5
-2430.555555555566,455.0
-2424.1452991453098,455.5
-2417.7350427350534,456.0
-2411.324786324797,456.5
-2411.324786324797,457.0
-2418.8034188034294,457.5
-2424.1452991453098,458.0
-2426.2820512820617,458.5
-2426.2820512820617,459.0
-2425.2136752136857,459.5
-2424.1452991453098,460.0
-2423.076923076934,460.5
-2422.008547008558,461.0
-2420.940170940182,461.5
-2419.871794871806,462.0
-2418.80341880343,462.5
-2417.735042735054,463.0
-2416.666666666678,463.5
-2415.598290598302,464.0
-2414.529914529926,464.5
-2413.46153846155,465.0
-2412.393162393174,465.5
-2411.324786324798,466.0
-2410.256410256422,466.5
-2409.188034188046,467.0
-2408.11965811967,467.5
-2407.051282051294,468.0
-2405.982905982918,468.5
-2404.914529914542,469.0
-2403.846153846166,469.5
-2402.77777777779,470.0
-2401.709401709414,470.5
-2400.641025641038,471.0
-2399.572649572662,471.5
-2398.504273504286,472.0
-2397.43589743591,472.5
-2396.367521367534,473.0
-2395.299145299158,473.5
-2394.2307692307822,474.0
-2393.1623931624063,474.5
-2386.75213675215,475.0
-2395.2991452991587,475.5
-2356.83760683762,476.0
-2316.2393162393296,476.5
-2236.1111111111245,477.0
-2192.3076923077056,477.5
-2179.487179487193,478.0
-2111.1111111111245,478.5
-2086.538461538475,479.0
-2042.7350427350564,479.5
-2005.341880341894,480.0
-1972.2222222222358,480.5
-1935.8974358974494,481.0
-1935.8974358974494,481.5
-1945.512820512834,482.0
-1912.3931623931758,482.5
-1884.615384615398,483.0
-1862.1794871795005,483.5
-1836.5384615384748,484.0
-1809.8290598290732,484.5
-1795.9401709401843,485.0
-1795.9401709401843,485.5
-1795.9401709401843,486.0
-1795.9401709401843,486.5
-1795.9401709401843,487.0
-1795.9401709401843,487.5
-1795.9401709401843,488.0
-1795.9401709401843,488.5
-1795.9401709401843,489.0
-1795.9401709401843,489.5
-1795.9401709401843,490.0
-1795.9401709401843,490.5
-1795.9401709401843,491.0
-1795.9401709401843,491.5
-1795.9401709401843,492.0
-1795.9401709401843,492.5
-1795.9401709401843,493.0
-1795.9401709401843,493.5
-1795.9401709401843,494.0
-1795.9401709401843,494.5
-1795.9401709401843,495.0
-1795.9401709401843,495.5
-1795.9401709401843,496.0
-1795.9401709401843,496.5
-1795.9401709401843,497.0
-1795.9401709401843,497.5
-1795.9401709401843,498.0
-1795.9401709401843,498.5
-1795.9401709401843,499.0
-1795.9401709401843,499.5
-1795.9401709401843,500.0
-1795.9401709401843,500.5
-1795.9401709401843,501.0
-1795.9401709401843,501.5
-1795.9401709401843,502.0
-1795.9401709401843,502.5
-1795.9401709401843,503.0
-1795.9401709401843,503.5
-1795.9401709401843,504.0
-1795.9401709401843,504.5
-1795.9401709401843,505.0
-1795.9401709401843,505.5
-1795.9401709401843,506.0
-1795.9401709401843,506.5
-1795.9401709401843,507.0
-1795.9401709401843,507.5
-1795.9401709401843,508.0
-1899.5726495726628,508.5
-1922.0085470085603,509.0
-1935.8974358974492,509.5
-1967.9487179487312,510.0
-1993.5897435897568,510.5
-2009.615384615398,511.0
-2029.9145299145432,511.5
-2051.2820512820645,512.0
-2077.9914529914663,512.5
-2094.0170940171074,513.0
-2107.905982905996,513.5
-2123.931623931637,514.0
-2139.9572649572783,514.5
-2139.9572649572783,515.0
-2160.256410256424,515.5
-2174.1452991453125,516.0
-2192.3076923077056,516.5
-2209.4017094017227,517.0
-2225.4273504273638,517.5
-2241.452991453005,518.0
-2254.2735042735176,518.5
-2266.0256410256543,519.0
-2278.846153846167,519.5
-2291.6666666666797,520.0
-2304.4871794871924,520.5
-2317.307692307705,521.0
-2317.307692307705,521.5
-2371.794871794885,522.0
-2429.4871794871924,522.5
-2480.7692307692437,523.0
-2518.1623931624063,523.5
-2551.2820512820645,524.0
-2584.4017094017227,524.5
-2613.2478632478765,525.0
-2641.0256410256543,525.5
-2668.803418803432,526.0
-2696.58119658121,526.5
-2724.358974358988,527.0
-2751.0683760683896,527.5
-2776.7094017094155,528.0
-2800.213675213689,528.5
-2822.6495726495864,529.0
-2842.948717948732,529.5
-2861.111111111125,530.0
-2878.205128205142,530.5
-2895.299145299159,531.0
-2912.393162393176,531.5
-2930.5555555555693,532.0
-2948.7179487179624,532.5
-2962.606837606851,533.0
-2963.675213675227,533.5
-2963.675213675227,534.0
-2948.717948717962,534.5
-2948.717948717962,535.0
-2946.58119658121,535.5
-2945.512820512834,536.0
-2945.512820512834,536.5
-2949.7863247863384,537.0
-2956.1965811965947,537.5
-2962.606837606851,538.0
-2970.0854700854834,538.5
-2978.632478632492,539.0
-2987.179487179501,539.5
-2995.7264957265097,540.0
-3004.2735042735185,540.5
-3013.8888888889032,541.0
-3023.504273504288,541.5
-3033.1196581196727,542.0
-3042.7350427350575,542.5
-3051.2820512820663,543.0
-3059.829059829075,543.5
-3068.376068376084,544.0
-3076.9230769230926,544.5
-3081.196581196597,545.0
-3066.239316239332,545.5
-3045.9401709401864,546.0
-2986.1111111111263,546.5
-2928.4188034188187,547.0
-2872.863247863263,547.5
-2819.44444444446,548.0
-2767.0940170940326,548.5
-2716.8803418803573,549.0
-2667.735042735058,549.5
-2619.658119658135,550.0
-2572.649572649588,550.5
-2522.435897435913,551.0
-2522.435897435913,551.5
-2472.2222222222376,552.0
-2469.0170940171092,552.5
-2458.3333333333485,553.0
-2467.9487179487332,553.5
-2464.743589743605,554.0
-2473.2905982906136,554.5
-2480.769230769246,555.0
-2486.1111111111263,555.5
-2487.1794871795023,556.0
-2487.1794871795023,556.5
-2486.1111111111263,557.0
-2485.0427350427503,557.5
-2483.9743589743744,558.0
-2482.9059829059984,558.5
-2481.8376068376224,559.0
-2479.7008547008704,559.5
-2477.5641025641185,560.0
-2475.4273504273665,560.5
-2473.2905982906145,561.0
-2471.1538461538626,561.5
-2469.0170940171106,562.0
-2466.8803418803586,562.5
-2464.7435897436067,563.0
-2462.6068376068547,563.5
-2460.4700854701027,564.0
-2458.3333333333508,564.5
-2456.196581196599,565.0
-2454.059829059847,565.5
-2450.8547008547184,566.0
-2436.9658119658297,566.5
-2435.8974358974538,567.0
-2418.8034188034367,567.5
-2396.367521367539,568.0
-2349.3589743589923,568.5
-2271.367521367539,569.0
-2188.0341880342057,569.5
-2111.1111111111286,570.0
-2111.1111111111286,570.5
-2047.0085470085644,571.0
-2017.0940170940344,571.5
-1976.4957264957438,572.0
-1917.73504273506,572.5
-1885.683760683778,573.0
-1885.683760683778,573.5
-1849.3589743589916,574.0
-1851.4957264957438,574.5
-1797.0085470085644,575.0
-1771.3675213675388,575.5
-1740.3846153846328,576.0
-1712.606837606855,576.5
-1682.692307692325,577.0
-1682.692307692325,577.5
-1682.692307692325,578.0
-1682.692307692325,578.5
-1682.692307692325,579.0
-1682.692307692325,579.5
-1682.692307692325,580.0
-1682.692307692325,580.5
-1682.692307692325,581.0
-1682.692307692325,581.5
-1682.692307692325,582.0
-1682.692307692325,582.5
-1682.692307692325,583.0
-1682.692307692325,583.5
-1682.692307692325,584.0
-1682.692307692325,584.5
-1682.692307692325,585.0
-1682.692307692325,585.5
-1682.692307692325,586.0
-1682.692307692325,586.5
-1682.692307692325,587.0
-1682.692307692325,587.5
-1682.692307692325,588.0
-1682.692307692325,588.5
-1682.692307692325,589.0
-1682.692307692325,589.5
-1682.692307692325,590.0
-1682.692307692325,590.5
-1682.692307692325,591.0
-1682.692307692325,591.5
-1682.692307692325,592.0
-1682.692307692325,592.5
-1682.692307692325,593.0
-1682.692307692325,593.5
-1682.692307692325,594.0
-1682.692307692325,594.5
-1682.692307692325,595.0
-1682.692307692325,595.5
-1682.692307692325,596.0
-1682.692307692325,596.5
-1726.4957264957436,597.0
-1808.7606837607009,597.5
-1833.3333333333505,598.0
-1876.0683760683933,598.5
-1899.5726495726667,599.0
-1944.4444444444616,599.5
-1977.5641025641198,600.0
-1989.3162393162565,600.5
-1983.9743589743762,601.0
-1965.811965811983,601.5
-1952.9914529914702,602.0
-1942.3076923077094,602.5
-1930.5555555555727,603.0
-1918.803418803436,603.5
-1907.0512820512993,604.0
-1895.2991452991625,604.5
-1883.5470085470258,605.0
-1871.794871794889,605.5
-1860.0427350427524,606.0
-1848.2905982906157,606.5
-1836.538461538479,607.0
-1824.7863247863422,607.5
-1807.6923076923251,608.0
-1809.8290598290773,608.5
-1803.418803418821,609.0
-1786.3247863248039,609.5
-1771.367521367539,610.0
-1747.8632478632655,610.5
-1721.153846153864,611.0
-1694.4444444444623,611.5
-1673.0769230769408,612.0
-1673.0769230769408,612.5
-1673.0769230769408,613.0
-1673.0769230769408,613.5
-1673.0769230769408,614.0
-1673.0769230769408,614.5
-1673.0769230769408,615.0
-1673.0769230769408,615.5
-1673.0769230769408,616.0
-1673.0769230769408,616.5
-1673.0769230769408,617.0
-1673.0769230769408,617.5
-1673.0769230769408,618.0
-1673.0769230769408,618.5
