Time,Charge
90.5,-1826.23753100219
91,-1796.52902174546
91.5,-1796.52902174546
92,-1812.26687394756
92.5,-1793.0629893239
93,-1775.54224526082
93.5,-1764.19724248152
94,-1745.53172846887
94.5,-1723.92562836076
95,-1693.17861193182
95.5,-1693.17861193182
96,-1693.17861193182
96.5,-1693.17861193182
97,-1693.17861193182
97.5,-1693.17861193182
98,-1693.17861193182
98.5,-1693.17861193182
99,-1693.17861193182
99.5,-1693.17861193182
100,-1693.17861193182
100.5,-1693.17861193182
101,-1693.17861193182
101.5,-1693.17861193182
102,-1693.17861193182
102.5,-1693.17861193182
103,-1693.17861193182
103.5,-1693.17861193182
104,-1693.17861193182
104.5,-1693.17861193182
105,-1693.17861193182
105.5,-1693.17861193182
106,-1693.17861193182
106.5,-1693.17861193182
107,-1693.17861193182
107.5,-1693.17861193182
108,-1693.17861193182
108.5,-1693.17861193182
109,-1693.17861193182
109.5,-1693.17861193182
110,-1693.17861193182
110.5,-1693.17861193182
111,-1693.17861193182
111.5,-1693.17861193182
112,-1693.17861193182
112.5,-1693.17861193182
113,-1693.17861193182
113.5,-1693.17861193182
114,-1693.17861193182
114.5,-1693.17861193182
115,-1693.17861193182
115.5,-1693.17861193182
116,-1693.17861193182
116.5,-1694.23165690301
117,-1694.23165690301
117.5,-1694.23165690301
118,-1694.23165690301
118.5,-1798.50947661391
119,-1832.87798640085
119.5,-1846.09136730353
120,-1880.5964135059
120.5,-1912.62115102081
121,-1932.48485412308
121.5,-1957.57472325572
122,-1998.20378320325
122.5,-2061.9590900344
123,-2097.63454733371
123.5,-2126.72708869385
124,-2152.31689615931
124.5,-2177.83627712907
125,-2177.83627712907
125.5,-2203.77731437181
126,-2221.54823942256
126.5,-2245.78619971511
127,-2270.2033310548
127.5,-2300.19744113771
128,-2355.00693339314
128.5,-2391.85347681985
129,-2408.82557096078
129.5,-2426.56134500264
130,-2445.42105642117
130.5,-2464.30494355674
131,-2484.30298837653
131.5,-2504.32840570083
132,-2534.37439479784
132.5,-2572.6390565568
133,-2584.00755810564
133.5,-2584.00755810564
134,-2647.30566791197
134.5,-2711.61345560778
135,-2766.81132528769
135.5,-2815.7838417304
136,-2863.37276014721
136.5,-2912.14182884788
137,-2961.06311254444
137.5,-3007.74728555467
138,-3053.23032760714
138.5,-3096.38946995881
139,-3138.33241203226
139.5,-3176.77396818464
140,-3209.29962675735
140.5,-3232.39969876513
141,-3254.12790229845
141.5,-3276.9572851645
142,-3300.9458891893
142.5,-3324.95648379222
143,-3344.38980077543
143.5,-3351.21364657148
144,-3357.94318621654
144.5,-3357.94318621654
145,-3342.39628975592
145.5,-3350.03208224344
146,-3355.60290344263
146.5,-3362.26677937032
147,-3371.15225203943
147.5,-3381.16192032298
148,-3390.06313956083
148.5,-3398.94842234593
149,-3408.93737471704
149.5,-3417.82091735218
150,-3426.68948592493
150.5,-3435.55270509533
151,-3444.41092539895
151.5,-3453.26440455611
152,-3462.11338672733
152.5,-3470.95810390089
153,-3479.7987765717
153.5,-3488.63561437335
154,-3497.46881667185
154.5,-3506.29857312345
155,-3512.91844143018
155.5,-3496.41252941595
156,-3479.22815719866
156.5,-3433.17756769248
157,-3385.41340695952
157.5,-3339.9836711043
158,-3296.68913455784
158.5,-3254.48788752515
159,-3213.40574926849
159.5,-3173.42807934709
160,-3133.51970320105
160.5,-3094.73284885051
161,-3051.92282123074
161.5,-3051.92282123074
162,-3051.92282123074
162.5,-3052.97692414411
163,-3050.86538182609
163.5,-3057.18373769796
164,-3053.99681631394
164.5,-3063.4757169415
165,-3072.0106555347
165.5,-3078.41267232541
166,-3083.74132897164
166.5,-3088.00288951413
167,-3088.00288951413
167.5,-3088.00288951413
168,-3088.00288951413
168.5,-3086.94151819569
169,-3085.88108617418
169.5,-3084.82054732099
170,-3083.75990972913
170.5,-3082.69918002156
171,-3081.63836442357
171.5,-3080.57746878546
172,-3079.51649860484
172.5,-3078.45545904759
173,-3077.39435496762
173.5,-3076.33319092547
174,-3075.27197120578
174.5,-3074.21069983374
175,-3073.14938059064
175.5,-3072.08801702834
176,-3068.90380339257
176.5,-3056.19410491674
177,-3063.53574624692
177.5,-3054.97830657463
178,-3040.23506431182
178.5,-3001.53382008948
179,-2933.17333929294
179.5,-2860.98265743002
180,-2795.23200072496
180.5,-2795.23200072496
181,-2728.38825075487
181.5,-2708.79476770555
182,-2671.00311704543
182.5,-2635.89233108703
183,-2595.72495681246
183.5,-2595.72495681246
184,-2514.91426549488
184.5,-2535.08132721776
185,-2516.11833692756
185.5,-2489.69287886114
186,-2463.46059907702
186.5,-2442.2825981098
187,-2417.97618867333
187.5,-2417.97618867333
188,-2417.97618867333
188.5,-2417.97618867333
189,-2417.97618867333
189.5,-2417.97618867333
190,-2417.97618867333
190.5,-2417.97618867333
191,-2417.97618867333
191.5,-2417.97618867333
192,-2417.97618867333
192.5,-2417.97618867333
193,-2417.97618867333
193.5,-2417.97618867333
194,-2417.97618867333
194.5,-2417.97618867333
195,-2417.97618867333
195.5,-2417.97618867333
196,-2417.97618867333
196.5,-2417.97618867333
197,-2417.97618867333
197.5,-2417.97618867333
198,-2417.97618867333
198.5,-2417.97618867333
199,-2417.97618867333
199.5,-2417.97618867333
200,-2417.97618867333
200.5,-2417.97618867333
201,-2417.97618867333
201.5,-2417.97618867333
202,-2417.97618867333
202.5,-2417.97618867333
203,-2417.97618867333
203.5,-2417.97618867333
204,-2417.97618867333
204.5,-2417.97618867333
205,-2417.97618867333
205.5,-2417.97618867333
206,-2417.97618867333
206.5,-2417.97618867333
207,-2450.65628108053
207.5,-2544.48950763108
208,-2566.72139056484
208.5,-2608.09299237643
209,-2631.4591491123
209.5,-2676.33081080999
210,-2712.21508870968
210.5,-2708.87410409764
211,-2704.59092402562
211.5,-2685.35105572008
212,-2672.72975421948
212.5,-2663.21718806064
213,-2652.62770200545
213.5,-2642.06058291464
214,-2631.50420073011
214.5,-2620.95813920799
215,-2610.42189989503
215.5,-2599.89501369293
216,-2589.37703800151
216.5,-2578.8675551228
217,-2568.36617075779
217.5,-2557.87251260042
218,-2541.09445887445
218.5,-2527.5583610023
219,-2535.90676865473
219.5,-2525.24239592317
220,-2516.87037987087
220.5,-2499.04902943561
221,-2477.25478323462
221.5,-2455.57070376972
222,-2431.84883756548
222.5,-2431.84883756548
223,-2431.84883756548
223.5,-2431.84883756548
224,-2431.84883756548
224.5,-2431.84883756548
225,-2431.84883756548
225.5,-2431.84883756548
226,-2431.84883756548
226.5,-2431.84883756548
227,-2431.84883756548
227.5,-2431.84883756548
228,-2431.84883756548
228.5,-2431.84883756548
229,-2431.84883756548
229.5,-2431.84883756548
230,-2431.84883756548
230.5,-2431.84883756548
231,-2431.84883756548
231.5,-2431.84883756548
232,-2431.84883756548
232.5,-2431.84883756548
233,-2431.84883756548
233.5,-2431.84883756548
234,-2431.84883756548
234.5,-2431.84883756548
235,-2431.84883756548
235.5,-2431.84883756548
236,-2431.84883756548
236.5,-2431.84883756548
237,-2431.84883756548
237.5,-2431.84883756548
238,-2431.84883756548
238.5,-2431.84883756548
239,-2431.84883756548
239.5,-2431.84883756548
240,-2431.84883756548
240.5,-2431.84883756548
241,-2431.84883756548
241.5,-2431.84883756548
242,-2431.84883756548
242.5,-2431.84883756548
243,-2431.84883756548
243.5,-2431.84883756548
244,-2431.84883756548
244.5,-2431.84883756548
245,-2431.84883756548
245.5,-2532.43886384517
246,-2546.67430607884
246.5,-2562.91527005027
247,-2595.49236918419
247.5,-2620.94113641697
248,-2637.44143281939
248.5,-2657.0769140694
249,-2675.69865959428
249.5,-2699.79312011607
250,-2716.3337662266
250.5,-2732.75753825597
