Zeit [s],Leistung [kW],Leistung [W],Strom [A],Ladungsmenge[t],SOC [%],OCV,R,R1,C1,R2,C2
226.5,0.0,-0.0,-0.0,-2196.6666666666565,29.10383597883603,3.5815136243386245,0.00178,0.0014656434556878314,8746.622239616408,0.0012615911441798933,7273.389997519844
227.0,0.0,-0.0,-0.0,-2196.6666666666565,29.10383597883603,3.5815136243386245,0.00178,0.0014656434556878314,8746.622239616408,0.0012615911441798933,7273.389997519844
227.5,0.0,-0.0,-0.0,-2196.6666666666565,29.10383597883603,3.5815136243386245,0.00178,0.0014656434556878314,8746.622239616408,0.0012615911441798933,7273.389997519844
228.0,0.0,-0.0,-0.0,-2196.6666666666565,29.10383597883603,3.5815136243386245,0.00178,0.0014656434556878314,8746.622239616408,0.0012615911441798933,7273.389997519844
228.5,0.0,-0.0,-0.0,-2196.6666666666565,29.10383597883603,3.5815136243386245,0.00178,0.0014656434556878314,8746.622239616408,0.0012615911441798933,7273.389997519844
229.0,0.0,-0.0,-0.0,-2196.6666666666565,29.10383597883603,3.5815136243386245,0.00178,0.0014656434556878314,8746.622239616408,0.0012615911441798933,7273.389997519844
229.5,0.0,-0.0,-0.0,-2196.6666666666565,29.10383597883603,3.5815136243386245,0.00178,0.0014656434556878314,8746.622239616408,0.0012615911441798933,7273.389997519844
230.0,0.0,-0.0,-0.0,-2196.6666666666565,29.10383597883603,3.5815136243386245,0.00178,0.0014656434556878314,8746.622239616408,0.0012615911441798933,7273.389997519844
230.5,0.0,-0.0,-0.0,-2196.6666666666565,29.10383597883603,3.5815136243386245,0.00178,0.0014656434556878314,8746.622239616408,0.0012615911441798933,7273.389997519844
231.0,0.0,-0.0,-0.0,-2196.6666666666565,29.10383597883603,3.5815136243386245,0.00178,0.0014656434556878314,8746.622239616408,0.0012615911441798933,7273.389997519844
231.5,0.0,-0.0,-0.0,-2196.6666666666565,29.10383597883603,3.5815136243386245,0.00178,0.0014656434556878314,8746.622239616408,0.0012615911441798933,7273.389997519844
232.0,0.0,-0.0,-0.0,-2196.6666666666565,29.10383597883603,3.5815136243386245,0.00178,0.0014656434556878314,8746.622239616408,0.0012615911441798933,7273.389997519844
232.5,0.0,-0.0,-0.0,-2196.6666666666565,29.10383597883603,3.5815136243386245,0.00178,0.0014656434556878314,8746.622239616408,0.0012615911441798933,7273.389997519844
233.0,0.0,-0.0,-0.0,-2196.6666666666565,29.10383597883603,3.5815136243386245,0.00178,0.0014656434556878314,8746.622239616408,0.0012615911441798933,7273.389997519844
233.5,0.0,-0.0,-0.0,-2196.6666666666565,29.10383597883603,3.5815136243386245,0.00178,0.0014656434556878314,8746.622239616408,0.0012615911441798933,7273.389997519844
234.0,0.0,-0.0,-0.0,-2196.6666666666565,29.10383597883603,3.5815136243386245,0.00178,0.0014656434556878314,8746.622239616408,0.0012615911441798933,7273.389997519844
234.5,0.0,-0.0,-0.0,-2196.6666666666565,29.10383597883603,3.5815136243386245,0.00178,0.0014656434556878314,8746.622239616408,0.0012615911441798933,7273.389997519844
235.0,0.0,-0.0,-0.0,-2196.6666666666565,29.10383597883603,3.5815136243386245,0.00178,0.0014656434556878314,8746.622239616408,0.0012615911441798933,7273.389997519844
235.5,0.0,-0.0,-0.0,-2196.6666666666565,29.10383597883603,3.5815136243386245,0.00178,0.0014656434556878314,8746.622239616408,0.0012615911441798933,7273.389997519844
236.0,0.0,-0.0,-0.0,-2196.6666666666565,29.10383597883603,3.5815136243386245,0.00178,0.0014656434556878314,8746.622239616408,0.0012615911441798933,7273.389997519844
236.5,0.0,-0.0,-0.0,-2196.6666666666565,29.10383597883603,3.5815136243386245,0.00178,0.0014656434556878314,8746.622239616408,0.0012615911441798933,7273.389997519844
237.0,0.0,-0.0,-0.0,-2196.6666666666565,29.10383597883603,3.5815136243386245,0.00178,0.0014656434556878314,8746.622239616408,0.0012615911441798933,7273.389997519844
237.5,0.0,-0.0,-0.0,-2196.6666666666565,29.10383597883603,3.5815136243386245,0.00178,0.0014656434556878314,8746.622239616408,0.0012615911441798933,7273.389997519844
238.0,0.0,-0.0,-0.0,-2196.6666666666565,29.10383597883603,3.5815136243386245,0.00178,0.0014656434556878314,8746.622239616408,0.0012615911441798933,7273.389997519844
238.5,0.0,-0.0,-0.0,-2196.6666666666565,29.10383597883603,3.5815136243386245,0.00178,0.0014656434556878314,8746.622239616408,0.0012615911441798933,7273.389997519844
239.0,0.0,-0.0,-0.0,-2196.6666666666565,29.10383597883603,3.5815136243386245,0.00178,0.0014656434556878314,8746.622239616408,0.0012615911441798933,7273.389997519844
239.5,0.0,-0.0,-0.0,-2196.6666666666565,29.10383597883603,3.5815136243386245,0.00178,0.0014656434556878314,8746.622239616408,0.0012615911441798933,7273.389997519844
240.0,0.0,-0.0,-0.0,-2196.6666666666565,29.10383597883603,3.5815136243386245,0.00178,0.0014656434556878314,8746.622239616408,0.0012615911441798933,7273.389997519844
240.5,0.0,-0.0,-0.0,-2196.6666666666565,29.10383597883603,3.5815136243386245,0.00178,0.0014656434556878314,8746.622239616408,0.0012615911441798933,7273.389997519844
241.0,0.0,-0.0,-0.0,-2196.6666666666565,29.10383597883603,3.5815136243386245,0.00178,0.0014656434556878314,8746.622239616408,0.0012615911441798933,7273.389997519844
241.5,0.0,-0.0,-0.0,-2196.6666666666565,29.10383597883603,3.5815136243386245,0.00178,0.0014656434556878314,8746.622239616408,0.0012615911441798933,7273.389997519844
242.0,0.0,-0.0,-0.0,-2196.6666666666565,29.10383597883603,3.5815136243386245,0.00178,0.0014656434556878314,8746.622239616408,0.0012615911441798933,7273.389997519844
242.5,0.0,-0.0,-0.0,-2196.6666666666565,29.10383597883603,3.5815136243386245,0.00178,0.0014656434556878314,8746.622239616408,0.0012615911441798933,7273.389997519844
243.0,0.0,-0.0,-0.0,-2196.6666666666565,29.10383597883603,3.5815136243386245,0.00178,0.0014656434556878314,8746.622239616408,0.0012615911441798933,7273.389997519844
243.5,0.0,-0.0,-0.0,-2196.6666666666565,29.10383597883603,3.5815136243386245,0.00178,0.0014656434556878314,8746.622239616408,0.0012615911441798933,7273.389997519844
244.0,0.0,-0.0,-0.0,-2196.6666666666565,29.10383597883603,3.5815136243386245,0.00178,0.0014656434556878314,8746.622239616408,0.0012615911441798933,7273.389997519844
244.5,0.0,-0.0,-0.0,-2196.6666666666565,29.10383597883603,3.5815136243386245,0.00178,0.0014656434556878314,8746.622239616408,0.0012615911441798933,7273.389997519844
245.0,9.5,-9500.0,-211.11111111111111,-2249.4444444444343,28.842041446208164,3.5797648368606705,0.00178,0.0014624252154982371,8717.033724129195,0.0012658945227072302,7261.432383019182
245.5,1.2,-1200.0,-26.666666666666668,-2308.8888888888787,28.547178130511515,3.577795149911817,0.00178,0.0014588004607583782,8683.70771194886,0.0012707414858906516,7247.964333002648
246.0,1.5,-1500.0,-33.333333333333336,-2323.8888888888787,28.472773368606752,3.577298126102293,0.00178,0.001457885803020283,8675.298344389335,0.0012719645513668424,7244.565853091934
246.5,3.0,-3000.0,-66.66666666666667,-2348.8888888888787,28.348765432098816,3.5764697530864202,0.00178,0.0014563613734567909,8661.282731790128,0.0012740029938271597,7238.90171990741
247.0,2.3,-2300.0,-51.111111111111114,-2378.333333333323,28.202711640211692,3.5754941137566147,0.00178,0.0014545659341931223,8644.775454728842,0.0012764038260582003,7232.230629712304
247.5,1.5,-1500.0,-33.333333333333336,-2399.4444444444343,28.097993827160543,3.574794598765432,0.00178,0.0014532786381172846,8632.940048533957,0.001278125177469135,7227.447583912039
248.0,1.8,-1800.0,-40.0,-2417.777777777768,28.00705467372139,3.574187125220459,0.00178,0.0014521607231040572,8622.661932627872,0.0012796200352733678,7223.293886243388
248.5,1.7,-1700.0,-37.77777777777778,-2437.222222222212,27.910604056437442,3.573542835097002,0.00178,0.0014509750556657855,8611.760900606267,0.0012812054905202814,7218.888449322092
249.0,2.2,-2200.0,-48.888888888888886,-2458.8888888888787,27.8031305114639,3.572824911816579,0.00178,0.0014496538833774259,8599.614036353621,0.0012829721406525565,7213.979533895505
249.5,1.5,-1500.0,-33.333333333333336,-2479.4444444444343,27.701168430335148,3.572143805114639,0.00178,0.0014484004635141102,8588.090088216497,0.0012846481933421509,7209.322357721563
250.0,1.5,-1500.0,-33.333333333333336,-2496.111111111101,27.61849647266319,3.57159155643739,0.00178,0.0014473841771384488,8578.746346483691,0.0012860071549823625,7205.546268931881
250.5,2.1,-2100.0,-46.666666666666664,-2516.111111111101,27.51929012345684,3.5709288580246916,0.00178,0.001446164633487655,8567.533856404327,0.0012876379089506165,7201.014962384262
251.0,-3.2,3200.0,71.11111111111111,-2509.9999999999895,27.549603174603227,3.5711313492063494,0.00178,0.0014465372718253976,8570.959895039688,0.001287139623015872,7202.399528273812
251.5,0.0,-0.0,-0.0,-2492.2222222222117,27.63778659611998,3.571720414462081,0.00178,0.001447621310626103,8580.926552888013,0.00128569006393298,7206.4273563161405
252.0,4.5,-4500.0,-100.0,-2517.2222222222117,27.513778659612043,3.5708920414462084,0.00178,0.001446096881062611,8566.910940288806,0.0012877285063932972,7200.7632231316165
252.5,3.5,-3500.0,-77.77777777777777,-2561.666666666656,27.293320105820158,3.569419378306879,0.00178,0.0014433867840608473,8541.994295667995,0.0012913524041005282,7190.693653025795
253.0,4.0,-4000.0,-88.88888888888889,-2603.3333333333226,27.086640211640265,3.568038756613757,0.00178,0.001440846068121694,8518.634941335986,0.0012947498082010573,7181.253431051589
253.5,4.7,-4700.0,-104.44444444444444,-2651.666666666656,26.846891534391588,3.566437235449736,0.00178,0.001437898837632276,8491.538090310853,0.0012986907969576712,7170.302773561511
254.0,4.7,-4700.0,-104.44444444444444,-2703.8888888888782,26.58785273368612,3.564706856261023,0.00178,0.0014347144736552037,8462.261032881399,0.0013029488767636677,7158.471028687172
254.5,3.9,-3900.0,-86.66666666666667,-2751.666666666656,26.35085978835984,3.563123743386244,0.00178,0.0014318011193783075,8435.475639914028,0.0013068445667989408,7147.646240823415
255.0,2.2,-2200.0,-48.888888888888886,-2785.5555555555447,26.182760141093528,3.562000837742505,0.00178,0.0014297346704144629,8416.47669839066,0.0013096077888007046,7139.968193617728
255.5,2.0,-2000.0,-44.44444444444444,-2808.8888888888782,26.067019400352788,3.5612276895943564,0.00178,0.001428311869488537,8403.395459964733,0.001311510335097001,7134.681669312172
256.0,0.1,-100.0,-2.2222222222222223,-2820.5555555555447,26.009149029982417,3.560841115520282,0.00178,0.0014276004690255738,8396.85484075177,0.0013124616082451491,7132.038407159394
256.5,-0.2,200.0,4.444444444444445,-2819.999999999989,26.011904761904816,3.5608595238095244,0.00178,0.001427634345238096,8397.16629880953,0.0013124163095238088,7132.164276785717
257.0,-0.9,900.0,20.0,-2813.888888888878,26.042217813051202,3.5610620149911822,0.00178,0.0014280069835758385,8400.592337444892,0.0013119180235890643,7133.548842675267
257.5,0.0,-0.0,-0.0,-2808.888888888878,26.06701940035279,3.5612276895943564,0.00178,0.001428311869488537,8403.395459964733,0.0013115103350970008,7134.681669312172
258.0,-1.3,1300.0,28.88888888888889,-2801.6666666666556,26.10284391534397,3.561466997354498,0.00178,0.0014287522602513237,8407.444414715615,0.0013109214517195759,7136.317974454368
258.5,-0.6,600.0,13.333333333333334,-2791.1111111111,26.155202821869544,3.5618167548500885,0.00178,0.0014293959082892424,8413.362117813058,0.0013100607760141085,7138.7094973545
259.0,-0.6,600.0,13.333333333333334,-2784.4444444444334,26.18827160493833,3.5620376543209877,0.00178,0.0014298024228395069,8417.09961450618,0.0013095171913580237,7140.219932870374
259.5,-0.6,600.0,13.333333333333334,-2777.777777777767,26.221340388007107,3.5622585537918874,0.00178,0.0014302089373897714,8420.8371111993,0.0013089736067019393,7141.730368386246
260.0,-0.6,600.0,13.333333333333334,-2771.1111111111004,26.254409171075892,3.562479453262787,0.00178,0.001430615451940036,8424.574607892422,0.0013084300220458545,7143.240803902119
260.5,-0.6,600.0,13.333333333333334,-2764.444444444434,26.287477954144673,3.5627003527336862,0.00178,0.0014310219664903005,8428.312104585544,0.0013078864373897699,7144.751239417992
261.0,-0.6,600.0,13.333333333333334,-2757.7777777777674,26.320546737213455,3.562921252204586,0.00178,0.0014314284810405652,8432.049601278666,0.0013073428527336853,7146.261674933865
261.5,0.6,-600.0,-13.333333333333334,-2757.7777777777674,26.320546737213455,3.562921252204586,0.00178,0.0014314284810405652,8432.049601278666,0.0013073428527336853,7146.261674933865
262.0,0.4,-400.0,-8.88888888888889,-2763.333333333323,26.292989417989467,3.56273716931217,0.00178,0.0014310897189153448,8428.935020701065,0.0013077958399470891,7145.002978670637
262.5,0.0,-0.0,-0.0,-2765.555555555545,26.281966490299876,3.562663536155203,0.00178,0.0014309542140652565,8427.689188470024,0.0013079770348324508,7144.499500165346
263.0,0.0,-0.0,-0.0,-2765.555555555545,26.281966490299876,3.562663536155203,0.00178,0.0014309542140652565,8427.689188470024,0.0013079770348324508,7144.499500165346
263.5,-0.1,100.0,2.2222222222222223,-2764.9999999999895,26.284722222222275,3.562681944444445,0.00178,0.0014309880902777785,8428.000646527784,0.0013079317361111102,7144.625369791669
264.0,-0.1,100.0,2.2222222222222223,-2763.8888888888782,26.290233686067072,3.5627187610229285,0.00178,0.0014310558427028225,8428.623562643304,0.0013078411386684295,7144.877109044315
264.5,-0.1,100.0,2.2222222222222223,-2762.777777777767,26.295745149911873,3.5627555776014113,0.00178,0.0014311235951278668,8429.246478758825,0.0013077505412257486,7145.12884829696
265.0,-0.1,100.0,2.2222222222222223,-2761.6666666666556,26.30125661375667,3.5627923941798945,0.00178,0.001431191347552911,8429.869394874346,0.0013076599437830678,7145.3805875496055
265.5,-0.1,100.0,2.2222222222222223,-2760.5555555555443,26.30676807760147,3.5628292107583777,0.00178,0.001431259099977955,8430.492310989866,0.001307569346340387,7145.632326802252
266.0,-0.1,100.0,2.2222222222222223,-2759.444444444433,26.312279541446266,3.5628660273368613,0.00178,0.001431326852402999,8431.115227105387,0.0013074787488977064,7145.884066054897
266.5,-0.1,100.0,2.2222222222222223,-2758.3333333333217,26.317791005291063,3.562902843915344,0.00178,0.001431394604828043,8431.738143220906,0.0013073881514550256,7146.135805307542
267.0,-0.1,100.0,2.2222222222222223,-2757.2222222222103,26.32330246913586,3.5629396604938277,0.00178,0.0014314623572530872,8432.361059336426,0.001307297554012345,7146.387544560188
267.5,-0.1,100.0,2.2222222222222223,-2756.111111111099,26.32881393298066,3.562976477072311,0.00178,0.0014315301096781315,8432.983975451947,0.001307206956569664,7146.639283812834
268.0,-0.1,100.0,2.2222222222222223,-2754.9999999999877,26.33432539682546,3.563013293650794,0.00178,0.0014315978621031755,8433.606891567468,0.001307116359126983,7146.891023065479
268.5,-0.1,100.0,2.2222222222222223,-2753.8888888888764,26.339836860670257,3.5630501102292773,0.00178,0.0014316656145282195,8434.229807682988,0.0013070257616843023,7147.142762318124
269.0,-0.1,100.0,2.2222222222222223,-2752.777777777765,26.345348324515054,3.5630869268077605,0.00178,0.0014317333669532637,8434.852723798507,0.0013069351642416216,7147.39450157077
269.5,-0.1,100.0,2.2222222222222223,-2751.666666666654,26.350859788359855,3.5631237433862437,0.00178,0.001431801119378308,8435.475639914028,0.0013068445667989408,7147.646240823416
270.0,-0.1,100.0,2.2222222222222223,-2750.5555555555425,26.356371252204653,3.5631605599647274,0.00178,0.001431868871803352,8436.098556029548,0.00130675396935626,7147.897980076061
270.5,-0.1,100.0,2.2222222222222223,-2749.444444444431,26.36188271604945,3.5631973765432097,0.00178,0.001431936624228396,8436.72147214507,0.0013066633719135792,7148.149719328707
271.0,-0.1,100.0,2.2222222222222223,-2748.33333333332,26.367394179894248,3.5632341931216933,0.00178,0.00143200437665344,8437.34438826059,0.0013065727744708984,7148.401458581353
271.5,-0.1,100.0,2.2222222222222223,-2747.2222222222085,26.372905643739045,3.563271009700177,0.00178,0.0014320721290784842,8437.96730437611,0.0013064821770282175,7148.653197833997
272.0,-0.1,100.0,2.2222222222222223,-2746.111111111097,26.378417107583843,3.56330782627866,0.00178,0.0014321398815035284,8438.590220491631,0.0013063915795855367,7148.904937086643
272.5,-0.1,100.0,2.2222222222222223,-2744.999999999986,26.38392857142864,3.5633446428571434,0.00178,0.0014322076339285724,8439.213136607152,0.001306300982142856,7149.156676339289
273.0,-0.1,100.0,2.2222222222222223,-2743.8888888888746,26.389440035273438,3.563381459435626,0.00178,0.0014322753863536164,8439.836052722672,0.0013062103847001753,7149.4084155919345
273.5,-0.1,100.0,2.2222222222222223,-2742.7777777777633,26.39495149911824,3.5634182760141098,0.00178,0.0014323431387786606,8440.458968838193,0.0013061197872574946,7149.66015484458
274.0,-0.1,100.0,2.2222222222222223,-2741.666666666652,26.400462962963037,3.5634550925925934,0.00178,0.0014324108912037049,8441.081884953712,0.0013060291898148136,7149.911894097226
274.5,-0.1,100.0,2.2222222222222223,-2740.5555555555406,26.405974426807834,3.563491909171076,0.00178,0.0014324786436287489,8441.704801069232,0.0013059385923721329,7150.163633349871
275.0,-0.1,100.0,2.2222222222222223,-2739.4444444444293,26.411485890652635,3.5635287257495594,0.00178,0.0014325463960537929,8442.327717184753,0.001305847994929452,7150.415372602517
275.5,-0.1,100.0,2.2222222222222223,-2738.333333333318,26.416997354497433,3.5635655423280426,0.00178,0.0014326141484788369,8442.950633300274,0.0013057573974867712,7150.667111855162
276.0,-0.1,100.0,2.2222222222222223,-2737.2222222222067,26.42250881834223,3.563602358906526,0.00178,0.0014326819009038811,8443.573549415794,0.0013056668000440905,7150.918851107808
276.5,-0.1,100.0,2.2222222222222223,-2736.1111111110954,26.428020282187028,3.56363917548501,0.00178,0.0014327496533289253,8444.196465531313,0.0013055762026014097,7151.170590360453
277.0,-0.1,100.0,2.2222222222222223,-2734.999999999984,26.433531746031825,3.5636759920634926,0.00178,0.0014328174057539693,8444.819381646834,0.001305485605158729,7151.422329613099
277.5,-0.1,100.0,2.2222222222222223,-2733.8888888888728,26.439043209876623,3.563712808641976,0.00178,0.0014328851581790134,8445.442297762354,0.001305395007716048,7151.674068865745
278.0,-0.1,100.0,2.2222222222222223,-2732.7777777777615,26.44455467372142,3.563749625220459,0.00178,0.0014329529106040574,8446.065213877875,0.0013053044102733673,7151.92580811839
278.5,-0.1,100.0,2.2222222222222223,-2731.66666666665,26.45006613756622,3.5637864417989427,0.00178,0.0014330206630291018,8446.688129993396,0.0013052138128306864,7152.177547371035
279.0,-0.1,100.0,2.2222222222222223,-2730.555555555539,26.45557760141102,3.5638232583774254,0.00178,0.0014330884154541458,8447.311046108916,0.0013051232153880057,7152.429286623681
279.5,-0.5,500.0,11.11111111111111,-2727.2222222222053,26.47211199294541,3.5639337081128755,0.00178,0.001433291672729278,8449.179794455478,0.0013048514230599635,7153.184504381617
280.0,0.7,-700.0,-15.555555555555555,-2728.3333333333167,26.46660052910061,3.5638968915343923,0.00178,0.0014332239203042338,8448.556878339958,0.0013049420205026442,7152.932765128971
280.5,-3.4,3400.0,75.55555555555556,-2713.3333333333167,26.541005291005376,3.564393915343916,0.00178,0.0014341385780423292,8456.96624589948,0.0013037189550264537,7156.331245039686
281.0,-3.5,3500.0,77.77777777777777,-2674.999999999983,26.731150793650876,3.5656640873015877,0.00178,0.0014364760367063503,8478.45685188493,0.001300593343253967,7165.016249255956
281.5,-7.1,7100.0,157.77777777777777,-2616.1111111110945,27.02325837742513,3.5676153659612,0.00178,0.0014400669152336873,8511.471406007506,0.0012957916787918857,7178.358429646169
282.0,-6.2,6200.0,137.77777777777777,-2542.222222222206,27.38977072310414,3.5700636684303357,0.00178,0.0014445724514991192,8552.895327689603,0.001289766948853614,7195.0990899470935
282.5,-7.6,7600.0,168.88888888888889,-2465.5555555555393,27.77006172839514,3.5726040123456793,0.00178,0.0014492473688271616,8595.876539660503,0.0012835157253086407,7212.469098379634
283.0,-4.3,4300.0,95.55555555555556,-2399.444444444428,28.097993827160575,3.5747945987654326,0.00178,0.001453278638117285,8632.940048533961,0.0012781251774691346,7227.4475839120405
283.5,-1.7,1700.0,37.77777777777778,-2366.1111111110945,28.26333774250449,3.57589909611993,0.00178,0.0014553112108686077,8651.62753199957,0.0012754072541887112,7234.999761491406
284.0,-3.5,3500.0,77.77777777777777,-2337.222222222206,28.406635802469218,3.5768563271604945,0.00178,0.001457072773919754,8667.823351003095,0.0012730517206790111,7241.544982060189
284.5,-3.2,3200.0,71.11111111111111,-2299.9999999999836,28.591269841269924,3.578089682539683,0.00178,0.0014593424801587311,8688.691040873025,0.001270016706349205,7249.978247023813
285.0,-2.9,2900.0,64.44444444444444,-2266.111111111095,28.759369488536237,3.579212588183422,0.00178,0.0014614089291225762,8707.689982396394,0.0012672534843474414,7257.6562942295
285.5,-3.0,3000.0,66.66666666666667,-2233.333333333317,28.921957671957752,3.5802986772486776,0.00178,0.0014634076256613768,8726.066007804242,0.0012645808597883585,7265.082602182543
286.0,0.0,-0.0,-0.0,-2216.6666666666506,29.00462962962971,3.5808509259259265,0.00178,0.0014644239120370382,8735.409749537046,0.0012632218981481467,7268.858690972225
286.5,0.9,-900.0,-20.0,-2221.6666666666506,28.979828042328123,3.580685251322752,0.00178,0.0014641190261243397,8732.606627017205,0.0012636295866402104,7267.725864335322
287.0,-2.7,2700.0,60.0,-2211.6666666666506,29.029431216931297,3.581016600529101,0.00178,0.0014647287979497364,8738.212872056887,0.0012628142096560834,7269.991517609131
287.5,-1.8,1800.0,40.0,-2186.6666666666506,29.153439153439233,3.581844973544974,0.00178,0.0014662532275132286,8752.228484656094,0.001260775767195766,7275.655650793655
288.0,-2.8,2800.0,62.22222222222222,-2161.111111111095,29.28020282186957,3.5826917548500887,0.00178,0.0014678115332892427,8766.555555313062,0.001258692026014108,7281.445653604501
288.5,-2.0,2000.0,44.44444444444444,-2134.4444444444284,29.4124779541447,3.5835753527336864,0.00178,0.0014694375914903008,8781.505542085546,0.0012565176873897696,7287.487395667993
289.0,-2.3,2300.0,51.111111111111114,-2110.5555555555397,29.530974426807838,3.5843669091710764,0.00178,0.001470894268628749,8794.898238569232,0.0012545698423721326,7292.899789599871
289.5,-2.2,2200.0,48.888888888888886,-2085.5555555555397,29.654982363315774,3.585195282186949,0.00178,0.0014724186981922409,8808.91385116844,0.0012525313999118153,7298.563922784395
290.0,0.0,-0.0,-0.0,-2073.3333333333176,29.715608465608547,3.585600264550265,0.00178,0.001473163974867726,8815.765928439163,0.0012515348280423269,7301.333054563496
290.5,0.0,-0.0,-0.0,-2073.3333333333176,29.715608465608547,3.585600264550265,0.00178,0.001473163974867726,8815.765928439163,0.0012515348280423269,7301.333054563496
291.0,0.0,-0.0,-0.0,-2073.3333333333176,29.715608465608547,3.585600264550265,0.00178,0.001473163974867726,8815.765928439163,0.0012515348280423269,7301.333054563496
291.5,0.0,-0.0,-0.0,-2073.3333333333176,29.715608465608547,3.585600264550265,0.00178,0.001473163974867726,8815.765928439163,0.0012515348280423269,7301.333054563496
292.0,0.0,-0.0,-0.0,-2073.3333333333176,29.715608465608547,3.585600264550265,0.00178,0.001473163974867726,8815.765928439163,0.0012515348280423269,7301.333054563496
292.5,0.0,-0.0,-0.0,-2073.3333333333176,29.715608465608547,3.585600264550265,0.00178,0.001473163974867726,8815.765928439163,0.0012515348280423269,7301.333054563496
293.0,0.0,-0.0,-0.0,-2073.3333333333176,29.715608465608547,3.585600264550265,0.00178,0.001473163974867726,8815.765928439163,0.0012515348280423269,7301.333054563496
293.5,0.0,-0.0,-0.0,-2073.3333333333176,29.715608465608547,3.585600264550265,0.00178,0.001473163974867726,8815.765928439163,0.0012515348280423269,7301.333054563496
294.0,0.0,-0.0,-0.0,-2073.3333333333176,29.715608465608547,3.585600264550265,0.00178,0.001473163974867726,8815.765928439163,0.0012515348280423269,7301.333054563496
294.5,0.0,-0.0,-0.0,-2073.3333333333176,29.715608465608547,3.585600264550265,0.00178,0.001473163974867726,8815.765928439163,0.0012515348280423269,7301.333054563496
295.0,0.0,-0.0,-0.0,-2073.3333333333176,29.715608465608547,3.585600264550265,0.00178,0.001473163974867726,8815.765928439163,0.0012515348280423269,7301.333054563496
295.5,0.0,-0.0,-0.0,-2073.3333333333176,29.715608465608547,3.585600264550265,0.00178,0.001473163974867726,8815.765928439163,0.0012515348280423269,7301.333054563496
296.0,0.0,-0.0,-0.0,-2073.3333333333176,29.715608465608547,3.585600264550265,0.00178,0.001473163974867726,8815.765928439163,0.0012515348280423269,7301.333054563496
296.5,0.0,-0.0,-0.0,-2073.3333333333176,29.715608465608547,3.585600264550265,0.00178,0.001473163974867726,8815.765928439163,0.0012515348280423269,7301.333054563496
297.0,0.0,-0.0,-0.0,-2073.3333333333176,29.715608465608547,3.585600264550265,0.00178,0.001473163974867726,8815.765928439163,0.0012515348280423269,7301.333054563496
297.5,0.0,-0.0,-0.0,-2073.3333333333176,29.715608465608547,3.585600264550265,0.00178,0.001473163974867726,8815.765928439163,0.0012515348280423269,7301.333054563496
298.0,0.0,-0.0,-0.0,-2073.3333333333176,29.715608465608547,3.585600264550265,0.00178,0.001473163974867726,8815.765928439163,0.0012515348280423269,7301.333054563496
298.5,0.0,-0.0,-0.0,-2073.3333333333176,29.715608465608547,3.585600264550265,0.00178,0.001473163974867726,8815.765928439163,0.0012515348280423269,7301.333054563496
299.0,0.0,-0.0,-0.0,-2073.3333333333176,29.715608465608547,3.585600264550265,0.00178,0.001473163974867726,8815.765928439163,0.0012515348280423269,7301.333054563496
299.5,0.0,-0.0,-0.0,-2073.3333333333176,29.715608465608547,3.585600264550265,0.00178,0.001473163974867726,8815.765928439163,0.0012515348280423269,7301.333054563496
300.0,0.0,-0.0,-0.0,-2073.3333333333176,29.715608465608547,3.585600264550265,0.00178,0.001473163974867726,8815.765928439163,0.0012515348280423269,7301.333054563496
300.5,0.0,-0.0,-0.0,-2073.3333333333176,29.715608465608547,3.585600264550265,0.00178,0.001473163974867726,8815.765928439163,0.0012515348280423269,7301.333054563496
301.0,0.0,-0.0,-0.0,-2073.3333333333176,29.715608465608547,3.585600264550265,0.00178,0.001473163974867726,8815.765928439163,0.0012515348280423269,7301.333054563496
301.5,0.0,-0.0,-0.0,-2073.3333333333176,29.715608465608547,3.585600264550265,0.00178,0.001473163974867726,8815.765928439163,0.0012515348280423269,7301.333054563496
302.0,0.0,-0.0,-0.0,-2073.3333333333176,29.715608465608547,3.585600264550265,0.00178,0.001473163974867726,8815.765928439163,0.0012515348280423269,7301.333054563496
302.5,0.0,-0.0,-0.0,-2073.3333333333176,29.715608465608547,3.585600264550265,0.00178,0.001473163974867726,8815.765928439163,0.0012515348280423269,7301.333054563496
303.0,0.0,-0.0,-0.0,-2073.3333333333176,29.715608465608547,3.585600264550265,0.00178,0.001473163974867726,8815.765928439163,0.0012515348280423269,7301.333054563496
303.5,0.0,-0.0,-0.0,-2073.3333333333176,29.715608465608547,3.585600264550265,0.00178,0.001473163974867726,8815.765928439163,0.0012515348280423269,7301.333054563496
304.0,0.0,-0.0,-0.0,-2073.3333333333176,29.715608465608547,3.585600264550265,0.00178,0.001473163974867726,8815.765928439163,0.0012515348280423269,7301.333054563496
304.5,0.0,-0.0,-0.0,-2073.3333333333176,29.715608465608547,3.585600264550265,0.00178,0.001473163974867726,8815.765928439163,0.0012515348280423269,7301.333054563496
305.0,0.0,-0.0,-0.0,-2073.3333333333176,29.715608465608547,3.585600264550265,0.00178,0.001473163974867726,8815.765928439163,0.0012515348280423269,7301.333054563496
305.5,0.0,-0.0,-0.0,-2073.3333333333176,29.715608465608547,3.585600264550265,0.00178,0.001473163974867726,8815.765928439163,0.0012515348280423269,7301.333054563496
306.0,0.0,-0.0,-0.0,-2073.3333333333176,29.715608465608547,3.585600264550265,0.00178,0.001473163974867726,8815.765928439163,0.0012515348280423269,7301.333054563496
