Batterie Ladung [C],Zeit [s]
-2572.297553992129,510.5
-2588.827717054535,511.0
-2609.548412121144,511.5
-2631.4843230168785,512.0
-2658.9714983780223,512.5
-2675.5911343548883,513.0
-2689.8294524722714,513.5
-2706.2218687590967,514.0
-2722.6630050315875,514.5
-2722.6630050315875,515.0
-2743.113360814956,515.5
-2757.438281581321,516.0
-2776.050573145585,516.5
-2793.6643342834827,517.0
-2810.16878781307,517.5
-2826.6611285066897,518.0
-2839.8613024412252,518.5
-2851.9199277462735,519.0
-2865.060028259208,519.5
-2878.2189618894836,520.0
-2891.3811513481332,520.5
-2904.546332389538,521.0
-2904.546332389538,521.5
-2959.659782211659,522.0
-3021.997845391046,522.5
-3078.096889037325,523.0
-3118.8289749284495,523.5
-3154.33140353777,524.0
-3189.671909931297,524.5
-3220.4895896786043,525.0
-3250.0422866953854,525.5
-3279.578288513584,526.0
-3309.138850228362,526.5
-3338.7246976430483,527.0
-3367.1963519531837,527.5
-3394.5135086598407,528.0
-3419.5361238756764,528.5
-3443.368771985346,529.0
-3464.9090659029735,529.5
-3484.134476479343,530.0
-3502.1809429857503,530.5
-3520.2010972180983,531.0
-3538.2184433883817,531.5
-3557.359652720987,532.0
-3576.5246857242255,532.5
-3591.180661528141,533.0
-3592.3020059148744,533.5
-3592.3020059148744,534.0
-3576.8969817885045,534.5
-3576.8969817885045,535.0
-3574.704429040239,535.5
-3573.612191210856,536.0
-3573.612191210856,536.5
-3577.9819027874314,537.0
-3584.5633591367286,537.5
-3591.1577455529464,538.0
-3598.848064399794,538.5
-3607.6447407377095,539.0
-3616.4501840329012,539.5
-3625.253964970449,540.0
-3634.05608866143,540.5
-3643.9567264025645,541.0
-3653.868486478059,541.5
-3663.7796663392583,542.0
-3673.6902033207252,542.5
-3682.4990519160033,543.0
-3691.296069963876,543.5
-3700.0918305724163,544.0
-3708.8865126856986,544.5
-3713.283352212926,545.0
-3697.9749813646545,545.5
-3677.674841660695,546.0
-3618.290242783773,546.5
-3563.5629203406374,547.0
-3510.8316385092935,547.5
-3460.2195638016337,548.0
-3410.6870833298335,548.5
-3363.2793973334174,549.0
-3316.9190461471394,549.5
-3271.6438741586658,550.0
-3227.439863355284,550.5
-3180.2831523257123,551.0
-3180.2831523257123,551.5
-3131.057025519127,552.0
-3128.0742027475985,552.5
-3117.6529874585367,553.0
-3126.962539205329,553.5
-3123.790911098192,554.0
-3132.145081812308,554.5
-3139.5528014783663,555.0
-3144.8454455848005,555.5
-3145.902746864139,556.0
-3145.902746864139,556.5
-3144.84991778039,557.0
-3143.797744049419,557.5
-3142.745100249489,558.0
-3141.6920109091398,558.5
-3140.638498119796,559.0
-3138.530667589831,559.5
-3136.424546587217,560.0
-3134.317849072058,560.5
-3132.210609811046,561.0
-3130.1028569552245,561.5
-3127.9946172273976,562.0
-3125.885915986094,562.5
-3123.776777296876,563.0
-3121.667223999908,563.5
-3119.5572777740012,564.0
-3117.4469591973066,564.5
-3115.3362878048233,565.0
-3113.2252821428892,565.5
-3110.05829865976,566.0
-3096.3490356135367,566.5
-3095.306766355932,567.0
-3078.403672306101,567.5
-3056.603148921371,568.0
-3011.2113602998006,568.5
-2937.8913388261903,569.0
-2862.0110733016854,569.5
-2792.4181502365004,570.0
-2792.4181502365004,570.5
-2730.039843665053,571.0
-2702.7655628139833,571.5
-2664.482230769676,572.0
-2609.747053639731,572.5
-2580.4331634885734,573.0
-2580.4331634885734,573.5
-2545.3453092828295,574.0
-2547.336380710606,574.5
-2494.5828593548445,575.0
-2471.1146085059563,575.5
-2441.9445340640104,576.0
-2415.9539669715937,576.5
-2387.887727013162,577.0
-2387.887727013162,577.5
-2387.887727013162,578.0
-2387.887727013162,578.5
-2387.887727013162,579.0
-2387.887727013162,579.5
-2387.887727013162,580.0
-2387.887727013162,580.5
-2387.887727013162,581.0
-2387.887727013162,581.5
-2387.887727013162,582.0
-2387.887727013162,582.5
-2387.887727013162,583.0
-2387.887727013162,583.5
-2387.887727013162,584.0
-2387.887727013162,584.5
-2387.887727013162,585.0
-2387.887727013162,585.5
-2387.887727013162,586.0
-2387.887727013162,586.5
-2387.887727013162,587.0
-2387.887727013162,587.5
-2387.887727013162,588.0
-2387.887727013162,588.5
-2387.887727013162,589.0
-2387.887727013162,589.5
-2387.887727013162,590.0
-2387.887727013162,590.5
-2387.887727013162,591.0
-2387.887727013162,591.5
-2387.887727013162,592.0
-2387.887727013162,592.5
-2387.887727013162,593.0
-2387.887727013162,593.5
-2387.887727013162,594.0
-2387.887727013162,594.5
-2387.887727013162,595.0
-2387.887727013162,595.5
-2387.887727013162,596.0
-2387.887727013162,596.5
-2431.060397668586,597.0
-2516.2701732919804,597.5
-2543.1311172361734,598.0
-2586.9480108571224,598.5
-2611.5702520816067,599.0
-2657.663340656652,599.5
-2692.5977358262335,600.0
-2704.8661198821906,600.5
-2699.423422475943,601.0
-2681.280045939078,601.5
-2668.6640892573964,602.0
-2658.1043564882843,602.5
-2646.4768597197067,603.0
-2634.875574989567,603.5
-2623.2866091846317,604.0
-2611.709517348434,604.5
-2600.1437268934314,605.0
-2588.588699385741,605.5
-2577.0439266253497,606.0
-2565.5089288509225,606.5
-2553.9832530374333,607.0
-2542.4664713028883,607.5
-2525.7271376497647,608.0
-2527.8060625544044,608.5
-2521.4441678532644,609.0
-2504.633991365333,609.5
-2490.098599207287,610.0
-2467.222407447554,610.5
-2441.4836236852825,611.0
-2415.8577082637344,611.5
-2395.38312815035,612.0
-2395.38312815035,612.5
-2395.38312815035,613.0
-2395.38312815035,613.5
-2395.38312815035,614.0
-2395.38312815035,614.5
-2395.38312815035,615.0
-2395.38312815035,615.5
-2395.38312815035,616.0
-2395.38312815035,616.5
-2395.38312815035,617.0
-2395.38312815035,617.5
-2395.38312815035,618.0
-2395.38312815035,618.5
-2395.38312815035,619.0
-2395.38312815035,619.5
-2395.38312815035,620.0
-2395.38312815035,620.5
-2395.38312815035,621.0
-2395.38312815035,621.5
-2395.38312815035,622.0
-2395.38312815035,622.5
-2395.38312815035,623.0
-2395.38312815035,623.5
-2395.38312815035,624.0
-2395.38312815035,624.5
-2395.38312815035,625.0
-2395.38312815035,625.5
-2395.38312815035,626.0
-2395.38312815035,626.5
-2395.38312815035,627.0
-2395.38312815035,627.5
-2395.38312815035,628.0
-2395.38312815035,628.5
-2395.38312815035,629.0
-2395.38312815035,629.5
-2395.38312815035,630.0
-2395.38312815035,630.5
-2395.38312815035,631.0
-2395.38312815035,631.5
-2395.38312815035,632.0
-2395.38312815035,632.5
-2395.38312815035,633.0
-2395.38312815035,633.5
-2395.38312815035,634.0
-2395.38312815035,634.5
-2396.4414446746764,635.0
-2499.228687438035,635.5
-2525.6406052460634,636.0
-2527.8389205761996,636.5
-2562.0845291116984,637.0
-2588.7494964084317,637.5
-2605.29920403695,638.0
-2626.043379250065,638.5
-2646.9050991359545,639.0
-2676.5837682760516,639.5
-2694.373603064185,640.0
-2711.940609570507,640.5
-2739.3996452138285,641.0
-2708.262405846035,641.5
-2708.262405846035,642.0
-2767.3883100907055,642.5
-2813.517802367455,643.0
-2859.077889746354,643.5
-2912.711366202466,644.0
-2968.167243847051,644.5
-3016.942445441471,645.0
-3042.3560465565156,645.5
-3065.993328932153,646.0
-3073.8605758210874,646.5
-3073.8605758210874,647.0
-3111.0188983098114,647.5
-3104.174910153381,648.0
-3097.6669030067446,648.5
-3091.1671526982695,649.0
-3084.677425689197,649.5
-3078.1972111235104,650.0
-3071.726041859926,650.5
-3065.26347657049,651.0
-3058.8090982837143,651.5
-3052.3625129177267,652.0
-3060.9480662606843,652.5
-3067.492131811453,653.0
-3070.756427587855,653.5
-3070.756427587855,654.0
-3069.6770579048293,654.5
-3068.5996479582573,655.0
-3067.5229112815955,655.5
-3066.4468177793,656.0
-3064.2958572956445,656.5
-3062.148713551092,657.0
-3060.0028374775134,657.5
-3057.8581767665187,658.0
-3055.714676338151,658.5
-3053.5722839297136,659.0
-3051.4309499276255,659.5
-3049.2906272217906,660.0
-3047.15127106858,660.5
-3045.0128389619103,661.0
-3042.875290511895,661.5
-3040.738587330593,662.0
-3038.602692924405,662.5
-3036.467572592699,663.0
-3034.333193332281,663.5
-3032.1995237473443,664.0
-3030.066533964559,664.5
-3027.9341955529917,665.0
-3025.8024814485543,665.5
-3023.67136588271,666.0
-3021.540824315178,666.5
-3019.4108333704066,667.0
-3017.2813707775986,667.5
-3015.152415313999,668.0
-3013.023946751344,668.5
-3010.8959458052514,669.0
-3008.768394087381,669.5
-3003.450594019427,670.0
-3009.8073703586824,670.5
-2974.3852217774634,671.0
-2933.421560360392,671.5
-2856.247940334715,672.0
-2803.641599431336,672.5
-2719.019519396378,673.0
-2674.8625790748715,673.5
-2656.9146454334928,674.0
-2608.80812215822,674.5
-2588.00638564229,675.0
-2544.2460440651566,675.5
-2523.4026414304617,676.0
-2523.4026414304617,676.5
-2552.474277220263,677.0
-2543.8837365321942,677.5
-2524.267823393621,678.0
-2498.759933431509,678.5
-2472.4127119046443,679.0
-2447.122550062931,679.5
-2428.9082725264525,680.0
-2428.9082725264525,680.5
-2428.9082725264525,681.0
-2428.9082725264525,681.5
-2428.9082725264525,682.0
-2428.9082725264525,682.5
-2428.9082725264525,683.0
-2428.9082725264525,683.5
-2428.9082725264525,684.0
-2428.9082725264525,684.5
-2428.9082725264525,685.0
-2428.9082725264525,685.5
-2428.9082725264525,686.0
-2428.9082725264525,686.5
-2428.9082725264525,687.0
-2428.9082725264525,687.5
-2428.9082725264525,688.0
-2428.9082725264525,688.5
-2428.9082725264525,689.0
-2428.9082725264525,689.5
-2428.9082725264525,690.0
-2428.9082725264525,690.5
-2428.9082725264525,691.0
-2428.9082725264525,691.5
-2428.9082725264525,692.0
-2428.9082725264525,692.5
-2428.9082725264525,693.0
-2428.9082725264525,693.5
-2428.9082725264525,694.0
-2428.9082725264525,694.5
-2428.9082725264525,695.0
-2428.9082725264525,695.5
-2428.9082725264525,696.0
-2428.9082725264525,696.5
-2428.9082725264525,697.0
-2428.9082725264525,697.5
-2428.9082725264525,698.0
-2428.9082725264525,698.5
-2428.9082725264525,699.0
-2428.9082725264525,699.5
-2428.9082725264525,700.0
-2428.9082725264525,700.5
-2428.9082725264525,701.0
-2428.9082725264525,701.5
-2428.9082725264525,702.0
-2428.9082725264525,702.5
-2428.9082725264525,703.0
-2529.291312682858,703.5
-2549.5993857888006,704.0
-2549.5993857888006,704.5
-2580.4926062864492,705.0
-2605.889378107517,705.5
-2622.3763469980127,706.0
-2641.9826853102,706.5
-2661.676790340839,707.0
-2687.964257559738,707.5
-2704.538809584835,708.0
-2719.852607001528,708.5
-2737.339639650217,709.0
-2753.7848881197897,709.5
-2751.593378962517,710.0
-2770.903394204232,710.5
-2786.294045241225,711.0
-2804.911328633659,711.5
-2822.5095385856234,712.0
-2838.9998617828774,712.5
-2855.478901222571,713.0
-2868.668970247669,713.5
-2880.7190786019064,714.0
-2893.8504770812174,714.5
-2907.001076554062,715.0
-2883.981064171396,715.5
-2883.981064171396,716.0
-2949.6906900378444,716.5
-3003.3125272512134,717.0
-3043.6634953175385,717.5
-3075.519409758124,718.0
-3107.11250234685,718.5
-3138.7386590853594,719.0
-3171.53821250761,719.5
-3201.0236482983655,720.0
-3229.2981872631644,720.5
-3258.69056100676,721.0
-3288.149054943339,721.5
-3317.6379100782906,722.0
-3346.019871546395,722.5
-3372.1197871772965,723.0
-3397.035906466093,723.5
-3420.7997864258095,724.0
-3442.281285814578,724.5
-3461.456621024716,725.0
-3479.4582334770234,725.5
-3497.4355251694824,726.0
-3515.4117308098052,726.5
-3534.5109707215324,727.0
-3553.635527849211,727.5
-3568.2617608065502,728.0
-3569.380943070858,728.5
-3569.380943070858,729.0
-3611.123060306776,729.5
-3613.429287816421,730.0
-3610.1228134071725,730.5
-3609.029023072418,731.0
-3609.029023072418,731.5
-3613.4092215999262,732.0
-3618.906429353957,732.5
-3625.5069520497327,733.0
-3633.212876891507,733.5
-3640.925010894033,734.0
-3649.7356073169326,734.5
-3658.554371685282,735.0
-3667.3709583741324,735.5
-3676.1853982345556,736.0
-3684.9978157041255,736.5
-3693.808330172967,737.0
-3702.617055341664,737.5
-3711.424099504788,738.0
-3720.229565827191,738.5
-3729.03355260507,739.0
-3737.8361535126296,739.5
-3741.1366426335967,740.0
-3723.64913887807,740.5
-3701.250940921608,741.0
-3639.85598058736,741.5
-3583.1978647801275,742.0
-3528.5344736658603,742.5
-3475.9968226882297,743.0
-3425.5541269242663,743.5
-3376.1795867451233,744.0
-3327.9094705031885,744.5
-3280.7276384026477,745.0
-3234.621773512234,745.5
-3184.575939516432,746.0
-3184.575939516432,746.5
-3137.4846119158406,747.0
-3130.5132122687423,747.5
-3117.032467335461,748.0
-3126.3037761856735,748.5
-3118.9115881579514,749.0
-3127.2193413471527,749.5
-3134.6172466695803,750.0
-3139.9033801752057,750.5
-3142.0155179582202,751.0
-3142.0155179582202,751.5
-3140.9637038813444,752.0
-3139.9124941014143,752.5
-3138.8607730321887,753.0
-3137.808567123428,753.5
-3136.7559003087226,754.0
-3134.64969031818,754.5
-3132.545107160607,755.0
-3130.4398823027186,755.5
-3128.3340535038915,756.0
-3126.2276518159247,756.5
-3124.120706719517,757.0
-3122.0132461955636,757.5
-3119.9052968032674,758.0
-3117.796883754183,758.5
-3115.6880309824173,759.0
-3113.578761211178,759.5
-3111.469096015847,760.0
-3109.3590558837586,760.5
-3105.138264657932,761.0
-3088.2922420690766,761.5
-3087.2540214136557,762.0
-3068.2508298351577,762.5
-3044.4429738333033,763.0
-2998.1523189958416,763.5
-2923.9475422046444,764.0
-2846.234488347722,764.5
-2774.879852274941,765.0
-2774.879852274941,765.5
-2715.681574818457,766.0
-2695.172626488434,766.5
-2649.539075322942,767.0
-2605.1000518848823,767.5
-2564.630720406205,768.0
-2564.630720406205,768.5
-2516.1627450706324,769.0
-2547.5674257574096,769.5
-2547.5674257574096,770.0
-2520.6841364381066,770.5
-2494.526717472876,771.0
-2466.3534909791633,771.5
-2437.251666897537,772.0
-2437.251666897537,772.5
-2437.251666897537,773.0
-2437.251666897537,773.5
-2437.251666897537,774.0
-2437.251666897537,774.5
-2437.251666897537,775.0
-2437.251666897537,775.5
-2437.251666897537,776.0
-2437.251666897537,776.5
-2437.251666897537,777.0
-2437.251666897537,777.5
-2437.251666897537,778.0
-2437.251666897537,778.5
-2437.251666897537,779.0
-2437.251666897537,779.5
-2437.251666897537,780.0
-2437.251666897537,780.5
-2437.251666897537,781.0
-2437.251666897537,781.5
-2437.251666897537,782.0
-2437.251666897537,782.5
-2437.251666897537,783.0
-2437.251666897537,783.5
-2437.251666897537,784.0
-2437.251666897537,784.5
-2437.251666897537,785.0
-2437.251666897537,785.5
-2437.251666897537,786.0
-2437.251666897537,786.5
-2437.251666897537,787.0
-2437.251666897537,787.5
-2437.251666897537,788.0
-2437.251666897537,788.5
-2437.251666897537,789.0
-2437.251666897537,789.5
-2437.251666897537,790.0
-2437.251666897537,790.5
-2437.251666897537,791.0
-2437.251666897537,791.5
-2437.251666897537,792.0
-2437.251666897537,792.5
-2437.251666897537,793.0
-2437.251666897537,793.5
-2437.251666897537,794.0
-2437.251666897537,794.5
-2437.251666897537,795.0
-2437.251666897537,795.5
-2437.251666897537,796.0
-2437.251666897537,796.5
-2437.251666897537,797.0
-2437.251666897537,797.5
-2437.251666897537,798.0
-2437.251666897537,798.5
-2437.251666897537,799.0
-2437.251666897537,799.5
-2437.251666897537,800.0
-2437.251666897537,800.5
-2437.251666897537,801.0
-2541.8882382134875,801.5
-2577.8623680015135,802.0
-2583.4103455583727,802.5
-2620.987054773608,803.0
-2648.8457676413286,803.5
-2665.4090376592194,804.0
-2685.0557557894235,804.5
-2708.0752174041595,805.0
-2747.728063231529,805.5
-2769.0943374633466,806.0
-2785.6391794159053,806.5
-2803.203423739135,807.0
-2821.8970132069708,807.5
-2821.8970132069708,808.0
-2842.3950700001083,808.5
-2855.642376011623,809.0
-2875.361379274807,809.5
-2894.130385500222,810.0
-2913.9951415306696,810.5
-2939.4258770348697,811.0
-2958.3586222148447,811.5
-2971.634944254176,812.0
-2985.9306243576125,812.5
-3000.2451565302267,813.0
-2969.406909807356,813.5
-2969.406909807356,814.0
-3036.3840702955276,814.5
-3092.506311944636,815.0
-3133.049388175112,815.5
-3166.118224887527,816.0
-3197.8245322580374,816.5
-3230.654403965846,817.0
-3261.298191659516,817.5
-3285.100043283188,818.0
-3307.6090112706174,818.5
-3330.0953424918594,819.0
-3353.715106842573,819.5
-3377.376019929443,820.0
-3401.04940499809,820.5
-3423.60642864929,821.0
-3446.1441261186337,821.5
-3467.5623329440364,822.0
-3488.9599911946275,822.5
-3509.2364551513315,823.0
-3528.3662821228854,823.5
-3546.3498144457776,824.0
-3563.188318472332,824.5
-3580.0044847695103,825.0
-3596.8191461418082,825.5
-3612.5119424562185,826.0
-3627.0640542151186,826.5
-3640.477280807797,827.0
-3653.8701228046602,827.5
-3663.9118793795164,828.0
-3663.9118793795164,828.5
-3716.6071723654486,829.0
-3732.944781563825,829.5
-3746.3913153859603,830.0
-3756.441888000938,830.5
-3769.7865893781563,831.0
-3787.6390072176473,831.5
-3804.4602784365247,832.0
-3820.14347521963,832.5
-3836.9256926623666,833.0
-3853.7291500670403,833.5
-3871.6545805870537,834.0
-3889.604912047788,834.5
-3907.558730886207,835.0
-3926.637907872125,835.5
-3946.8693621651555,836.0
-3972.7620953820556,836.5
-4006.7724666265594,837.0
-4043.4295736320137,837.5
-4071.04796716606,838.0
-4090.4320785279624,838.5
-4107.384018071441,839.0
-4123.162892333119,839.5
-4119.786527753088,840.0
-4119.786527753088,840.5
-4131.920691509707,841.0
-4140.858481944957,841.5
-4153.099142721385,842.0
-4164.264060332181,842.5
-4170.953201092674,843.0
-4177.605892252518,843.5
-4184.254176504307,844.0
-4190.898500009993,844.5
-4197.539073022677,845.0
-4204.176093839281,845.5
-4210.809750936813,846.0
-4217.44022349927,846.5
-4224.067681904044,847.0
-4230.692288180786,847.5
-4237.314196444527,848.0
-4243.933553304613,848.5
-4250.550498250949,849.0
-4257.165164018907,849.5
-4263.777676934202,850.0
-4270.38815723892,850.5
-4276.996719399822,851.0
-4283.603472399965,851.5
-4290.2085200146275,852.0
-4296.811961072451,852.5
-4303.413889702643,853.0
-4310.014395569064,853.5
-4316.613564091931,854.0
-4323.211476657858,854.5
-4329.808210818877,855.0
-4336.403840481082,855.5
-4341.899336816387,856.0
-4347.387058163674,856.5
-4352.873508451007,857.0
-4358.3587961438925,857.5
-4363.842988778271,858.0
-4369.32615048672,858.5
-4374.808342375116,859.0
-4380.289622672743,859.5
-4385.770046873378,860.0
-4391.249667869086,860.5
-4396.72853607711,861.0
-4402.206699560257,861.5
-4407.68420414112,862.0
-4413.161093510478,862.5
-4418.6374093301965,863.0
-4424.11319133091,863.5
-4429.588477404782,864.0
-4435.063303693595,864.5
-4440.537704672431,865.0
-4446.011713229157,865.5
-4451.4853607399655,866.0
-4456.958677141145,866.5
-4462.43169099731,867.0
-4467.904429566252,867.5
-4473.376918860591,868.0
-4478.849183706415,868.5
-4484.321247799027,869.0
-4489.793133755982,869.5
-4495.264863167527,870.0
-4500.736456644603,870.5
-4506.207933864502,871.0
-4511.679313614328,871.5
-4517.150613832356,872.0
-4522.621851647397,872.5
-4528.093043416277,873.0
-4533.564204759513,873.5
-4539.035350595286,874.0
-4544.506495171795,874.5
-4549.977652098068,875.0
-4555.448834373305,875.5
-4560.920054414837,876.0
-4566.391324084758,876.5
-4571.862654715295,877.0
-4577.334057132993,877.5
-4582.805541681749,878.0
-4588.277118244774,878.5
-4593.748796265525,879.0
-4599.2205847676505,879.5
-4604.692492374013,880.0
-4610.164527324821,880.5
-4615.636697494919,881.0
-4621.109010410269,881.5
-4626.581473263677,882.0
-4632.054092929786,882.5
-4637.526875979374,883.0
-4642.9998286929995,883.5
-4648.472957074011,884.0
-4653.946266860963,884.5
-4659.41976353946,885.0
-4664.89345235346,885.5
-4670.367338316057,886.0
-4675.841426219771,886.5
-4681.315720646376,887.0
-4686.790225976267,887.5
-4691.170002313183,888.0
-4695.544271793845,888.5
-4699.918307251457,889.0
-4704.292152584109,889.5
-4708.665825623211,890.0
-4713.039343246941,890.5
-4713.039343246941,891.0
-4695.636714811631,891.5
-4626.388883817062,892.0
-4541.10142111684,892.5
-4501.850367063938,893.0
-4416.739176181779,893.5
-4326.205496646802,894.0
-4235.684096501104,894.5
-4145.62973843482,895.0
-4056.927533037688,895.5
-3969.465199410961,896.0
-3884.1541043182124,896.5
-3800.878017261513,897.0
-3790.483683235889,897.5
-3699.2961688861874,898.0
-3645.0076185602693,898.5
-3606.339589604245,899.0
-3556.3415328277656,899.5
-3534.0519526655567,900.0
-3518.131939279965,900.5
-3529.1549195939324,901.0
-3539.4667573176916,901.5
-3549.80045382164,902.0
-3559.125980412378,902.5
-3568.4656772401436,903.0
-3577.8278305882804,903.5
-3587.211616195823,904.0
-3596.6161636427746,904.5
-3606.040637223462,905.0
-3615.484235494921,905.5
-3623.894861798733,906.0
-3632.3117924919807,906.5
-3640.7429997808144,907.0
-3649.187974239782,907.5
-3657.646160697159,908.0
-3666.1170270436596,908.5
-3674.600063860898,909.0
-3683.0947835021407,909.5
-3691.6007191961653,910.0
-3700.1174241796743,910.5
-3708.644470858711,911.0
-3716.1143276066796,911.5
-3723.5839285347633,912.0
-3731.060874936719,912.5
-3738.544933234936,913.0
-3748.1760781675293,913.5
-3757.8381081040734,914.0
-3767.510053200251,914.5
-3777.1913410490865,915.0
-3786.881614306527,915.5
-3796.580532699843,916.0
-3806.287770437714,916.5
-3816.0030155631084,917.0
-3825.7259693516485,917.5
-3835.456345735905,918.0
-3844.1119235302303,918.5
-3852.763278744167,919.0
-3861.4197164329744,919.5
-3870.0811336021657,920.0
-3878.747351550343,920.5
-3887.418198392622,921.0
-3896.093509468416,921.5
-3904.773127033335,922.0
-3913.4568999586795,922.5
-3922.144683444357,923.0
-3930.83633874469,923.5
-3939.531732906529,924.0
-3948.2307385191243,924.5
-3956.9332334752157,925.0
-3965.6391007428447,925.5
-3974.3482281473866,926.0
-3983.0605081633425,926.5
-3991.7758377154432,927.0
-4000.494117988635,927.5
-4008.1251122143003,928.0
-4015.749154970264,928.5
-4023.374820466183,929.0
-4031.002129875366,929.5
-4038.631037956722,930.0
-4046.2616140019372,930.5
-4053.8938321200026,931.0
-4061.5276501590824,931.5
-4069.1630275842203,932.0
-4076.79992554677,932.5
-4084.4383068142547,933.0
-4092.0781357021315,933.5
-4099.719378008463,934.0
-4107.362000951385,934.5
-4115.005973109248,935.0
-4122.651264363311,935.5
-4130.297845842894,936.0
-4137.945689872859,936.5
-4145.594769923343,937.0
-4153.245060561635,937.5
-4160.896537406101,938.0
-4167.455942842647,938.5
-4174.008114073897,939.0
-4180.560615060076,939.5
-4187.113503737845,940.0
-4193.66678542113,940.5
-4200.220464725109,941.0
-4206.77454594858,941.5
-4213.329033095954,942.0
-4219.883929895581,942.5
-4226.439239816968,943.0
-4232.994966086977,943.5
-4239.551111705041,944.0
-4246.107679457483,944.5
-4252.664671930967,945.0
-4259.222091525151,945.5
-4265.7799404645675,946.0
-4272.3382208098,946.5
-4278.896934467977,947.0
-4285.456083202639,947.5
-4292.015668643001,948.0
-4298.575692292659,948.5
-4305.136155537765,949.0
-4311.697059654703,949.5
-4318.258405817297,950.0
-4324.820195103584,950.5
-4330.288722935733,951.0
-4335.750682183086,951.5
-4341.212494774958,952.0
-4346.674218349699,952.5
-4352.135872113092,953.0
-4357.597474121298,953.5
-4363.059041546671,954.0
-4368.520590723207,954.5
-4373.982137188419,955.0
-4379.443695723074,955.5
-4384.905280388875,956.0
-4390.366904564225,956.5
-4395.828580978154,957.0
-4401.290321742524,957.5
-4406.752138382586,958.0
-4412.214041865992,958.5
-4417.676042630321,959.0
-4423.138150609224,959.5
-4428.600375257238,960.0
-4434.062725573347,960.5
-4439.525210123358,961.0
-4444.987837061147,961.5
-4450.4506141488355,962.0
-4455.913548775959,962.5
-4461.376647977668,963.0
-4466.839918452024,963.5
-4472.303366576429,964.0
-4477.766998423229,964.5
-4483.23081977455,965.0
-4488.694836136387,965.5
-4494.159052751997,966.0
-4499.6234746146265,966.5
-4505.0881064796085,967.0
-4510.552952875859,967.5
-4517.1110311649945,968.0
-4526.96125126095,968.5
-4547.840068910605,969.0
-4557.865158583572,969.5
-4567.773412136242,970.0
-4576.5825235807115,970.5
-4585.382941250681,971.0
-4593.084933484631,971.5
-4600.778523620732,972.0
-4608.472966830941,972.5
-4616.1683276349495,973.0
-4623.86459307853,973.5
-4630.462156286468,974.0
-4637.051842144118,974.5
-4644.739917915887,975.0
-4652.438252279415,975.5
-4660.137566020226,976.0
-4667.8377671948965,976.5
-4674.4386891555805,977.0
-4681.031688750967,977.5
-4687.624766476752,978.0
-4693.119123829391,978.5
-4698.6064197,979.0
-4699.703802567835,979.5
-4699.703802567835,980.0
-4699.703802567835,980.5
-4682.276025349657,981.0
-4682.276025349657,981.5
-4687.709959225705,982.0
-4696.4575081275025,982.5
-4697.5553998369,983.0
-4701.908680826758,983.5
-4706.277715085016,984.0
-4710.646884243697,984.5
-4715.016118605607,985.0
-4719.385423511131,985.5
-4723.754804410479,986.0
-4728.124266512132,986.5
-4732.4938147921175,987.0
-4736.863454004519,987.5
-4741.233188691505,988.0
-4745.603023192902,988.5
-4749.972961655313,989.0
-4754.343008040831,989.5
-4758.713166135337,990.0
-4763.08343955643,990.5
-4767.453831760979,991.0
-4771.82434605234,991.5
-4776.19498558724,992.0
-4780.565753382338,992.5
-4784.936652320499,993.0
-4789.307685156773,993.5
-4793.678854524103,994.0
-4798.050162938779,994.5
-4802.421612805632,995.0
-4806.793206423008,995.5
-4811.164945987501,996.0
-4815.536833598483,996.5
-4819.908871262424,997.0
-4824.281060897018,997.5
-4828.6534043351185,998.0
-4833.025903328506,998.5
-4837.398559551475,999.0
-4841.77137460427,999.5
-4846.144350016357,1000.0
-4850.517487249554,1000.5
-4854.890787701021,1001.0
-4859.264252706114,1001.5
-4863.637883541115,1002.0
-4868.011681425832,1002.5
-4872.38564752609,1003.0
-4876.759782956111,1003.5
-4881.134088780783,1004.0
-4885.508566017829,1004.5
-4889.883215639886,1005.0
-4894.25803857648,1005.5
-4898.633035715926,1006.0
-4903.008207907131,1006.5
-4907.383555961328,1007.0
-4911.759080653726,1007.5
-4916.134782725092,1008.0
-4920.510662883256,1008.5
-4924.886721804558,1009.0
-4929.262960135225,1009.5
-4933.639378492688,1010.0
-4938.015977466845,1010.5
-4942.392757621263,1011.0
-4946.769719494331,1011.5
-4951.14686360036,1012.0
-4955.524190430635,1012.5
-4959.90170045442,1013.0
-4964.279394119924,1013.5
-4968.657271855216,1014.0
-4973.035334069107,1014.5
-4974.129895839828,1015.0
-4975.220129575261,1015.5
-4976.310115240123,1016.0
-4977.399869824142,1016.5
-4978.48940472331,1017.0
-4979.57873078143,1017.5
-4980.667858323255,1018.0
-4981.756797180063,1018.5
-4982.8455567139,1019.0
-4983.934145840601,1019.5
-4985.022573051622,1020.0
-4986.110846434779,1020.5
-4987.198973693922,1021.0
-4988.286962167627,1021.5
-4989.37481884694,1022.0
-4990.462550392229,1022.5
-4991.550163149197,1023.0
-4992.6376631640915,1023.5
-4993.725056198154,1024.0
-4994.812347741351,1024.5
-4995.899543025428,1025.0
-4996.9866470363095,1025.5
-4998.073664525892,1026.0
-4999.160600023254,1026.5
-5000.247457845313,1027.0
-5001.334242106957,1027.5
-5002.420956730687,1028.0
-5003.507605455777,1028.5
-5004.594191846993,1029.0
-5005.680719302892,1029.5
-5006.7671910637,1030.0
-5007.853610218827,1030.5
-5012.199088199532,1031.0
