"Time","R2"
"595.5","0.0010326154825393"
"596","0.0010331242391795"
"596.5","0.0010336325747106"
"597","0.0010397194963886"
"597.5","0.0010482601655286"
"598","0.0010525607840232"
"598.5","0.001058674587191"
"599","0.0010627167313052"
"599.5","0.0010689969079076"
"600","0.001074169376103"
"600.5","0.001076538978308"
"601","0.0010761398395785"
"601.5","0.0010734375820722"
"602","0.0010717915662882"
"602.5","0.0010705318638753"
"603","0.001069085637987"
"603.5","0.0010676490176872"
"604","0.0010662177331245"
"604.5","0.0010647900161121"
"605","0.0010633643209641"
"605.5","0.0010619393195982"
"606","0.0010605138744521"
"606.5","0.0010590870148364"
"607","0.0010576579160744"
"607.5","0.0010562258811128"
"608","0.0010538125878976"
"608.5","0.0010547014395587"
"609","0.0010541772888704"
"609.5","0.0010517374661148"
"610","0.0010497190390775"
"610.5","0.0010460700928973"
"611","0.001041824106113"
"611.5","0.0010375884343322"
"612","0.0010343791510767"
"612.5","0.0010348655458928"
"613","0.001035355271201"
"613.5","0.0010358469817576"
"614","0.0010363402328925"
"614.5","0.0010368346340018"
"615","0.0010373298390107"
"615.5","0.0010378255411972"
"616","0.0010383214686411"
"616.5","0.0010388173802111"
"617","0.001039313062025"
"617.5","0.001039808324327"
"618","0.0010403029987319"
"618.5","0.0010407969357934"
"619","0.0010412900028562"
"619.5","0.0010417820821606"
"620","0.0010422730691672"
"620.5","0.0010427628710773"
"621","0.0010432514055243"
"621.5","0.0010437385994176"
"622","0.0010442243879191"
"622.5","0.0010447087135382"
"623","0.0010451915253303"
"623.5","0.0010456727781868"
"624","0.0010461524322065"
"624.5","0.001046630452138"
"625","0.001047106806885"
"625.5","0.0010475814690675"
"626","0.0010480544146325"
"626.5","0.0010485256225071"
"627","0.0010489950742911"
"627.5","0.0010494627539831"
"628","0.0010499286477366"
"628.5","0.0010503927436426"
"629","0.0010508550315365"
"629.5","0.0010513155028245"
"630","0.0010517741503297"
"630.5","0.0010522309681543"
"631","0.0010526859515557"
"631.5","0.0010531390968363"
"632","0.0010535904012445"
"632.5","0.0010540398628857"
"633","0.0010544874806425"
"633.5","0.0010549332541029"
"634","0.001055377183496"
"634.5","0.0010558192696335"
"635","0.0010564353871131"
"635.5","0.0010651687509734"
"636","0.0010693654967123"
"636.5","0.0010701833034908"
"637","0.0010753386852326"
"637.5","0.0010795964572249"
"638","0.0010825403553494"
"638.5","0.0010860435364604"
"639","0.0010895509101779"
"639.5","0.0010941271432422"
"640","0.0010971970407066"
"640.5","0.0011002343200667"
"641","0.0011045175430945"
"641.5","0.0010989344798293"
"642","0.0010993539184756"
"642.5","0.0011065536684187"
"643","0.0011126896081587"
"643.5","0.0011187355435779"
"644","0.001125358379999"
"644.5","0.0011320243705026"
"645","0.0011381215539121"
"645.5","0.0011418676262733"
"646","0.0011454018595728"
"646.5","0.0011467982559527"
"647","0.0011469952766613"
"647.5","0.0011520673481877"
"648","0.0011511130499907"
"648.5","0.0011502677851278"
"649","0.0011494658427502"
"649.5","0.0011487022157737"
"650","0.0011479721600814"
"650.5","0.001147271450803"
"651","0.0011465963246385"
"651.5","0.0011459434303988"
"652","0.0011453097847522"
"652.5","0.0011471183099696"
"653","0.0011486189839034"
"653.5","0.0011496148624517"
"654","0.0011500919679183"
"654.5","0.0011503985089014"
"655","0.0011507120472834"
"655.5","0.0011510314689042"
"656","0.0011513559699903"
"656.5","0.0011515057747608"
"657","0.0011516604230821"
"657.5","0.0011518187904237"
"658","0.0011519802336117"
"658.5","0.0011521441745793"
"659","0.0011523100943618"
"659.5","0.0011524775273008"
"660","0.001152646062477"
"660.5","0.0011528153242499"
"661","0.0011529849753225"
"661.5","0.0011531547128766"
"662","0.0011533242650826"
"662.5","0.0011534933879742"
"663","0.0011536618626456"
"663.5","0.001153829492741"
"664","0.001153996102202"
"664.5","0.0011541615332475"
"665","0.0011543256445606"
"665.5","0.0011544883096611"
"666","0.0011546494154437"
"666.5","0.0011548088608647"
"667","0.0011549665557615"
"667.5","0.0011551224197909"
"668","0.0011552763814749"
"668.5","0.0011554283773403"
"669","0.001155578351146"
"669.5","0.0011557262531849"
"670","0.001155323102401"
"670.5","0.0011568389512963"
"671","0.0011503654763974"
"671.5","0.0011425744748881"
"672","0.0011250283248927"
"672.5","0.0011143383947739"
"673","0.0010946258538988"
"673.5","0.0010860198773021"
"674","0.0010831199974746"
"674.5","0.0010736015347356"
"675","0.0010700899827365"
"675.5","0.0010615843452968"
"676","0.0010580236027866"
"676.5","0.0010582528870766"
"677","0.0010625884678603"
"677.5","0.0010614499330093"
