Zeit [s],Leistung [kW],Leistung [W],Strom [A],Ladungsmenge[t],SOC [%],OCV,R,R1,C1,R2,C2
310.5,0.0,-0.0,-0.0,-2073.333333333317,29.715608465608547,3.585600264550265,0.00178,0.001473163974867726,8815.765928439163,0.0012515348280423269,7301.333054563496
311.0,0.0,-0.0,-0.0,-2073.333333333317,29.715608465608547,3.585600264550265,0.00178,0.001473163974867726,8815.765928439163,0.0012515348280423269,7301.333054563496
311.5,0.0,-0.0,-0.0,-2073.333333333317,29.715608465608547,3.585600264550265,0.00178,0.001473163974867726,8815.765928439163,0.0012515348280423269,7301.333054563496
312.0,0.0,-0.0,-0.0,-2073.333333333317,29.715608465608547,3.585600264550265,0.00178,0.001473163974867726,8815.765928439163,0.0012515348280423269,7301.333054563496
312.5,0.0,-0.0,-0.0,-2073.333333333317,29.715608465608547,3.585600264550265,0.00178,0.001473163974867726,8815.765928439163,0.0012515348280423269,7301.333054563496
313.0,9.5,-9500.0,-211.11111111111111,-2178.8888888888728,29.19201940035281,3.5821026895943566,0.00178,0.001466727494488537,8756.588897464735,0.0012601415850970006,7277.417825562173
313.5,1.4,-1400.0,-31.11111111111111,-2194.4444444444284,29.11485890652565,3.5815872574955914,0.00178,0.0014657789605379199,8747.868071847452,0.0012614099492945312,7273.893476025136
314.0,1.5,-1500.0,-33.333333333333336,-2211.111111111095,29.0321869488537,3.5810350088183425,0.00178,0.0014647626741622587,8738.524330114647,0.001262768910934743,7270.117387235454
314.5,3.0,-3000.0,-66.66666666666667,-2244.4444444444284,28.86684303350978,3.5799305114638456,0.00178,0.0014627301014109358,8719.83684664904,0.0012654868342151663,7262.565209656088
315.0,2.3,-2300.0,-51.11111111111112,-2269.999999999984,28.740079365079445,3.5790837301587306,0.00178,0.0014611717956349217,8705.509775992072,0.0012675705753968241,7256.775206845242
315.5,1.5,-1500.0,-33.333333333333336,-2286.6666666666506,28.65740740740749,3.578531481481482,0.00178,0.0014601555092592605,8696.16603425927,0.0012689295370370357,7252.999118055559
316.0,1.9,-1900.0,-42.22222222222222,-2307.777777777762,28.55268959435634,3.5778319664903,0.00178,0.0014588682131834226,8684.330628064383,0.0012706508884479705,7248.216072255294
316.5,1.8,-1800.0,-40.0,-2327.777777777762,28.45348324514999,3.577169268077602,0.00178,0.001457648669532629,8673.118137985017,0.0012722816424162245,7243.684765707676
317.0,2.2,-2200.0,-48.888888888888886,-2352.2222222222063,28.33223104056445,3.5763593033509706,0.00178,0.0014561581161816588,8659.413983443572,0.0012742747861552014,7238.146502149475
317.5,1.4,-1400.0,-31.11111111111111,-2367.777777777762,28.255070546737294,3.575843871252205,0.00178,0.0014552095822310417,8650.693157826288,0.0012755431503527325,7234.622152612437
318.0,1.3,-1300.0,-28.88888888888889,-2382.2222222222063,28.18342151675493,3.575365255731923,0.00178,0.0014543288007054685,8642.595248324524,0.0012767209171075824,7231.349542328046
318.5,1.5,-1500.0,-33.333333333333336,-2398.8888888888728,28.10074955908297,3.574813007054674,0.00178,0.001453312514329807,8633.25150659172,0.0012780798787477943,7227.5734535383635
319.0,1.5,-1500.0,-33.333333333333336,-2415.5555555555397,28.01807760141101,3.5742607583774255,0.00178,0.0014522962279541456,8623.907764858915,0.0012794388403880059,7223.797364748681
319.5,-0.1,100.0,2.2222222222222223,-2414.444444444428,28.023589065255813,3.574297574955909,0.00178,0.0014523639803791896,8624.530680974436,0.001279348242945325,7224.049104001326
320.0,1.9,-1900.0,-42.22222222222222,-2435.5555555555397,27.918871252204667,3.573598059964727,0.00178,0.0014510766843033522,8612.695274779551,0.0012810695943562597,7219.266058201061
320.5,1.6,-1600.0,-35.55555555555556,-2453.333333333317,27.830687830687918,3.5730089947089954,0.00178,0.0014499926455026468,8602.728616931228,0.001282519153439152,7215.238230158734
321.0,1.7,-1700.0,-37.77777777777778,-2472.222222222206,27.73699294532636,3.57238311287478,0.00178,0.001448840854276897,8592.139042967381,0.0012840593099647255,7210.958662863761
321.5,1.6,-1600.0,-35.55555555555556,-2489.999999999984,27.648809523809604,3.571794047619048,0.00178,0.0014477568154761915,8582.172385119058,0.0012855088690476176,7206.930834821433
322.0,1.4,-1400.0,-31.11111111111111,-2505.5555555555397,27.57164902998245,3.5712786155202827,0.00178,0.0014468082815255745,8573.451559501773,0.0012867772332451487,7203.406485284395
322.5,1.3,-1300.0,-28.88888888888889,-2519.999999999984,27.50000000000008,3.570800000000001,0.00178,0.001445927500000001,8565.353650000008,0.0012879549999999986,7200.133875000003
323.0,1.0,-1000.0,-22.22222222222222,-2531.111111111095,27.44488536155211,3.5704318342151677,0.00178,0.0014452499757495602,8559.124488844805,0.0012888609744268064,7197.616482473549
323.5,1.1,-1100.0,-24.444444444444443,-2543.333333333317,27.38425925925934,3.570026851851852,0.00178,0.0014445046990740752,8552.272411574084,0.0012898575462962948,7194.847350694448
324.0,1.1,-1100.0,-24.444444444444443,-2555.5555555555397,27.32363315696657,3.569621869488537,0.00178,0.0014437594223985903,8545.42033430336,0.0012908541181657837,7192.078218915347
324.5,1.2,-1200.0,-26.666666666666668,-2568.8888888888728,27.257495590829,3.5691800705467376,0.00178,0.0014429463932980609,8537.945340917116,0.001291941287477953,7189.057347883601
325.0,1.2,-1200.0,-26.666666666666668,-2582.2222222222063,27.19135802469144,3.5687382716049387,0.00178,0.001442133364197532,8530.470347530874,0.001293028456790122,7186.036476851856
325.5,1.2,-1200.0,-26.666666666666668,-2595.55555555554,27.12522045855387,3.56829647266314,0.00178,0.001441320335097003,8522.99535414463,0.0012941156261022915,7183.015605820109
326.0,1.1,-1100.0,-24.444444444444443,-2607.777777777762,27.064594356261104,3.567891490299824,0.00178,0.001440575058421518,8516.143276873907,0.00129511219797178,7180.246474041009
326.5,1.1,-1100.0,-24.444444444444443,-2619.999999999984,27.00396825396833,3.5674865079365086,0.00178,0.0014398297817460328,8509.291199603183,0.0012961087698412687,7177.477342261908
327.0,0.0,-0.0,-0.0,-2619.999999999984,27.00396825396833,3.5674865079365086,0.00178,0.0014398297817460328,8509.291199603183,0.0012961087698412687,7177.477342261908
327.5,2.3,-2300.0,-51.11111111111112,-2645.55555555554,26.877204585538,3.566639726631394,0.00178,0.0014382714759700187,8494.964128946218,0.0012981925110229263,7171.687339451062
328.0,5.3,-5300.0,-117.77777777777776,-2704.4444444444284,26.58509700176375,3.5646884479717817,0.00178,0.001434680597442682,8461.949574823642,0.0013029941754850076,7158.34515906085
328.5,4.8,-4800.0,-106.66666666666669,-2757.777777777762,26.320546737213483,3.5629212522045863,0.00178,0.0014314284810405655,8432.049601278668,0.0013073428527336848,7146.261674933867
329.0,3.7,-3700.0,-82.22222222222223,-2798.888888888873,26.116622574955983,3.561559038800706,0.00178,0.001428921641313934,8409.001705004419,0.0013106949581128736,7136.947322585982
329.5,3.1,-3100.0,-68.88888888888889,-2833.3333333333176,25.945767195767274,3.5604177248677256,0.00178,0.001426821316137567,8389.69130542329,0.0013135034788359775,7129.143405753972
330.0,2.8,-2800.0,-62.22222222222222,-2864.444444444429,25.79144620811295,3.5593868606701946,0.00178,0.0014249242482363327,8372.249654188721,0.0013160402072310393,7122.094706679898
330.5,2.8,-2800.0,-62.22222222222222,-2895.55555555554,25.63712522045863,3.558355996472663,0.00178,0.0014230271803350979,8354.808002954152,0.001318576935626101,7115.046007605823
331.0,2.8,-2800.0,-62.22222222222222,-2926.6666666666515,25.48280423280431,3.5573251322751327,0.00178,0.0014211301124338635,8337.366351719586,0.0013211136640211628,7107.99730853175
331.5,2.7,-2700.0,-60.0,-2956.6666666666515,25.333994708994787,3.5563310846560854,0.00178,0.001419300796957673,8320.54761660054,0.0013235597949735438,7101.200348710321
332.0,2.6,-2600.0,-57.77777777777778,-2985.55555555554,25.19069664903006,3.555373853615521,0.00178,0.0014175392339065267,8304.35179759701,0.001325915328483244,7094.655128141538
332.5,2.5,-2500.0,-55.55555555555556,-3013.333333333318,25.05291005291013,3.55445343915344,0.00178,0.0014158454232804244,8288.778894709003,0.0013281802645502632,7088.3616468254
333.0,2.3,-2300.0,-51.11111111111112,-3038.8888888888737,24.926146384479797,3.553606657848325,0.00178,0.0014142871175044102,8274.451824052037,0.0013302640057319213,7082.571644014553
333.5,2.2,-2200.0,-48.888888888888886,-3063.333333333318,24.80489417989425,3.5527966931216937,0.00178,0.0014127965641534401,8260.74766951059,0.0013322571494708982,7077.0333804563525
334.0,2.0,-2000.0,-44.44444444444444,-3085.55555555554,24.694664902998312,3.5520603615520288,0.00178,0.0014114415156525582,8248.289347200185,0.0013340690983245137,7071.998595403443
334.5,1.8,-1800.0,-40.0,-3105.55555555554,24.595458553791964,3.5513976631393303,0.00178,0.0014102219720017648,8237.076857120821,0.0013356998522927677,7067.467288855823
335.0,1.6,-1600.0,-35.55555555555556,-3123.333333333318,24.50727513227521,3.5508085978835986,0.00178,0.0014091379332010594,8227.110199272496,0.0013371494113756602,7063.439460813495
335.5,1.6,-1600.0,-35.55555555555556,-3141.111111111096,24.41909171075845,3.5502195326278665,0.00178,0.0014080538944003537,8217.143541424171,0.0013385989704585526,7059.411632771167
336.0,1.7,-1700.0,-37.77777777777778,-3159.9999999999845,24.3253968253969,3.5495936507936516,0.00178,0.001406902103174604,8206.553967460326,0.0013401391269841256,7055.132065476194
336.5,1.7,-1700.0,-37.77777777777778,-3178.888888888873,24.23170194003535,3.5489677689594363,0.00178,0.0014057503119488547,8195.96439349648,0.001341679283509699,7050.852498181221
337.0,1.8,-1800.0,-40.0,-3198.888888888873,24.132495590829,3.548305070546738,0.00178,0.001404530768298061,8184.751903417116,0.001343310037477953,7046.321191633601
337.5,1.5,-1500.0,-33.333333333333336,-3215.55555555554,24.049823633157047,3.547752821869489,0.00178,0.0014035144819223998,8175.408161684312,0.0013446689991181645,7042.545102843919
338.0,0.3,-300.0,-6.666666666666667,-3218.888888888873,24.03328924162265,3.5476423721340393,0.00178,0.0014033112246472673,8173.539413337751,0.001344940791446207,7041.789885085982
338.5,-0.7,700.0,15.555555555555555,-3211.1111111110954,24.071869488536237,3.5479000881834217,0.00178,0.001403785491622576,8177.899826146394,0.0013443066093474414,7043.552059854501
339.0,0.0,-0.0,-0.0,-3211.1111111110954,24.071869488536237,3.5479000881834217,0.00178,0.001403785491622576,8177.899826146394,0.0013443066093474414,7043.552059854501
339.5,0.3,-300.0,-6.666666666666667,-3214.444444444429,24.055335097001844,3.5477896384479726,0.00178,0.0014035822343474438,8176.031077799833,0.0013445784016754836,7042.796842096564
340.0,-0.1,100.0,2.2222222222222223,-3213.3333333333176,24.06084656084664,3.5478264550264553,0.00178,0.0014036499867724878,8176.653993915354,0.0013444878042328029,7043.0485813492105
340.5,-0.1,100.0,2.2222222222222223,-3212.2222222222063,24.06635802469144,3.547863271604939,0.00178,0.0014037177391975318,8177.276910030874,0.0013443972067901221,7043.300320601856
341.0,0.0,-0.0,-0.0,-3212.2222222222063,24.06635802469144,3.547863271604939,0.00178,0.0014037177391975318,8177.276910030874,0.0013443972067901221,7043.300320601856
341.5,0.5,-500.0,-11.11111111111111,-3217.777777777762,24.03880070546745,3.5476791887125225,0.00178,0.0014033789770723113,8174.162329453272,0.0013448501940035262,7042.041624338628
342.0,0.6,-600.0,-13.333333333333334,-3224.4444444444284,24.00573192239867,3.5474582892416233,0.00178,0.0014029724625220469,8170.424832760151,0.0013453937786596106,7040.531188822755
342.5,0.7,-700.0,-15.555555555555555,-3232.2222222222063,23.967151675485088,3.5472005731922405,0.00178,0.0014024981955467384,8166.064419951508,0.0013460279607583761,7038.769014054236
343.0,0.8,-800.0,-17.77777777777778,-3241.111111111095,23.92305996472671,3.5469060405643744,0.00178,0.0014019561761463854,8161.081091027347,0.0013467527402998224,7036.755100033072
343.5,0.8,-800.0,-17.77777777777778,-3249.999999999984,23.87896825396833,3.5466115079365084,0.00178,0.001401414156746033,8156.097762103183,0.0013474775198412687,7034.741186011908
344.0,0.8,-800.0,-17.77777777777778,-3258.8888888888723,23.83487654320996,3.5463169753086428,0.00178,0.00140087213734568,8151.114433179022,0.0013482022993827148,7032.727271990745
344.5,0.9,-900.0,-20.0,-3268.8888888888723,23.785273368606784,3.5459856261022935,0.00178,0.0014002623655202833,8145.50818813934,0.0013490176763668418,7030.461618716935
345.0,0.9,-900.0,-20.0,-3278.8888888888723,23.73567019400361,3.5456542768959443,0.00178,0.0013996525936948866,8139.901943099657,0.0013498330533509685,7028.195965443126
345.5,0.9,-900.0,-20.0,-3288.8888888888723,23.68606701940044,3.545322927689595,0.00178,0.0013990428218694896,8134.295698059975,0.0013506484303350955,7025.9303121693165
346.0,0.9,-900.0,-20.0,-3298.8888888888723,23.636463844797262,3.5449915784832458,0.00178,0.0013984330500440927,8128.689453020292,0.0013514638073192226,7023.664658895506
