Zeit [s],Leistung [kW],Leistung [W],Current [A],Charge [C],SOC [%],U_R1 [V],U_R [V],I_R1 [A],U_R2 [V],I_R2 [A],Q_Irrev [W],Q_Sum_Cell [W],U_ges [V],Temperatur [K],Output Temperature [K],OCV [V],R [Ohm],R1 [Ohm],R2 [Ohm],C1 [C],C2 [C]
463.0,-0.1,100,2.1446980940502867,-3034.510290948109,34.94786562029708,-0.018684090970480172,0.0047103666987746,-11.57480155228052,-0.011900225426353467,-9.290989947339762,0,0,46.626609254428374,293.15,293.15,3.6125362000387033,0.0021952756666666663,0.0016140554599263772,0.001281035105779496,9088.838110891385,7189.205276780174
463.5,-0.1,100,2.1437569036107584,-3033.437941901084,34.95318481199859,-0.017929470023585435,0.004708203538214973,-11.106292022207485,-0.011104917810112677,-8.671414863727852,0,0,46.647080101091994,293.15,293.15,3.6125631151487134,0.0021952756666666668,0.001614204000482319,0.0012808350341354951,9090.325217439651,7189.47474402643
464.0,-0.1,100,2.1428577496301915,-3032.3660634492785,34.958501669398416,-0.017200789678856656,0.004706137365745377,-10.653936332037867,-0.010352792864675407,-8.0853707132513,0,0,46.6666534525018,293.15,293.15,3.6125900184471558,0.0021952756666666668,0.001614352475851952,0.0012806350502919726,9091.811671378366,7189.744093018281
464.5,-0.1,100,2.1419985991213446,-3031.2946345744635,34.96381629675365,-0.016497150868015075,0.004704163474891252,-10.21717313792086,-0.009641512648992486,-7.53104715923574,0,0,46.68537133545295,293.15,293.15,3.6126169104615737,0.0021952756666666668,0.0016145008889466978,0.001280435150327489,9093.297501855075,7190.013329037333
465.0,-0.1,100,2.1411775238636896,-3030.223635274903,34.96912879327925,-0.01581768594317993,0.004702277402685176,-9.79546076743724,-0.008968865516139426,-7.006731379351066,0,0,46.70327372928567,293.15,293.15,3.6126437916939933,0.0021952756666666668,0.0016146492425371738,0.0012802353305102552,9094.782736607682,7190.282457109759
465.5,-0.1,100,2.1403926946185496,-3029.153046512971,34.97443925340788,-0.015161557568555206,0.004700474916151544,-9.388276523612689,-0.008332759306060143,-6.510802825229376,0,0,46.72039866862913,293.15,293.15,3.6126706626222433,0.0021952756666666668,0.0016147975392604497,0.0012800355872883604,9096.267402037083,7190.551482019465
466.0,-0.1,100,2.1396423756910594,-3028.0828501656615,34.97974776703541,-0.014527957651656171,0.004698751999607199,-8.995116013853831,-0.007731214904406224,-6.04172826300809,0,0,46.73678234088167,293.15,293.15,3.6126975237011987,0.0021952756666666663,0.0016149457816269038,0.0012798359172805358,9097.751523275809,7190.820408320525
466.5,-0.1,100,2.1389249198159352,-3027.013028977816,34.9850544197529,-0.01391610631264271,0.00469710484272344,-8.6154925028988,-0.0071623601478281946,-5.598057079779663,0,0,46.75245917870062,293.15,293.15,3.612724375363949,0.0021952756666666663,0.001615093972026701,0.0012796363172674309,9099.235124252873,7191.089240348934
467.0,-0.1,100,2.138238763345744,-3025.943566517908,34.990359293065936,-0.013325250890379649,0.004695529829298873,-8.248936288908231,-0.0066244240571266995,-5.178416841729455,0,0,46.767461947761184,293.15,293.15,3.6127512180229138,0.0021952756666666663,0.0016152421127359168,0.001279436784183362,9100.718227755102,7191.357982233719
467.5,-0.1,100,2.137582421721977,-3024.874447136235,34.995662464602006,-0.012754664983895585,0.004694023526696337,-7.894994101855372,-0.006115731380666779,-4.781509090501201,0,0,46.781821830029266,293.15,293.15,3.6127780520708863,0.0021952756666666668,0.0016153902059223302,0.001279237315108514,9102.200855485109,7191.626637907444
468.0,-0.1,100,2.1369544852106293,-3023.805655925374,35.000964008306674,-0.01220364752796086,0.00469258267590066,-7.553228523405347,-0.0056346974314006185,-4.406105365047071,0,0,46.795568502781414,293.15,293.15,3.612804877882031,0.0021952756666666663,0.0016155382536509003,0.0012790379072615595,9103.683028116127,7191.895211116151
468.5,-0.1,100,2.1363536148853424,-3022.737178682769,35.00626399462912,-0.011671521901552717,0.004691204182157087,-7.223217427503907,-0.005179823201735984,-4.051043436898906,0,0,46.80873021359199,293.15,293.15,3.6128316958128237,0.0021952756666666663,0.0016156862578889494,0.0012788385579926825,9105.16476534391,7192.163705428755
469.0,-0.1,100,2.13577853884237,-3021.669001875326,35.011562490697784,-0.011157635068021102,0.004689885106153162,-6.90455344092492,-0.004749690741331782,-3.715223747440501,0,0,46.821333851496505,293.15,293.15,3.6128585062029304,0.0021952756666666663,0.0016158342205110652,0.001278639264776969,9106.646085935801,7192.432124245941
469.5,-0.1,100,2.1352280486327335,-3020.6011126059047,35.01685956048658,-0.01066135674581238,0.004688622655709543,-6.596843423053871,-0.004342958783701333,-3.3976060363701763,0,0,46.833405014529355,293.15,293.15,3.612885309376062,0.0021952756666666668,0.0016159821433037454,0.0012784400252081583,9108.127007777237,7192.700470808599
470.0,-0.1,100,2.134700995897984,-3019.5334985815884,35.022155264972284,-0.01018207860865023,0.00468741417794759,-6.299707964211305,-0.003958358608260349,-3.0972061511196562,0,0,46.84496807382336,293.15,293.15,3.61291210564076,0.0021952756666666668,0.0016161300279697902,0.0012782408369927203,9109.607547915723,7192.968748205771
470.5,-0.1,100,2.13419628919691,-3018.4661480836394,35.02744966228354,-0.009719213514113522,0.0046862571519039435,-6.012780901846028,-0.0035946901251726615,-2.813093027541511,0,0,46.85604623444904,293.15,293.15,3.6129388952911548,0.0021952756666666663,0.001616277876132466,0.0012780416979442525,9111.087722602497,7193.236959382224
471.0,-0.1,100,2.13371289101142,-3017.399049939041,35.032742807842055,-0.009272194759589819,0.004685149181564273,-5.735708853952578,-0.0032508181710244615,-2.544385832694557,0,0,46.8666615931622,293.15,293.15,3.6129656786076807,0.0021952756666666663,0.0016164256893394459,0.0012778426059781689,9112.567547332026,7193.505107145592
471.5,-0.1,100,2.133249814920623,-3016.332193493535,35.03803475449635,-0.008840475364620662,0.0046840879892903545,-5.468150769091344,-0.0029256690039993483,-2.2902512610462655,0,0,46.87683519321948,293.15,293.15,3.6129924558577513,0.0021952756666666663,0.0016165734690665456,0.0012776435591066698,9114.047036879365,7193.773194173148
472.0,-0.1,100,2.1328061229328767,-3015.265568586075,35.04332555264844,-0.008423527378690752,0.004683071409616413,-5.209777492412601,-0.0026182269878337093,-2.049900975874822,0,0,46.886587076413406,293.15,293.15,3.613019227296401,0.0021952756666666663,0.001616721216721262,0.0012774445554339755,9115.526205335598,7194.041223018232
472.5,-0.1,100,2.1323809229662607,-3014.1991655246084,35.04861525037396,-0.008020841213547868,0.004682097383392219,-4.960271347107743,-0.0023275314544067035,-1.8225891880924092,0,0,46.89593633247029,293.15,293.15,3.6130459931668923,0.0021952756666666663,0.0016168689336461264,0.0012772455931518091,9117.005066141413,7194.309196116328
473.0,-0.1,100,2.131973366468563,-3013.1329750631253,35.05390389353609,-0.007631924999173647,0.00468116395225204,-4.719325730732228,-0.0020526737353631338,-1.6076103651268194,0,0,46.9049011459471,293.15,293.15,3.6130727537012923,0.0021952756666666668,0.001617016621121886,0.0012770466705351116,9118.483632118947,7194.577115790838
473.5,-0.1,100,2.1315826461684573,-3012.066988379891,35.0591915258934,-0.007256303962557525,0.004680269253389853,-4.486644725865099,-0.0017927943536824207,-1.4042970628919729,0,0,46.91349884075622,293.15,293.15,3.613099509121021,0.002195275666666667,0.0016171642803705169,0.0012768477859379842,9119.961915501957,7194.844984258548
474.0,-0.1,100,2.1312079939501003,-3011.0011970568066,35.06447818920235,-0.006893519828456974,0.004679411514622557,-4.261942724589578,-0.0015470803665942558,-1.2120178742503496,0,0,46.92174592244016,293.15,293.15,3.613126259637364,0.0021952756666666663,0.0016173119125580844,0.0012766489377898339,9121.43992796445,7195.112803634814
474.5,-0.6,600,12.7850920730632,-3009.9355930598317,35.069763923314326,-0.006543130241356935,0.004678589049724136,-4.0430997181608594,-0.0013147628517028078,-1.0309783763990739,0,0,46.92965811831225,293.15,293.15,3.61315300545197,0.0021952756666666668,0.0016174595187974552,0.0012764501245917245,9122.91768064783,7195.380575938487
475.0,0.8,-800,-16.92754586884461,-3003.5430470233,35.101472981035215,-0.0056217224319180335,0.02806680152408853,-3.476266157589569,-0.00035491183579983284,-0.2779618370000757,0,0,47.26024706702531,293.15,293.15,3.613313453284038,0.0021952756666666663,0.0016183450069179343,0.0012752574465188257,9131.782701880793,7196.986938887008
475.5,-3.6,3600,77.61146362362045,-3012.006819957722,35.05948998036844,-0.00635917927488599,-0.037160629542258426,-3.9192550910517046,-0.001511958935511037,-1.1908972626974625,0,0,46.38490027012411,293.15,293.15,3.613101019300664,0.0021952756666666663,0.0016171726148311142,0.001276836560120072,9120.045355548697,7194.860103793626
476.0,-3.8,3800,77.1974333887033,-2973.201088145912,35.25197872943496,-0.0019155362902144434,0.17037855754731912,-1.176695531778616,0.003956924512198047,3.134458418371974,0,0,49.22443445582316,293.15,293.15,3.6140750123709404,0.0021952756666666663,0.0016225479401442964,0.0012695964487199746,9173.860163374324,7204.611475065192
476.5,-7.5,7500,151.9844567046273,-2934.6023714515604,35.443440617799794,0.0023312846884246717,0.16946964704734122,1.4228850614625947,0.009089984117963398,7.282375784115917,0,0,49.34715142993735,293.15,293.15,3.6150438095260666,0.0021952756666666663,0.0016278945899616394,0.0012623949608025933,9227.387887868626,7214.310826153787
477.0,-4.1,4100,79.24059704314891,-2858.6101430992467,35.82038619494421,0.010397568308174454,0.3336477795152218,6.324904632501693,0.019092330688512932,15.386806712769447,0,0,51.741154824558244,293.15,293.15,3.6169511541464177,0.0021952756666666663,0.0016384209459816283,0.0012482168439851976,9332.771988981658,7233.406676117673
477.5,-1.2,1200,24.103227917568063,-2818.989844577672,36.01691545348377,0.014281137494183525,0.17395495450096338,8.678490676189499,0.023500075588641874,18.973458950562975,0,0,49.785862877119406,293.15,293.15,3.6179455921946273,0.0021952756666666663,0.001643909104138049,0.0012408247562288727,9387.716417327256,7243.362737316256
478.0,-6.4,6400,132.69332252031737,-2806.938230618888,36.07669528462853,0.015101215819208766,0.05291322973555784,9.125876883449429,0.023854028947008145,19.453656011328185,0,0,48.23151518434594,293.15,293.15,3.6182480781402204,0.0021952756666666668,0.0016455784798346989,0.0012385762474767198,9404.429290887423,7246.391149786445
478.5,-2.3,2300,44.6271861753044,-2740.5915693587294,36.405795786911064,0.02160720556623776,0.2912984220580047,13.03319389366733,0.031649614877089206,25.899114857294844,0,0,51.53809139938032,293.15,293.15,3.61991332668177,0.0021952756666666668,0.0016547687430011394,0.001226197735434283,9496.437163407452,7263.063195290294
479.0,-4.1,4100,83.55343947211607,-2718.277976271077,36.51647829230616,0.02326526836348273,0.09796897588244881,13.984502676229983,0.03293788842116271,27.126336687746345,0,0,49.07039166674013,293.15,293.15,3.6204733801590696,0.0021952756666666663,0.0016578595962372998,0.0012220346159117733,9527.381090189572,7268.670308477995
479.5,-3.5,3500,69.59290054187846,-2676.501256535019,36.72370408464772,0.02689420124769969,0.18342283253944255,16.119114455560737,0.03681381908014253,30.481371692643663,0,0,50.29248634196283,293.15,293.15,3.6215219426683176,0.0021952756666666663,0.0016636464593787546,0.001214240197646798,9585.315988958751,7279.168250035445
480.0,-3.1,3100,62.02929123491182,-2641.7048062640797,36.896305524483736,0.02966958885056074,0.1527756011323393,17.736880280715912,0.039497134142816415,32.8605621738061,0,0,49.976389191034855,293.15,293.15,3.622395305953888,0.0021952756666666668,0.0016684664236267513,0.0012077481109233391,9633.570826502486,7287.912141457724
480.5,-3.4,3400,68.23692678565364,-2610.690160646624,37.05014801266555,0.03195822831185659,0.13617139366858183,19.051234423182642,0.041496168245931525,34.70751634843326,0,0,49.82639400921595,293.15,293.15,3.6231737489440876,0.0021952756666666663,0.001672762536646224,0.0012019616077749418,9676.58115296089,7295.705714988009
481.0,0.0,0,-0.0,-2576.571697253797,37.219386422352194,0.03448734285084051,0.14979886494066028,20.558913556552696,0.043791357774450944,36.62721957528845,0,0,50.0773995912197,293.15,293.15,3.624030095297102,0.0021952756666666663,0.0016774885869320871,0.0011955960152649965,9723.8957754423,7304.279237203033
481.5,0.9,-900,-18.717370382826477,-2576.571697253797,37.219386422352194,0.03343020926820411,-0.0,19.944138039445047,0.04128411384347318,34.47979821041533,0,0,48.08367743931413,293.15,293.15,3.624030095297102,0.0021952756666666663,0.0016774885869320871,0.0011955960152649965,9723.8957754423,7304.279237203033
482.0,-3.1,3100,65.29996831504864,-2585.9303824452104,37.17296437279161,0.03143958846072153,-0.04108978774540631,18.706080969348612,0.03764143398736366,31.598252891988526,0,0,47.47322364757706,293.15,293.15,3.6237951997263256,0.0021952756666666663,0.0016761922326292882,0.001197342095552127,9710.91738741656,7301.927522400752
482.5,-2.6,2600,52.059741155554626,-2553.2803982876862,37.33491865928727,0.03382750120083927,0.1433514314761306,20.083767447692978,0.03994657124490346,33.67057747543412,0,0,49.94262250039227,293.15,293.15,3.6246146884159933,0.0021952756666666663,0.0016807148708613939,0.0011912504819817848,9756.195560019201,7310.13203505045
483.0,-2.1,2100,42.32947545590883,-2527.250527709909,37.464035080804024,0.035460212420513434,0.11428548297175427,21.01654520452916,0.041203232823197725,34.84578545803659,0,0,49.61082029441634,293.15,293.15,3.6252680175088683,0.0021952756666666663,0.001684320498578818,0.0011863940044998715,9792.293126473103,7316.67300001371
483.5,-2.4,2400,48.62159140696839,-2506.0857899819543,37.56901889889903,0.036545210541884914,0.09292486745112054,21.616458255779406,0.04171427480396867,35.413820229992126,0,0,49.36078664953025,293.15,293.15,3.6257992356284294,0.0021952756666666663,0.0016872522136926484,0.001182445230652561,9821.643849686703,7321.991420922546
484.0,-2.5,2500,50.42578189356404,-2481.7749942784703,37.68960816330124,0.037915284296064236,0.10673779649032679,22.38062201160787,0.04261544771694494,36.32394329529263,0,0,49.57781329552533,293.15,293.15,3.6264094173063044,0.0021952756666666663,0.0016906197171367857,0.0011779094865523902,9855.357446565013,7328.100404924229
484.5,-1.3,1300,26.173552625332512,-2456.5621033316884,37.81467210648964,0.03933309252064015,0.11069849196358171,23.192708311574822,0.043576792151384984,37.220823194467734,0,0,49.668458027427775,293.15,293.15,3.627042240858837,0.0021952756666666663,0.0016941121777758993,0.0011732054356132543,9890.322046320778,7334.436073625025
485.0,0.0,0,-0.0,-2443.475327019022,37.87958667153263,0.039483511514506804,0.05745816318861192,23.281402681269736,0.04282401992579162,36.57784787363229,0,0,48.97277324142926,293.15,293.15,3.6273707085579554,0.0021952756666666668,0.0016959249429705507,0.001170763793259198,9908.470456863284,7337.724608813373
485.5,0.0,0,-0.0,-2443.475327019022,37.87958667153263,0.038308688277023994,-0.0,22.588669643553448,0.04033156825830205,34.448937087494095,0,0,48.178142546212655,293.15,293.15,3.6273707085579554,0.0021952756666666668,0.0016959249429705507,0.001170763793259198,9908.470456863284,7337.724608813373
486.0,0.0,0,-0.0,-2443.475327019022,37.87958667153263,0.037168821647664115,-0.0,21.916548725652856,0.037984182731859883,32.44393356760605,0,0,48.13280826818723,293.15,293.15,3.6273707085579554,0.0021952756666666668,0.0016959249429705507,0.001170763793259198,9908.470456863284,7337.724608813373
486.5,0.0,0,-0.0,-2443.475327019022,37.87958667153263,0.036062871500208614,-0.0,21.264426618457275,0.03577342017962145,30.555625639937684,0,0,48.08969100309121,293.15,293.15,3.6273707085579554,0.0021952756666666668,0.0016959249429705507,0.001170763793259198,9908.470456863284,7337.724608813373
487.0,0.0,0,-0.0,-2443.475327019022,37.87958667153263,0.03498982865716677,-0.0,20.631708261734293,0.03369132884552878,28.77722136566772,0,0,48.04867425878846,293.15,293.15,3.6273707085579554,0.0021952756666666668,0.0016959249429705507,0.001170763793259198,9908.470456863284,7337.724608813373
487.5,0.0,0,-0.0,-2443.475327019022,37.87958667153263,0.03394871396890309,-0.0,20.017816301138392,0.031730419783126566,27.10232411167647,0,0,48.00964795002981,293.15,293.15,3.6273707085579554,0.0021952756666666668,0.0016959249429705507,0.001170763793259198,9908.470456863284,7337.724608813373
488.0,0.0,0,-0.0,-2443.475327019022,37.87958667153263,0.032938577420165,-0.0,19.422190561376137,0.029883639919030567,25.52490954288895,0,0,47.972508036662965,293.15,293.15,3.6273707085579554,0.0021952756666666668,0.0016959249429705507,0.001170763793259198,9908.470456863284,7337.724608813373
488.5,0.0,0,-0.0,-2443.475327019022,37.87958667153263,0.03195849726319571,-0.0,18.844287535047275,0.028144346684161076,24.039303953714033,0,0,47.93715618256906,293.15,293.15,3.6273707085579554,0.0021952756666666668,0.0016959249429705507,0.001170763793259198,9908.470456863284,7337.724608813373
489.0,0.0,0,-0.0,-2443.475327019022,37.87958667153263,0.031007579176641067,-0.0,18.2835798866952,0.026506284121494146,22.64016386064124,0,0,47.90349943412918,293.15,293.15,3.6273707085579554,0.0021952756666666668,0.0016959249429705507,0.001170763793259198,9908.470456863284,7337.724608813373
489.5,0.0,0,-0.0,-2443.475327019022,37.87958667153263,0.03008495544948292,-0.0,17.739555971614326,0.024963560384393953,21.32245678259305,0,0,47.87144991709382,293.15,293.15,3.6273707085579554,0.0021952756666666668,0.0016959249429705507,0.001170763793259198,9908.470456863284,7337.724608813373
490.0,0.0,0,-0.0,-2443.475327019022,37.87958667153263,0.02918978418925442,-0.0,17.211719368975217,0.02351062654459145,20.08144313990276,0,0,47.84092455079342,293.15,293.15,3.6273707085579554,0.0021952756666666668,0.0016959249429705507,0.001170763793259198,9908.470456863284,7337.724608813373
490.5,0.0,0,-0.0,-2443.475327019022,37.87958667153263,0.028321248553814685,-0.0,16.699588428841498,0.02214225663358506,18.912659206811444,0,0,47.81184477868962,293.15,293.15,3.6273707085579554,0.0021952756666666668,0.0016959249429705507,0.001170763793259198,9908.470456863284,7337.724608813373
491.0,0.0,0,-0.0,-2443.475327019022,37.87958667153263,0.027478556005981824,-0.0,16.20269583266515,0.02085352884567548,17.811901056166906,0,0,47.78413631432497,293.15,293.15,3.6273707085579554,0.0021952756666666668,0.0016959249429705507,0.001170763793259198,9908.470456863284,7337.724608813373
491.5,0.0,0,-0.0,-2443.475327019022,37.87958667153263,0.02666093759034422,-0.0,15.72058816685921,0.019639807835025058,16.775209438576272,0,0,47.757728901783224,293.15,293.15,3.6273707085579554,0.0021952756666666668,0.0016959249429705507,0.001170763793259198,9908.470456863284,7337.724608813373
492.0,0.0,0,-0.0,-2443.475327019022,37.87958667153263,0.02586764723159011,-0.0,15.252825509058683,0.01849672804306697,15.798855541624988,0,0,47.73255608982396,293.15,293.15,3.6273707085579554,0.0021952756666666668,0.0016959249429705507,0.001170763793259198,9908.470456863284,7337.724608813373
492.5,0.0,0,-0.0,-2443.475327019022,37.87958667153263,0.025097961053715222,-0.0,14.798981026692195,0.017420177996295735,14.879327577940433,0,0,47.70855501890356,293.15,293.15,3.6273707085579554,0.0021952756666666668,0.0016959249429705507,0.001170763793259198,9908.470456863284,7337.724608813373
493.0,0.0,0,-0.0,-2443.475327019022,37.87958667153263,0.024351176719487257,-0.0,14.358640587498044,0.01640628551796064,14.013318153859595,0,0,47.685666220340245,293.15,293.15,3.6273707085579554,0.0021952756666666668,0.0016959249429705507,0.001170763793259198,9908.470456863284,7337.724608813373
493.5,0.0,0,-0.0,-2443.475327019022,37.87958667153263,0.023626612789564436,-0.0,13.931402381629283,0.015451403800470987,13.197712373267908,0,0,47.66383342692388,293.15,293.15,3.6273707085579554,0.0021952756666666668,0.0016959249429705507,0.001170763793259198,9908.470456863284,7337.724608813373
494.0,0.0,0,-0.0,-2443.475327019022,37.87958667153263,0.022923608100683345,-0.0,13.516876555002947,0.01455209828841783,12.429576633820712,0,0,47.643003394311734,293.15,293.15,3.6273707085579554,0.0021952756666666668,0.0016959249429705507,0.001170763793259198,9908.470456863284,7337.724608813373
494.5,0.0,0,-0.0,-2443.475327019022,37.87958667153263,0.02224152116234867,-0.0,13.114684853558927,0.01370513432503254,11.70614807524914,0,0,47.62312573258938,293.15,293.15,3.6273707085579554,0.0021952756666666668,0.0016959249429705507,0.001170763793259198,9908.470456863284,7337.724608813373
495.0,0.0,0,-0.0,-2443.475327019022,37.87958667153263,0.021579729571474277,-0.0,12.72446027810383,0.012907465517648516,11.024824641797668,0,0,47.604152747412016,293.15,293.15,3.6273707085579554,0.0021952756666666668,0.0016959249429705507,0.001170763793259198,9908.470456863284,7337.724608813373
495.5,0.0,0,-0.0,-2443.475327019022,37.87958667153263,0.020937629444441552,-0.0,12.345846749424883,0.012156222780318492,10.383155723049594,0,0,47.5860392901753,293.15,293.15,3.6273707085579554,0.0021952756666666668,0.0016959249429705507,0.001170763793259198,9908.470456863284,7337.724608813373
496.0,0.0,0,-0.0,-2443.475327019022,37.87958667153263,0.020314634866056686,-0.0,11.978498783368295,0.011448704014175488,9.778833339476902,0,0,47.56874261669644,293.15,293.15,3.6273707085579554,0.0021952756666666668,0.0016959249429705507,0.001170763793259198,9908.470456863284,7337.724608813373
496.5,0.0,0,-0.0,-2443.475327019022,37.87958667153263,0.019710177354904136,-0.0,11.62208117558561,0.01078236438841933,9.209683841010447,0,0,47.552222253916625,293.15,293.15,3.6273707085579554,0.0021952756666666668,0.0016959249429705507,0.001170763793259198,9908.470456863284,7337.724608813373
497.0,0.0,0,-0.0,-2443.475327019022,37.87958667153263,0.01912370534460837,-0.0,11.276268695660342,0.010154807186971032,8.6736600887715,0,0,47.53643987416395,293.15,293.15,3.6273707085579554,0.0021952756666666668,0.0016959249429705507,0.001170763793259198,9908.470456863284,7337.724608813373
497.5,0.0,0,-0.0,-2443.475327019022,37.87958667153263,0.01855468368053056,-0.0,10.940745790335816,0.009563775187871916,8.16883409184364,0,0,47.52135917654265,293.15,293.15,3.6273707085579554,0.0021952756666666668,0.0016959249429705507,0.001170763793259198,9908.470456863284,7337.724608813373
498.0,0.0,0,-0.0,-2443.475327019022,37.87958667153263,0.018002593131440942,-0.0,10.615206295573396,0.009007142544420565,7.693390072600626,0,0,47.50694577503962,293.15,293.15,3.6273707085579554,0.0021952756666666668,0.0016959249429705507,0.001170763793259198,9908.470456863284,7337.724608813373
498.5,0.0,0,-0.0,-2443.475327019022,37.87958667153263,0.017466929915721276,-0.0,10.299353157178363,0.008482907138845378,7.245617935647356,0,0,47.493167092962786,293.15,293.15,3.6273707085579554,0.0021952756666666668,0.0016959249429705507,0.001170763793259198,9908.470456863284,7337.724608813373
499.0,0.0,0,-0.0,-2443.475327019022,37.87958667153263,0.01694720524166503,-0.0,9.992898159738496,0.007989183381010108,6.823907116882769,0,0,47.4799922633482,293.15,293.15,3.6273707085579554,0.0021952756666666668,0.0016959249429705507,0.001170763793259198,9908.470456863284,7337.724608813373
499.5,0.0,0,-0.0,-2443.475327019022,37.87958667153263,0.01644294486145586,-0.0,9.69556166362805,0.0075241954262504985,6.426740790560731,0,0,47.4673920349936,293.15,293.15,3.6273707085579554,0.0021952756666666668,0.0016959249429705507,0.001170763793259198,9908.470456863284,7337.724608813373
500.0,0.0,0,-0.0,-2443.475327019022,37.87958667153263,0.015953688638417306,-0.0,9.407072349837087,0.007086270787947669,6.052690413512663,0,0,47.455338683796164,293.15,293.15,3.6273707085579554,0.0021952756666666668,0.0016959249429705507,0.001170763793259198,9908.470456863284,7337.724608813373
500.5,0.0,0,-0.0,-2443.475327019022,37.87958667153263,0.015478990127138952,-0.0,9.127166972393388,0.006673834321863704,5.700410586908345,0,0,47.44380592909045,293.15,293.15,3.6273707085579554,0.0021952756666666668,0.0016959249429705507,0.001170763793259198,9908.470456863284,7337.724608813373
501.0,0.0,0,-0.0,-2443.475327019022,37.87958667153263,0.015018416166095788,-0.0,8.855590118150989,0.006285402560602076,5.368634217073484,0,0,47.4327688547005,293.15,293.15,3.6273707085579554,0.0021952756666666668,0.0016959249429705507,0.001170763793259198,9908.470456863284,7337.724608813373
501.5,0.0,0,-0.0,-2443.475327019022,37.87958667153263,0.014571546482389106,-0.0,8.592093973726133,0.005919578377814867,5.056167957958296,0,0,47.42220383443607,293.15,293.15,3.6273707085579554,0.0021952756666666668,0.0016959249429705507,0.001170763793259198,9908.470456863284,7337.724608813373
502.0,0.0,0,-0.0,-2443.475327019022,37.87958667153263,0.014137973308248255,-0.0,8.336438099368031,0.005575045962964812,4.761887918864383,0,0,47.41208846177919,293.15,293.15,3.6273707085579554,0.0021952756666666668,0.0016959249429705507,0.001170763793259198,9908.470456863284,7337.724608813373
502.5,0.0,0,-0.0,-2443.475327019022,37.87958667153263,0.013717301008943288,-0.0,8.088389209558011,0.005250566088567178,4.4847356219912955,0,0,47.40240148352106,293.15,293.15,3.6273707085579554,0.0021952756666666668,0.0016959249429705507,0.001170763793259198,9908.470456863284,7337.724608813373
503.0,0.0,0,-0.0,-2443.475327019022,37.87958667153263,0.013309145721768998,-0.0,7.847720960136918,0.00494497165288853,4.223714195262743,0,0,47.39312273712397,293.15,293.15,3.6273707085579554,0.0021952756666666668,0.0016959249429705507,0.001170763793259198,9908.470456863284,7337.724608813373
503.5,0.0,0,-0.0,-2443.475327019022,37.87958667153263,0.012913135005770897,-0.0,7.614213741766477,0.0046571634820701795,3.9778847867386347,0,0,47.384233091595355,293.15,293.15,3.6273707085579554,0.0021952756666666668,0.0016959249429705507,0.001170763793259198,9908.470456863284,7337.724608813373
504.0,0.0,0,-0.0,-2443.475327019022,37.87958667153263,0.012528907501893527,-0.0,7.387654479536178,0.004386106376577233,3.7463631877161947,0,0,47.37571439167354,293.15,293.15,3.6273707085579554,0.0021952756666666668,0.0016959249429705507,0.001170763793259198,9908.470456863284,7337.724608813373
504.5,0.0,0,-0.0,-2443.475327019022,37.87958667153263,0.012156112603240982,-0.0,7.167836438532804,0.004130825387752958,3.5283166523739817,0,0,47.36754940513634,293.15,293.15,3.6273707085579554,0.0021952756666666668,0.0016959249429705507,0.001170763793259198,9908.470456863284,7337.724608813373
505.0,0.0,0,-0.0,-2443.475327019022,37.87958667153263,0.011794410135148752,-0.0,6.954559035195202,0.0038904023110858323,3.322960902519581,0,0,47.35972177305447,293.15,293.15,3.6273707085579554,0.0021952756666666668,0.0016959249429705507,0.001170763793259198,9908.470456863284,7337.724608813373
505.5,0.0,0,-0.0,-2443.475327019022,37.87958667153263,0.011443470044774964,-0.0,6.747627654282149,0.003663972383576127,3.129557306667539,0,0,47.35221596282199,293.15,293.15,3.6273707085579554,0.0021952756666666668,0.0016959249429705507,0.001170763793259198,9908.470456863284,7337.724608813373
506.0,0.0,0,-0.0,-2443.475327019022,37.87958667153263,0.011102972099927772,-0.0,6.546853471286301,0.003450721173322978,2.9474102233011363,0,0,47.34501722380568,293.15,293.15,3.6273707085579554,0.0021952756666666668,0.0016959249429705507,0.001170763793259198,9908.470456863284,7337.724608813373
506.5,0.0,0,-0.0,-2443.475327019022,37.87958667153263,0.010772605596854055,-0.0,6.352053280132173,0.0032498816501442948,2.775864498762131,0,0,47.3381115454644,293.15,293.15,3.6273707085579554,0.0021952756666666668,0.0016959249429705507,0.001170763793259198,9908.470456863284,7337.724608813373
507.0,0.0,0,-0.0,-2443.475327019022,37.87958667153263,0.010452069076722822,-0.0,6.163049326000932,0.0030607314266930066,2.6143031107688044,0,0,47.331485617797824,293.15,293.15,3.6273707085579554,0.0021952756666666668,0.0016959249429705507,0.001170763793259198,9908.470456863284,7337.724608813373
507.5,0.0,0,-0.0,-2443.475327019022,37.87958667153263,0.010141070050544569,-0.0,5.979669143129446,0.002882590160146375,2.4621449490864054,0,0,47.3251267939924,293.15,293.15,3.6273707085579554,0.0021952756666666668,0.0016959249429705507,0.001170763793259198,9908.470456863284,7337.724608813373
508.0,9.7,-9700,-204.9915525241687,-2443.475327019022,37.87958667153263,0.009839324732275617,-0.0,5.850725300811908,0.002714817105122675,2.2815760199763258,0,0,47.3190230551396,293.15,293.15,3.6273707085579554,0.0021952756666666668,0.0016959249429705507,0.001170763793259198,9908.470456863284,7337.724608813373
