Zeit [s],Leistung [kW],Leistung [W],Current [A],Charge [C],SOC [%],U_R1 [V],U_R [V],I_R1 [A],U_R2 [V],I_R2 [A],Q_Irreversibel [W],Q_Sum_Cell [W],U_ges [V],Temperatur [K],Output Temperature [K],OCV [V],R [Ohm],R1 [Ohm],R2 [Ohm],C1 [C],C2 [C],Delta OCV [V],Q_Reversibel [W],Q_Cell [W]
130.5,1.8,-1800,-40.00812731283346,-2474.2423207701904,37.72697261522723,-0.049258117952643427,-0.07149145450488996,-29.480831478075206,-0.04501362971154578,-43.04539492371629,6.1020025435708565,94.37788952239362,44.99085863043162,293.15,296.8023088716231,3.62659848143305,0.0018923652500797451,0.0016734073645694432,0.0010425270943811857,10397.360500761011,7833.4370405269365,-0.00010454605476954555,1.1578351119978834,7.25983765556874
131.0,1.8,-1800,-40.06620517979257,-2494.246384426607,37.627746108995005,-0.04976549377799143,-0.07569268298301904,-29.830258161543103,-0.04481958436221649,-42.730679116435184,6.418122239607017,99.40587662105875,44.925642244447744,293.15,296.80862041850975,3.626096395311515,0.0018919326663594924,0.0016708523974052945,0.0010457246307373307,10374.25839863154,7826.179863060412,-0.00010474450778200999,1.2284836543205793,7.646605893927596
131.5,2.7,-2700,-60.115237339848086,-2514.2794870165035,37.528375560434014,-0.05025992206776856,-0.07578155943680619,-30.195940924410742,-0.04464920094918304,-42.372073617349415,6.435968313687743,99.69140471814994,44.9137376724665,293.15,296.81496834284,3.6255935803357966,0.001891408459991282,0.0016682890744186937,0.001048885374372107,10351.295860177655,7819.053184829483,-0.00010494324887913197,1.2326012800160977,7.668569593703841
132.0,3.4,-3400,-76.61497322843553,-2544.3371056864275,37.37928022973002,-0.051710006017521584,-0.11367077406055622,-31.159445562047924,-0.04578542966498754,-43.213655434335195,10.242870428453022,157.2677256351331,44.377748326851794,293.15,296.8341813867451,3.624839157962434,0.0018908812322896414,0.001664459544201117,0.0010537412294804767,10316.401481629107,7807.919072849561,-0.00010524143954053996,1.8546469280956768,12.0975173565487
132.5,1.0,-1000,-22.776635858977134,-2582.6445923006454,37.18926293501664,-0.053922245738250656,-0.1447475572652907,-32.523720631569006,-0.04792786001587715,-45.20689461501737,14.679641123733582,221.674252418455,43.90464009661296,293.15,296.86773283495927,3.6238776704511846,0.0018892854903663644,0.0016595290796991638,0.0010595129989537742,10273.644225908582,7795.193384053535,-0.00010562147412996672,2.3722244469168037,17.051865570650385
133.0,0.0,0,-0.0,-2594.032910230134,37.13277326274735,-0.053447481432186125,-0.04296809781859357,-32.23736940729502,-0.04648912039994148,-43.84996315687683,4.899090490645755,72.8659925404672,45.24893272976415,293.15,296.867815732889,3.6235918327095016,0.001886498870361411,0.0016579359523187904,0.0010601891685777483,10265.182795004579,7795.107088037238,-0.0001057344534745053,0.7059858586209531,5.605076349266708
133.5,5.8,-5800,-126.45947460011305,-2594.032910230134,37.13277326274735,-0.05187725465437922,-0.0,-31.441158847007284,-0.043676464938943595,-40.77808314338181,3.761552419551971,48.90018145417562,45.86449547051032,293.15,296.8625316994127,3.6235918327095016,0.001886491985262802,0.00165793557026683,0.0010601860766364351,10265.195404551741,7795.118130344978,-0.0001057344534745053,0.0,3.761552419551971
134.0,5.5,-5500,-129.07919679596893,-2657.2626475301904,36.819133692806595,-0.05653996488876827,-0.23862028407070515,-34.445270147389174,-0.049190742753215035,-45.611766694497724,33.587919275335324,487.90193852507934,42.60949972204787,293.15,296.95557466866916,3.622004816485602,0.0018869308513677142,0.0016499790897280219,0.001071076950463087,10189.17228142485,7769.049215745004,-0.00010636173261438682,3.9429990727477042,37.53091834808303
134.5,4.7,-4700,-110.8322026784288,-2721.8022459281747,36.4989967959912,-0.061212239840472284,-0.24256603388326317,-37.45994633697343,-0.05457221601562062,-50.34082382748239,35.50143987034161,514.1545423535339,42.40644764262867,293.15,297.0540900022998,3.6203849237877153,0.001879203155150392,0.001641443502891319,0.001078466069571233,10127.17868990845,7755.0724524235775,-0.0001070020064080176,4.048909541468687,39.5503494118103
135.0,4.2,-4200,-98.25060143203939,-2777.218347267389,36.22411534093557,-0.06485264972629864,-0.20736937325463756,-39.84518918993143,-0.05847739106465608,-53.67600716521456,28.02342193776445,409.7317694582773,42.74782992453404,293.15,297.12879218387997,3.6189940236251337,0.0018710209509803213,0.00163407174398579,0.001084054885606147,10077.471856551674,7745.027827355287,-0.00010755176931812887,3.4944064821030336,31.517828419867485
135.5,4.1,-4100,-95.41441464962955,-2826.343647983409,35.980438254050554,-0.06776365877805786,-0.18321934772848494,-41.79298068863549,-0.061359049545260516,-56.029811001513835,23.724310067911862,348.86891780770895,42.970446499678005,293.15,297.18953939605035,3.617761017565496,0.0018648165513288895,0.0016276155552220695,0.0010894512120594754,10031.815635683404,7734.191016534908,-0.00010803912349189889,3.1117605326811364,26.836070600592997
136.0,4.2,-4200,-97.76117721017548,-2874.0508553082236,35.74379536057429,-0.07044852142149624,-0.17744897885804337,-43.618971536479314,-0.06390922327631596,-58.045224257980905,23.201171679870825,341.07246673560724,42.961839452592464,293.15,297.2482755234984,3.6165636045245066,0.0018597711835224504,0.001621412439636889,0.0010951143408926133,9985.880300439436,7721.945208771247,-0.00010851240927885143,3.0351719151758876,26.236343595046712
136.5,4.2,-4200,-98.0702259056423,-2922.9314439133113,35.50133212344588,-0.07317237248721462,-0.18133650828486847,-45.483920816733026,-0.06648525891253593,-60.07062573086694,24.51018776900991,359.2408108509391,42.82645381118022,293.15,297.3108235417848,3.6153367405446364,0.0018548928466257672,0.0016150890069147755,0.0011010246595356858,9938.540024290374,7708.735157575898,-0.00010899733575310825,3.123720757985406,27.633908526995317
137.0,4.0,-4000,-93.58262961901782,-2971.9665568661326,35.258102396497364,-0.07583039952764968,-0.18140029214854977,-47.31383753979423,-0.0689541511571877,-62.00459555872916,25.111945131293485,367.3738399676481,42.74297501880757,293.15,297.3749196376124,3.614105998126277,0.0018496979126272537,0.0016087525255803216,0.00110678485705157,9891.980835586626,7695.678144133632,-0.00010948379520700527,3.1475810200640626,28.259526151357548
137.5,3.9,-3900,-91.15377821495096,-3018.7578716756416,35.02600262065654,-0.07817939679816974,-0.17260140661997408,-48.95845756614187,-0.07100907637833005,-63.554190374637095,24.01579496586433,351.41704693154463,42.78484201503263,293.15,297.4351627124749,3.6129315732605223,0.00184437440284215,0.0016027108235274943,0.0011120812987462534,9848.626190395677,7683.499558863317,-0.00010994799475868692,3.0162855673314097,27.03208053319574
138.0,3.7,-3700,-86.48339051556071,-3064.334760783117,34.799926781829775,-0.08033083285532362,-0.16766560764125243,-50.48110184511693,-0.07280799653959712,-64.88174571489037,23.62382065237101,345.80825603102863,42.78278150223851,293.15,297.49388677806235,3.6117876295160585,0.0018393709062270343,0.0015968517123430815,0.0011172996770118248,9806.315300076578,7671.154183094548,-0.00011140051252719158,2.976814426938888,26.600635079309896
138.5,3.6,-3600,-84.02666818303828,-3107.5764560408975,34.58543424582888,-0.08217394279359735,-0.15865322391030343,-51.81409019928659,-0.074218133686513,-65.85717448034177,22.49996759215288,329.71024449733335,42.84354095961525,293.15,297.54874965746586,3.6107022972838942,0.0018344935711297927,0.0015913050610858264,0.0011221645739856792,9766.723059440435,7659.412720214931,-0.00011290196027919786,2.86235890764199,25.36232649979487
139.0,3.3,-3300,-77.00127646642497,-3149.5897901324165,34.37703477116857,-0.08382958605851688,-0.15376350299166172,-53.022282735497356,-0.07540606033555013,-66.65968640576698,22.065799508278463,323.4761587497231,42.856432405232994,293.15,297.60197700072416,3.609647795942113,0.0018299369273658836,0.0015859381584727465,0.0011269559356614511,9728.115550700282,7647.565494647253,-0.00011436075660182004,2.816981934007926,24.88278144228639
139.5,2.8,-2800,-65.13060419032823,-3188.090428365629,34.18605938310699,-0.08506644637876014,-0.14056707170218274,-53.9462090194463,-0.07608314355728754,-67.05117471813882,20.29522429887206,297.78914229172665,42.99054238492378,293.15,297.64921993155286,3.608681460478521,0.0018255161232745862,0.0015810255940262386,0.0011312093470788737,9693.493007444755,7636.867765029873,-0.00011569758431825105,2.6116328004915266,22.906857099363588
140.0,2.0,-2000,-46.233084504660944,-3220.655730460793,34.02452514652384,-0.08564506193004122,-0.1186414106927901,-54.41493712649572,-0.07595725287712696,-66.80429455899079,17.41766320906933,255.42751879810044,43.259064832638884,293.15,297.68677070233605,3.607864097241411,0.0018215923553555509,0.001576875334244446,0.00113470261896404,9664.789639786843,7627.929745716063,-0.0001168283239743331,2.2306074677076237,19.648270676776956
140.5,1.9,-1900,-43.45443542175878,-3243.7722727131236,33.909859758367446,-0.08522092353970395,-0.0840736422812982,-54.23993363250253,-0.07460777937434503,-65.46772954429335,13.62162516341926,197.80676192082333,43.7239600873659,293.15,297.7112547169775,3.6072838903773397,0.0018184735710813841,0.0015739255883167956,0.001137011525659533,9645.26297104187,7621.939227381097,-0.00011763098169142788,1.5942795997209966,15.215904763140257
141.0,2.0,-2000,-45.65190617290446,-3265.499490424003,33.80208586099205,-0.0846606358325803,-0.07893237676247815,-53.98186848668883,-0.07316240767503471,-64.03805822059951,12.936741027585082,187.78257278079687,43.809780744424856,293.15,297.73338714366406,3.60673855445662,0.0018164400479808013,0.0015711841411368633,0.0011396115291254726,9624.964168956301,7615.0979478284435,-0.00011838539897305564,1.5080722632454449,14.444813290830528
141.5,2.1,-2100,-47.974909210007176,-3288.325443510455,33.688861887348935,-0.08422692012888983,-0.0828400327733794,-53.80855165310137,-0.07195398284896341,-62.81318734221266,13.037123235297564,190.2168428980285,43.77288117018379,293.15,297.75596802431966,3.6061656411499854,0.0018146018363313604,0.001568316144030035,0.0011424832311904816,9603.021337370377,7607.486891621631,-0.00011917796678855746,1.5949416030123196,14.632064838309883
142.0,2.1,-2100,-48.02406737483335,-3312.3128981154587,33.56987649744316,-0.08392244680273343,-0.08696538342045902,-53.71732662568835,-0.07097769992078871,-61.79854228539537,13.223943961057293,193.85285548380276,43.72807458413006,293.15,297.77926450218894,3.6055635750770625,0.001812726378277726,0.0015653073264616524,0.0011455235101659588,9579.890817919604,7599.373964239936,-0.00012001086451789787,1.6878141530813813,14.911758114138674
142.5,1.7,-1700,-38.86962043466744,-3336.324931802875,33.45076918748573,-0.0836245864473449,-0.08696157233514405,-53.61045329417683,-0.07007044355812318,-60.88818567491173,13.070656284848754,192.03518934969298,43.735955766724864,293.15,297.8020522318379,3.6049608920886786,0.0018107914862020957,0.001562297531809794,0.0011485335623776132,9556.926841487035,7591.280412788908,-0.00012084461568759987,1.7012813574353218,14.771937642284076
143.0,0.6,-600,-13.64412150148647,-3355.7597420202087,33.35436635902674,-0.08285193653582792,-0.0703112116372628,-53.14493772537202,-0.06861900805821851,-59.60507724105284,11.482584272312641,167.27429139167697,43.974982188089754,293.15,297.81919584745333,3.604473093776675,0.001808898848277739,0.001559855985333148,0.0011508052470513158,9539.14097431795,7585.099455570146,-0.00012151943548681282,1.38466891166251,12.867253183975151
143.5,0.6,-600,-13.443111380458772,-3362.581802770952,33.32052677196948,-0.0807805065113926,-0.02466140827890801,-51.844191703256456,-0.06558882410196135,-56.931853021480464,8.829685534092775,121.11688282347461,44.63252464546075,293.15,297.82592875826765,3.604301865466166,0.0018074749829969817,0.001558980781273424,0.001151227567086472,9534.673090068176,7583.85570035437,-0.00012175631259621362,0.48699776002065726,9.316683294113432
144.0,0.0,0,-0.0,-3369.3033584611812,33.287185721918746,-0.07876540410679285,-0.024290570088223936,-50.55124793898227,-0.06272077363668296,-54.45201586098966,8.248634198278227,113.48190198379271,44.69863335497571,293.15,297.8309225983302,3.6041331597529087,0.0018069157801915774,0.0015581399546888601,0.001152058480815908,9528.319810234421,7581.585848560113,-0.00012198969994656878,0.48074287739813515,8.729377075676362
144.5,-1.4,1400,31.045176021454264,-3369.3033584611812,33.287185721918746,-0.07611298853571216,-0.0,-48.78922213198527,-0.059129944346354504,-51.45068682039488,7.3969620328948205,96.16050642763267,45.09557294932094,293.15,297.83201592080167,3.6041331597529083,0.0018065010161393389,0.001558129765695723,0.0011518540249602987,9529.285020443807,7582.094755611297,-0.00012198969994656878,0.0,7.3969620328948205
145.0,0.7,-700,-15.232394131809428,-3353.780770450454,33.36418268625767,-0.07193193512140991,0.05608032293937297,-46.13689536486766,-0.05369474730581121,-46.672243823209,8.496793250062606,96.08928145819237,45.95469326375999,293.15,297.83308852009105,3.6045227643924633,0.001806410210095693,0.0015600369345879356,0.001149254713601133,9547.16314796981,7589.040675662702,-0.00012145072119619631,-1.105310060970885,7.391483189091721
145.5,0.5,-500,-11.132516882178896,-3361.3969675163585,33.32640393097044,-0.07031198190031418,-0.027514595307944725,-45.11763530240628,-0.051622463413377756,-44.83418597373675,6.243883662479202,88.23604028035003,44.91347332249796,293.15,297.8323978905316,3.60433160389071,0.0018063211252186996,0.0015590978663073342,0.0011504642354287257,9538.701744780821,7585.796957211333,-0.0001217151724832069,0.543504051393877,6.787387713873079
146.0,0.6,-600,-13.315583792556014,-3366.963225957448,33.298793522036476,-0.06852933996232725,-0.020109538985977272,-43.996721660747006,-0.049400358389123454,-42.85943837091912,5.710631264119792,79.41022894063921,45.05998455249299,293.15,297.82973394756897,3.604191895221504,0.0018063784855488457,0.0015584146072603277,0.0011514085132184062,9532.23350579469,7583.275480614935,-0.00012190844534574467,0.39784788516014763,6.1084791492799395
146.5,0.8,-800,-17.75694988483701,-3373.621017853726,33.265768760646196,-0.06691863622944436,-0.02405593021340944,-42.99260054621658,-0.04745157407999508,-41.11192442363332,5.452656666261706,77.08251454906511,45.05278244227827,293.15,297.82656040097703,3.6040247899288698,0.0018065997396867978,0.0015576010524317714,0.0011526132928200586,9524.140672747006,7580.072981903551,-0.00012213961867547663,0.4767675298202251,5.929424196081931
147.0,0.9,-900,-20.007649098955078,-3382.4994927961443,33.22172870636834,-0.06559231756068455,-0.032084381404626244,-42.17368758175782,-0.04591016313006235,-39.71576223845583,5.397552476557219,78.4543353801775,44.98279610706505,293.15,297.8237078982812,3.6038019472542233,0.001806863319022131,0.0015565151998076401,0.001154204643670667,9513.419080867065,7575.84294435414,-0.00012244789905542164,0.6373963988410506,6.034948875398269
147.5,0.8,-800,-17.79411400325968,-3392.503317345622,33.17210656078561,-0.06442586514042278,-0.03615582736878903,-41.45272613847787,-0.04460863650470901,-38.5371219230498,5.313020138647162,78.43217279534596,44.95868689238751,293.15,297.82086288842373,3.6035508591975756,0.0018071002340138656,0.0015552900711735826,0.001155968324475682,9501.475627196376,7571.152504909551,-0.00012279525407450076,0.7202239225332968,6.033244061180459
148.0,0.8,-800,-17.76129859159832,-3401.4003743472517,33.12797433359498,-0.06317946679719959,-0.032159952198122316,-40.679168659476254,-0.04323800483439939,-37.30052196075644,4.961974063456205,72.85366239380846,45.0417516418775,293.15,297.816781127664,3.6033275501279904,0.0018073365266869134,0.00155420092095271,0.0011575497670475417,9490.790911209386,7566.951927757666,-0.00012310417966483517,0.6421538129905998,5.604127876446805
148.5,0.9,-900,-19.96802702700787,-3410.281023643051,33.08392349383407,-0.06197070313405873,-0.03210666498485576,-39.932249985893414,-0.041946178693133954,-36.128863002713565,4.753144398100307,70.14435340895798,45.07205437886777,293.15,297.81211050528833,3.6031046528788,0.001807675537871047,0.001553115977518431,0.0011591796189846814,9479.880462458637,7562.636621526337,-0.0001234125355431615,0.6425750948964605,5.395719492996768
149.0,0.8,-800,-17.760237045709594,-3420.265037156555,33.03439961727899,-0.06091635800233867,-0.03610345997662433,-39.280309813997675,-0.040877026448254576,-35.15804636347735,4.711012217424132,70.66088175825921,45.04444382927079,293.15,297.8075759416094,3.6028540620634324,0.0018080634570352087,0.0015518961029230933,0.0011610157421777557,9467.593844871157,7557.780499974058,-0.00012375920267904705,0.7244402255188842,5.435452442943016
149.5,0.8,-800,-17.72927190499232,-3429.14515567941,32.990351410320386,-0.0597785229059451,-0.03211832442963382,-38.57349214313759,-0.039725376330652866,-34.1178424901338,4.400398861522386,65.60249508940954,45.12311640810986,293.15,297.80192847381625,3.602631178136221,0.0018084400758261703,0.0015508115463139986,0.0011626648996833392,9456.586827255165,7553.426623182401,-0.0001240675401277573,0.6459469145860397,5.046345776108426
150.0,0.8,-800,-17.718990323728423,-3438.009791631906,32.94638000182586,-0.05867511396708117,-0.032070641764301834,-37.887889694758734,-0.03863989279964548,-33.13686150078283,4.229799644158257,63.39086108573152,45.149299445616734,293.15,297.79581042355073,3.602408682809239,0.0018089091270167264,0.001549730646219958,0.001164357809030294,9445.374015007808,7548.9724703293905,-0.000124375339987219,0.6464204393595523,4.87622008351781
150.5,0.8,-800,-17.709414318587584,-3446.8692867937702,32.90243409328487,-0.05760617437781074,-0.032061046965776274,-37.22358003257617,-0.03761809441249648,-32.212808778176566,4.071570402874309,61.34978009803613,45.173713009827196,293.15,297.78926203690185,3.6021863165120216,0.0018094172624972685,0.0015486508865970982,0.0011660697799860328,9434.068853599027,7544.47813333954,-0.00012468296134700594,0.6476434508207773,4.719213853695087
151.0,0.8,-800,-17.700333617286223,-3455.723993953064,32.85851193475663,-0.056570685039926835,-0.03205335172213569,-36.57995293636505,-0.03665632421100722,-31.342379676219927,3.923738610178833,59.444166704112384,45.19688822241839,293.15,297.7823155276816,3.6019640703898688,0.0018099611396235104,0.001547572112284653,0.0011677992649303487,9422.678244986668,7539.94791954002,-0.0001249904164567036,0.6488895978298123,4.572628208008645
151.5,0.8,-800,-17.691721898000875,-3464.5741607617074,32.81461229780899,-0.05556764590120851,-0.032047128093653905,-35.95640830297564,-0.035751125243147185,-30.522449114562203,3.7854942860280354,57.66339383609526,45.218888506855755,293.15,297.7750005893612,3.6017419382269136,0.0018105380828729997,0.0015464941996600682,0.0011695450246497743,9411.207693850803,7535.385336985424,-0.00012529771391533707,0.6501513936716001,4.435645679699635
152.0,0.8,-800,-17.683555885416506,-3473.4200217107077,32.77073401929212,-0.0545960851226594,-0.0320422847328666,-35.352362179036014,-0.034899241106754034,-29.750072251805364,3.6561080559517594,55.99796933177137,45.2397699412794,293.15,297.7673446602112,3.601519914137618,0.0018111456260505262,0.0015454170347879242,0.0011713059168010993,9399.662279621083,7530.793607031017,-0.00012560486186495516,0.6514280464921921,4.307536102443952
152.5,0.8,-800,-17.675813599518687,-3482.261799653416,32.726875993782656,-0.05365505836516115,-0.03203873923529735,-34.76724640535027,-0.03409760446837948,-29.02247465988407,3.5349143550385103,54.43923186183214,45.259585675976126,293.15,297.75937311919415,3.60129799252854,0.001811781490266867,0.001544340512415177,0.0011730808856988976,9388.046701558515,7526.175694049876,-0.0001259118680435214,0.6527188651024239,4.187633220140934
153.0,0.8,-800,-17.668474262512085,-3491.0997064531753,32.68303717037115,-0.05274364801383973,-0.032036414661762325,-34.20050821369984,-0.03334332611470848,-28.337042862853203,3.421305190679499,52.97926902286802,45.27838613079298,293.15,297.75110946266057,3.6010761680820784,0.001812443567668912,0.0015432645352352167,0.0011748689547659572,9376.365311767282,7521.534328237252,-0.00012621873980740196,0.6540231956949635,4.075328386374463
153.5,0.8,-800,-17.661518226114282,-3499.9339435844313,32.6392165496804,-0.05186096242892025,-0.03203523909225297,-33.65160983412505,-0.03263368461999983,-27.691315331582608,3.3147246258152983,51.61084558397271,45.29621914480273,293.15,297.74257546420614,3.600854435741383,0.00181312990676413,0.0015421890132238441,0.001176669219723628,9364.62214498261,7516.872026149814,-0.0001265254841522372,0.6553404191056796,3.970065044920978
154.0,0.8,-800,-17.65492690376514,-3508.7647026974882,32.595413181064046,-0.05100613522218047,-0.03203514524415662,-33.12002811274323,-0.03196611659892567,-27.08297392431097,3.214663826129966,50.32733907374138,45.31313011720199,293.15,297.733791319407,3.600632790696185,0.0018138386991436288,0.0015411138630381264,0.0011784808424315017,9352.820945530773,7512.19110925182,-0.00012683210773255167,0.6566699487732169,3.871333774903183
154.5,0.6,-600,-13.236512030455154,-3517.5921661493708,32.55162615997336,-0.05017832455746231,-0.032036070123918216,-32.59948926627678,-0.031338207514261286,-26.51800485828887,3.120656611112858,49.12268191931096,45.32916214025971,293.15,297.72477577696645,3.6004112283694654,0.0018145682674611421,0.001540039007471597,0.0011803030453103732,9340.965191746738,7507.493720675403,-0.00012713861688018647,0.6580112288341392,3.7786678399469973
155.0,-1.5,1500,32.99887588766433,-3524.210422164598,32.518797509104175,-0.04914082747171514,-0.024028466031517228,-31.882953276767417,-0.0304532164013379,-25.819163516574843,2.7848675716235514,42.62821082575521,45.456093871389456,293.15,297.71434532015166,3.600245115396067,0.0018153170545406121,0.0015392365244620665,0.0011817709394704233,9331.58150602275,7503.743616114403,-0.0001273684174362708,0.4942255688191573,3.2790931404427086
155.5,-1.6,1600,34.2987099806722,-3507.710984220766,32.60063995922239,-0.04567060277814943,0.05993200920411302,-29.590473893718688,-0.02653719969477304,-22.54452730554771,4.330720213559046,40.35393015509989,46.648984784023135,293.15,297.70345113784276,3.600659238193666,0.0018161833575220923,0.0015412884448042412,0.0011794811393400946,9348.361402178367,7509.932134052935,-0.00012679552028544328,-1.226571740089824,3.1041484734692224
156.0,-4.3,4300,91.92125383190275,-3490.56162923043,32.685706204214135,-0.04225983656947921,0.0623237803334542,-27.279960404356782,-0.022755891054567986,-19.449606051674355,4.087308668905077,36.63931889873163,46.7791704393355,293.15,297.69177272738426,3.601089673393324,0.0018170881752863158,0.00154342248597256,0.0011771016236052471,9365.811076699367,7516.3445641318285,-0.00012620005657050106,-1.2688995228487983,2.818409146056279
156.5,-4.6,4600,95.16942744941466,-3444.6010023144786,32.91368550439246,-0.035930208088154475,0.1671181825937173,-23.10693566442787,-0.01536583882799962,-13.231372625558542,16.95715266679951,176.7932229976141,48.334849996287254,293.15,297.71152942161183,3.6022432486522256,0.001818058127224068,0.0015491164922193231,0.001169992389260193,9416.130392799274,7535.187605520694,-0.00012460420146925277,-3.357673974675349,13.59947869212416
157.0,-4.4,4400,90.5359331849779,-3397.016288589771,33.14972079072534,-0.029688375576859473,0.17286738801207333,-19.024964455938047,-0.008194444424022174,-7.107154250867998,17.485238487724853,182.71515644675614,48.599488017759406,293.15,297.73252592225793,3.6034375872010704,0.0018164172323507717,0.0015549533962423013,0.001161318576903957,9474.49029590379,7557.860714985307,-0.00012295195446492262,-3.430226453358996,14.055012034365857
157.5,-4.2,4200,86.31097403546329,-3351.7483219972823,33.374264275807136,-0.023940369651855704,0.1642931465434077,-15.289709539410643,-0.0017533749647992208,-1.5310327565129218,15.497492808829724,159.58786646600817,48.661251329110385,293.15,297.74825193775854,3.6045737772355846,0.0018146733651900758,0.0015604957184344793,0.0011529853067451554,9530.33965782178,7579.726321382157,-0.00012138015006935006,-3.2215030806752503,12.275989728154475
158.0,-4.1,4100,84.15739219344036,-3308.592834979551,33.588329191569684,-0.01863909930078466,0.15651349267137507,-11.864907597186084,0.004025555977919117,3.537963173330577,13.87755777490728,140.97594776281701,48.71823963575209,293.15,297.75974159125013,3.6056569457093435,0.001813367238875871,0.0015657831556673582,0.0011452236781613382,9582.67328833239,7600.195231841308,-0.0001198816956590122,-3.0332541008444305,10.844303674062848
158.5,-4.0,4000,81.94417124885115,-3266.5141388828306,33.79705288252564,-0.013655023748784023,0.1525279486423975,-8.664522967570853,0.00931568465184559,8.239000322365802,13.07174785405982,131.95290344262705,48.81372206270351,293.15,297.7691605798239,3.60671308758558,0.001812412964173173,0.0015709434859151506,0.001137817377033218,9632.909733088069,7619.7984953995365,-0.00011842062982232051,-2.921524512319278,10.150223341740542
159.0,-3.9,3900,79.75841437243511,-3225.542053258405,34.0002874342341,-0.008975522289909867,0.14845257376556445,-5.67760907342959,0.014140121413049708,12.582407018972997,12.359889322721797,124.14182821322777,48.89766215497708,293.15,297.77678933661036,3.6077414544172246,0.0018116306688213133,0.0015759694792074957,0.001130681428250099,9681.447373479565,7638.733242312153,-0.00011699798796036128,-2.810517921704276,9.54937140101752
159.5,-3.9,3900,79.63628766483771,-3185.662846072187,34.19810096194352,-0.004584445654409035,0.14444225405114097,-2.891024530894502,0.018526682172082108,16.58620815036411,11.749361421208096,117.60042185493701,48.97264945867122,293.15,297.78291999069637,3.608742390867434,0.0018109970614092461,0.0015808630312210198,0.0011238009859105523,9728.36852301032,7657.024608075868,-0.00011561329326639539,-2.7031751246744813,9.046186296533616
160.0,-3.8,3800,77.40803080081521,-3145.8447022397686,34.39561159603289,-0.0003630634567541721,0.1441805335550404,-0.22827002948362818,0.022634100224989732,20.384432543152467,11.802543597548226,118.76519613744217,49.090513744989636,293.15,297.7892846982308,3.609741794675927,0.001810487879116712,0.0015857512122149228,0.0011169932273926875,9774.91593175089,7675.147586917861,-0.00011423071882776975,-2.6667592792834425,9.135784318264783
160.5,-4.2,4200,85.4531571300558,-3107.140686839361,34.58759579940793,0.0035898209595660825,0.14010538195152758,2.249619584263682,0.02634038342273907,23.878151290357117,11.306747887181059,113.68631839528433,49.14973467402488,293.15,297.7944843208661,3.6107132347450044,0.0018099592574838124,0.0015904998898692982,0.001110362045991463,9820.208821406744,7692.827991704824,-0.0001128868294041445,-2.5616464721591887,8.745101415021871
161.0,0.0,0,-0.0,-3064.414108274333,34.79953319308366,0.0078048542978400364,0.15462982942557482,4.8911500626572835,0.03033245584365198,27.508794549853565,13.85064250284619,143.7790196011463,49.459186107812904,293.15,297.8063997787824,3.611785637957003,0.0018095274021325543,0.001595745780609862,0.001103116531193782,9869.855214462405,7712.160420378559,-0.00011140326764841438,-2.7907179181426276,11.059924584703563
161.5,0.0,0,-0.0,-3064.414108274333,34.79953319308366,0.007557125000343003,-0.0,4.735741868311735,0.028549301735210725,25.87513925249958,0.8725840095834387,11.343592124584703,47.42259684100324,293.15,297.7886074649183,3.6117856379570035,0.001808537762186588,0.0015957094339485024,0.0011026457661996478,9871.965310675174,7713.521343901233,-0.00011140326764841438,0.0,0.8725840095834387
162.0,0.1,-100,-2.109808458928193,-3064.414108274333,34.79953319308366,0.007317190311428015,-0.0,4.585600307823027,0.02687160119019044,24.335065095075542,0.774505751228395,10.068574765969135,47.39766758296208,293.15,297.77060733262283,3.611785637957003,0.00181001550518688,0.0015957637072472183,0.0011033487184983098,9868.814488074418,7711.489195524682,-0.00011140326764841438,0.0,0.774505751228395
162.5,-0.2,200,4.226459738811448,-3065.4690125037973,34.79430053321529,0.006977818768701019,-0.00382194019442821,4.372056401255145,0.02515640003156085,22.77432970099615,0.6955394360684,9.938031174308788,47.32092871095074,293.15,297.75265656683786,3.6117591606980692,0.0018115105085746977,0.0015956886383980957,0.0011042337912475194,9864.422798904616,7708.97145823193,-0.00011143989626749296,0.06892450041689152,0.7644639364852914
163.0,0.6,-600,-12.643509185855082,-3063.3557826343917,34.80478282423417,0.0069704383081348655,0.007662577473467253,4.369410688097026,0.023953218831108826,21.650190604826943,0.6358131408105472,6.4718095843691845,47.45517966414337,293.15,297.7340080068013,3.611812201090625,0.0018130014118204044,0.0015960038316746787,0.0011045945308528885,9863.65695871367,7707.84564919085,-0.00011136652023036084,-0.13798163432060992,0.49783150648993724
163.5,-0.3,300,6.380929711533022,-3069.677537227319,34.77342491454703,0.006107112443329378,-0.0229422830127659,3.8271724058382706,0.021727209905825547,19.636069049648274,0.8391194269533142,16.285189207503823,47.015092402251966,293.15,297.7176383481261,3.611653530067608,0.001814550270460717,0.0015952811044115068,0.0011063745011911544,9853.127635522202,7702.956488891405,-0.0001115860255981708,0.4135874351623646,1.2527068621156787
164.0,0.9,-900,-18.965129617975627,-3066.4870723715526,34.789250633077614,0.006236693819919548,0.011587193144967364,3.911105014340422,0.02086676373849548,18.81900605423333,0.5239470312014481,4.100522813748944,47.45551536578782,293.15,297.6986117042906,3.611733608203373,0.0018159098546446039,0.0015957244136723778,0.0011064948819893628,9853.874734529109,7702.480318580221,-0.0001114752455684567,-0.20852219937460634,0.3154248318268418
